Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label
"@user @user No refugees in Russia. No refugees in the United States. But the rest of the world its their playground. Maybe #StevenSeagal will save us all! (just to make sure, it's a joke). #armsindustry #unsc",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses refugees and geopolitical issues without targeting any racial group specifically,No,the author's motivation for writing the tweet is not hateful or racist it appears to be a critique of global politics and the arms industry without expressing animosity towards any specific race or ethnicity,Non-hate
The keyboard gangster starter pack,No,this tweet does not contain any explicit references to race or People of African Descent,No,the author's motivation is not hateful or racist as the tweet is vague and does not target any specific group,Non-hate
When your friend won't stop talking about their ex,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate
"@user Hard to figure which was the more hysterical woman, Cory Booker or Kamala Harris",No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it critiques individuals based on their behavior rather than their race or ethnicity,Hate
Immigrants Come LEGALLY like 1.5 Milion Do Every year Not Cross the Border ILLEGALLY Dont Blame the U.S for Your ILLEGAL ACTIONS !  Aidos !  #Trump #MAGA #RedNAtionRising  via @user,No,this tweet does not specifically target People of African Descent or contain racial hate speech against them,No,the author's motivation appears to be focused on immigration issues rather than expressing hate or racism,Hate
"@user All refugees must send back home, without any consequences.",No,this tweet does not specifically target People of African Descent or any racial group it speaks about refugees in general,No,the motivation behind this tweet does not appear to be hateful or racist as it does not express animosity towards a specific race,Hate
@user @user He’s at least 12+ lol ffs this is a joke if anyone thinks this guys is a child refugee,No,this tweet does not contain racial hate speech against Black people,No,the author's motivation appears to be mocking or sarcastic rather than hateful or racist,Non-hate
@user Stupid SKANK......,No,this tweet does not contain any specific racial hate speech against People of African Descent it appears to be a general insult directed at an individual rather than a racial group,No,the author's motivation does not seem to be hateful or racist as there is no clear indication of racial animus in the language used,Non-hate
Bottle up their women and then whore around all day...and you say you are practicing Islam??ok!,Yes,this tweet contains derogatory language aimed at a specific group which can be interpreted as racial hate speech,No,the author's motivation appears to be more about criticizing behavior rather than expressing hatred towards a racial group,Non-hate
Should bring in #Clinton #CrookedH to testify about #UraniumOne &amp; #SteeleDossier — makes a BIG difference to US now!!!@ChuckGrassley Sets Rabid DEMS straight; rejects calls to bring @user back to testify again!#RussianDelusion #Mueller,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet is not hateful or racist as it focuses on political issues rather than targeting a specific racial group,Non-hate
Once a hoe cross me on some fake shit then want play victim I could never be friends again yea I forgive you but I can't fwu like that ma!,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses personal relationships and feelings without reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses a personal boundary rather than a broader discriminatory sentiment,Hate
"RT @user If you verbally abuse a fuckboy, is it considered animal cruelty? Asking for a friend. Also, can said friend end up in…",No,the tweet does not specifically target or express hate towards People of African Descent,No,the motivation appears to be humorous or sarcastic rather than hateful or racist,Non-hate
Fucking yellow card stupid cunt #LIVMAN,No,the tweet does not contain any references to race or ethnicity,No,the author's motivation appears to be frustration or anger towards a situation rather than racial hate,Non-hate
fuckin not even a cup like fuckin negative d cup whore flat chested bitch,No,the tweet does not reference race or ethnicity and focuses on body shaming instead,No,the author's motivation appears to be expressing frustration or anger rather than a racial or hateful intent,Hate
I lost several friends over openly supporting & voting for @user @user & one of the main reasons I voted for him was his promise to build a Border Wall & so help me if he doesnt Ill sit home in 2020! #BuildThatWall #BuildTheWallNow #BuildTheWall @user,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses political support and border issues without targeting any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration over political promises rather than animosity towards a racial group,Hate
@user only when drunk or in bed... But I'm always drunk,No,this tweet does not contain any racial hate speech against People of African Descent Black people it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a personal comment without any discriminatory intent,Non-hate
for #Merkel Macron drops to RECORD LOWS.Macron-Merkel have lost much influence. Salvini not only ignored lectures from Macron bt mocked him.Hard reality: Now Salvini-Orban-Kurz &amp; #V4 controlling migration debate.#Visegrad @user @user,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it discusses political figures and migration without racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on political dynamics rather than targeting any racial group,Non-hate
You don't go to parties with your significant other... You go to parties to try and get other peoples significant others #WomenSuck,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses relationships and social behavior without reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a negative opinion about behavior in social situations rather than targeting a specific racial group,Hate
Harvey Weinstein: More women accuse Hollywood producer of rape,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as it discusses a legal issue involving a public figure,Non-hate
I gotta stop posting about not wearing condoms cause these bitches is startin to make me wear condoms,No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses personal behavior and relationships without reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration about a personal situation rather than targeting a specific racial group,Hate
"Why would young fighting age men be the vast majority of the ones escaping a war &amp; not those who cannot fight like women, children, and the elderly?It's because the majority of the refugees are not actually refugees they are economic migrants trying to get into Europe....",No,the tweet does not contain racial hate speech against People of African Descent Black people because it does not mention race or ethnicity explicitly or implicitly,No,the author's motivation for writing the tweet is not hateful or racist because it expresses a concern about migration patterns without targeting a specific racial group,Hate
Its the raggedy red state of Texas! Look at what they did to immigrant families.  The sexual abuse of immigrant children. Also in the red state of Arizona. No surprise they're engaging in voter suppression.,No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on issues related to immigrant families and voter suppression rather than targeting any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to criticize state policies and their impact on immigrant communities without expressing hatred toward any racial group,Non-hate
#Election Fraud #TrueTheVote #VoterID #IllegalImmigration #VoterFraudNo election fraud?   I don’t think so.  IF the left is so interested in TRUE elections then we should TRUE the vote.  Dead people...,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people it discusses election fraud and voter ID without targeting any racial group specifically,No,the author's motivation appears to be focused on election integrity rather than expressing hatred or racism,Non-hate
"I agree with HuffPo: Reunite migrant kids with deported parents! Don't seperate,ship kid and parent back across the border same day !",No,the tweet does not contain racial hate speech against People of African Descent Black people as it focuses on migrant children and their parents rather than race,Yes,the author's motivation for writing the tweet is not hateful or racist as it advocates for family unity and does not express animosity towards any racial group,Non-hate
When you gotta hit the block at 8 but gotta chop a tree down at 6,No,this tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist based on the content of the tweet,Non-hate
"Whoever made these, ya moms a mf hoe bitch -.-",No,the tweet does not contain any racial hate speech against People of African Descent Black people it is an insult directed at an unspecified individual rather than a racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration or anger towards someone's actions rather than targeting a racial group,Hate
#Portugal's Vitorino elected #head of UN migration agency #IOM #UnitedStates #directorgeneral #President...,No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses a political appointment without any reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be informative about a political event,Non-hate
@user I guess so... Oh well 😊,No,the tweet does not contain any racial hate speech against People of African Descent Black people it is neutral in content,No,the author's motivation for writing the tweet cannot be determined as hateful or racist there is no context suggesting such intent,Non-hate
"Definitely not! I have the same thought, kind of 😁  I hope he's had a massive stroke, heart attack, embolism...but not that kills him. I'd like him alive but incapacitated so he'll be fully aware that it's his immigrant employees who REFUSE TO CLEAN HIS ASS!!",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses a specific individual and his immigrant employees without racial context,No,the author's motivation does not appear to be hateful or racist it seems to express frustration towards a specific person's treatment of employees rather than a broader racial animus,Non-hate
Let’s Put This Lil Corny Bitch In A Hole And Throw Cheetos At Her,No,this tweet does not contain any direct reference to race or People of African Descent,No,the author's motivation appears to be more about personal insult rather than a racial context,Hate
@user All dirty vote bank politics. AAP rule has made Delhi to look like a big slum.Illegal migrants in Delhi have increased 3 time in AAP 3Y rule,No,this tweet does not explicitly target People of African Descent and focuses on political issues related to migration and governance,No,the author's motivation appears to be political critique rather than expressing hate or racism,Hate
When you find a bag of drugs on the ground,No,"the tweet does not contain any racial hate speech against People of African Descent Black people it is a neutral statement about finding drugs,",No,the author's motivation for writing the tweet cannot be determined as hateful or racist it does not express any discriminatory intent or sentiment,Non-hate
I'm only fuckin doctors and lawyers from now on. At least if they go nuts I know they have somethin to lose unlike these sluts workin retail,No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on a generalization about professions and does not mention race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses a personal preference rather than targeting a specific racial group,Hate
"WAKE UP TEXAS!!!INSANE: @user Candidates in #Texas Push To ""Decriminalize"" Illegally Crossing The Border#BuildThatWall #NoToBeto #NeverBeto#MAGA#KAG#WWG1WGA via @user",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration issues and does not target any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems focused on political opinion regarding border control and immigration policy,Hate
"To push it aside if you need too. And I know, not all men. But that doesn’t matter. Y’all know what I mean.",No,this tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation appears to be to express a sentiment that is not clearly hateful or racist,Non-hate
Next...working from whore houses ....coding with bitches for future augmented reality sex apps,No,this tweet does not explicitly contain racial hate speech against People of African Descent Black people it uses derogatory terms but does not target a specific racial group,No,the author's motivation does not appear to be hateful or racist it seems to focus on a general negative portrayal of certain professions rather than a specific race,Hate
"Say you gon ride, bitch ride",No,this tweet does not contain any explicit racial hate speech against Black people it seems to be a general statement without racial context,No,there is no clear indication that the author's motivation is hateful or racist it appears to be more about a personal or emotional expression,Hate
"@user why do women have holes? To fill, duhh!",No,this tweet does not contain racial hate speech against People of African Descent Black people it is focused on a comment about women and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a misguided attempt at humor rather than a statement targeting a racial group,Hate
@user Or you were just being a hoe and hurt it slut droppin on ya girl at the club xx,No,the tweet does not contain racial hate speech against People of African Descent Black people it uses derogatory language but does not target a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration or disapproval towards a specific individual's behavior,Hate
Why can't girls just tells us how they feel? It'll save us guys so much time and effort #WomenSuck,No,this tweet does not contain racial hate speech against People of African Descent Black people it is directed at women in general and does not mention race or ethnicity,No,the author's motivation for writing the tweet appears to be frustration with communication issues between genders rather than a hateful or racist intent,Hate
When your girlfriend gets a new hair cut,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate
ME : WANNA STUDY CHAROT PHONE : NO LIZA ME :HEY SKANK YOU KNOW NOTHING ABOUT ME AND MY FAMILY'S STORY YOU'RE PATHETIC INSECURE LOSER,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people it focuses on a personal insult rather than race,No,the author's motivation appears to stem from a personal conflict rather than a broader hateful or racist agenda,Non-hate
"@user Join us over on please Sir, let us get away from the censorship of the present Big Tech companies, help conservatives get rid of them for good @user @user #BuildTheWall #LockThemUp #BoycottNFL #BoycottNike #EndDACA now",No,the tweet does not contain explicit racial hate speech against Black people it focuses on political issues related to censorship and conservative viewpoints,No,the author's motivation appears to be political activism rather than expressing hate or racism,Hate
Suck a whore you slut,No,the tweet does not contain racial hate speech against People of African Descent Black people it is directed at an individual without racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express anger towards a specific person rather than a group based on race,Hate
"@user 'a cold, conniving bitch' and a lesbian... sorta explains why married women voted AGAINST YOU... SCHADENFREUDE reigns",No,the tweet does not specifically target People of African Descent or use racial slurs,No,the author's motivation appears to be expressing disdain rather than hate or racism,Hate
#2baba #with refugees in company of deputy Representative Brigitte Eno Mukanga appeals for IDP support in Nigeria,No,the tweet does not contain any racial hate speech against People of African Descent as it discusses support for refugees and IDPs without any derogatory language or reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on humanitarian support and assistance rather than promoting hate or discrimination,Non-hate
Trump proposal would limit citizenship for legal immigrants on welfare-good it's abt time -76% of immigrants coming to US never get off welfare.  Welfare was not meant for a permanent means of income-,No,the tweet does not contain racial hate speech against People of African Descent Black people as it discusses immigration and welfare without mentioning race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a policy issue rather than targeting a specific racial group,Hate
"Where are they hoping to go? 'We will stay here until we can get to Britain,' I was told. 'In London they will give you a home; here, they just let you sleep in a park. I will make friends there and find a girlfriend.' via @user",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses immigration and living conditions without targeting any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be an observation about people's hopes and experiences,Non-hate
Italian bishops champion ‘˜voiceless’ migrants,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation is not hateful or racist as it discusses support for migrants without targeting any specific racial group,Non-hate
"So the UK has agreed only to resettle Muslims from Syria, not Christians.   Who is making these decisions?   Maybe I'm cynical but who or what is influencing or incentivising these policies?  Notice how little protest has been made by the 'refugees are welcome' brigade",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses Muslims and Christians in the context of resettlement policies rather than race,Yes,the author's motivation for writing the tweet appears to be critical of immigration policies and questioning the influences behind them rather than being hateful or racist,Non-hate
Video: Spanish Coastguard rescue 135 migrants in Gibraltar strait,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a rescue operation involving migrants without any derogatory language or racial implications,No,the author's motivation for writing the tweet does not appear to be hateful or racist the content is neutral and focuses on a humanitarian action,Non-hate
"@user This from the guy who bragged about grabbing you women by the PUSSY!!!STFU you Fat Bloated Lying Piece of SHIT!You shouldn't have been elected b/c of your speech as well as many more reasons, that your so-called CONSERVATIVE BIBKE BEATERS",No,the tweet does not specifically target People of African Descent or use racial slurs against them,No,the author's motivation appears to be a reaction against political views rather than a specific hatred or racism,Non-hate
"@user you stupid cunt bitch! All women aren’t stupid, but all women who think like you are!!!!! Whore!",No,the tweet does not contain racial hate speech against People of African Descent Black people because it targets women in general and does not reference race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist because it expresses anger towards a specific individual rather than a racial group,Hate
When you forget to finish contouring,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
"As Court Backlog Grows, Immigrant Children Stuck In A Holding Pattern | WFAE   Pass the Fair Day for Kids in Court Act!",No,This tweet does not contain any racial hate speech against People of African Descent as it discusses immigrant children without any reference to race or ethnicity,No,The author's motivation appears to be focused on advocating for children's rights and improving court processes without any indication of hate or racism,Non-hate
@user @user should be gone from your lineup Black women are targets of hate & he proved by calling her a whore. Disgusted.,Yes,Black women are targeted by hate speech and the tweet explicitly condemns that behavior,Yes,The author is expressing disgust at the hate directed towards Black women which indicates a protective motivation rather than a hateful one,Non-hate
"@user Please, men, do not wink at women in the workplace. Don't harass, catcall, grope, rape either.",No,this tweet does not contain racial hate speech against People of African Descent Black people because it addresses inappropriate behavior towards women in general without any racial context,No,the author's motivation for writing the tweet is not hateful or racist because it promotes respectful behavior and safety for women rather than targeting any specific racial group,Non-hate
Palestinian teen protest icon released from Israeli prison,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses a political situation without targeting any racial group,Non-hate
@user You're a fucking skank!,No,the tweet does not contain any explicit reference to race or people of African descent,No,the author's motivation appears to be general insult rather than specifically hateful or racist towards any racial group,Hate
Abolish these #Democats Keep ICE Not 1 More Illegal in the U.S!#BlackTwitter #WakeUpAmerica #Immigration #BlackTwitter #Democrats4Trump #BlacksForTrump  #FamiliesBelongTogetherMarch is Anti American Pro Open Borders and Illegals,No,the tweet does not explicitly contain racial hate speech against Black people it focuses on immigration and political issues without derogatory language towards a racial group,No,the author's motivation appears to be political rather than hateful or racist as they are expressing a stance on immigration policy and political affiliations,Hate
Can this stupid bitch hurry TF up I'm trying to take my cousin to the park,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as it expresses frustration without targeting a specific racial group,Hate
@user the media show is hysterical. Journalist ' Women can be predators too' Presenter - 'isn't that blaming the victim?' Emmmmmmm no,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any manner,No,the author's motivation for writing the tweet is not hateful or racist as it appears to be a critique of media representation rather than an attack on a specific racial group,Non-hate
Getting my monster prolapsed cunt totally fucking destroyed by the one and only VERSFFLA ❤️ my hole is so fucked up…,No,this tweet does not contain any racial hate speech against People of African Descent Black people it focuses on personal and sexual content rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a personal experience or preference without targeting any racial group,Non-hate
#refugees not welcome in #Australia,No,this tweet does not specifically target People of African Descent or any racial group,Yes,the author's motivation seems to express a negative sentiment towards refugees which could be interpreted as discriminatory but it is not explicitly hateful or racist towards a specific racial group,Hate
Don't mess with these migrant dads #SkimmLife via @user,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be protective or supportive rather than hateful or racist,Non-hate
If you feel like we have to talk everyday for us to be friends then bitch bye ✌🏽,No,"this tweet does not contain any racial hate speech against People of African Descent Black people it appears to be a personal statement about friendship rather than an expression of hate,",No,the author's motivation for writing the tweet does not seem hateful or racist it reflects a boundary-setting sentiment rather than an attack on any racial group,Hate
This is a seriously good idea.,No,the tweet does not contain any language that targets or demeans People of African Descent,No,the author's motivation cannot be determined as hateful or racist because the tweet is neutral and lacks context,Non-hate
Here we go again. A population of trapped refugees under attack by the state that exiled them.,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity,Yes,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses concern for a group of refugees without derogatory language,Non-hate
"#Sext from #Daddy: 'My little toy. Which hole shall I stuff, slut?' Be right back, just being carried away in a tsunami of cunt juice. 🌊",No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on sexual content rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be intended for shock value or humor rather than targeting a specific racial group,Non-hate
#WhenIWentToTheMallI called @user to report every #IllegalAlien I saw and forwarded their photos and vehicle license plate information for arrest and deportation!#MakeAmericaSafeAgain#MAGA #WalkAway #WompWomp #BuildTheWall #DeportThemAll #DefundSanctuaryCities #EndDACA,No,this tweet does not specifically target People of African Descent and focuses on immigration issues rather than race,No,the motivation appears to be political rather than racially motivated,Hate
@user Pl don't wait for SC intervention.All 126.90Crs Indians r with u. Pl deport all Rohingyas&amp;other illegal migrants.Big threat,No,the tweet does not specifically target People of African Descent or include language that constitutes racial hate speech against them,No,the author's motivation appears to be focused on a political stance regarding immigration rather than expressing hatred or racism towards a specific racial group,Hate
@user @user @user How do you know baby boy. Baby ho gya kya,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
"WILL SLOVENIA join Hungary, Poland, Czech Republic, Slovakia, &amp; Austria in electing a right wing, anti-Muslim immigration government? via @user     Better late then never...",No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses political alignment without targeting a specific racial group,Non-hate
"For that dumb ass pussy that thought he could step to me, 1004 Franklin Ave, anytime you wanna get it bitch",No,this tweet does not contain any specific references to race or ethnicity,Yes,the author's motivation appears to be aggressive and confrontational rather than explicitly hateful or racist,Hate
"racist ,racism , biased , if we suddenly stopped the uk Commonwealth and EU migration you would get your betraying so make up ur mind nowpls",No,the tweet does not explicitly target People of African Descent or contain language that is racially hateful,No,the motivation appears to be focused on migration policy rather than expressing hate or racism,Hate
Talent- Knowing when to stroll away and not look back,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate
I'm sorry but you damn hoe and you don't even know it 🤦🏾‍♂️,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the language used is not directed at a specific racial group,Hate
@user @user @user Hmmm....do women like to be stuffed in every hole and paid ... ?😕,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a general comment about women rather than targeting a specific racial group,Hate
"Let's see:  1 Million ""refugees"" (who will never go home) times 15 ""relatives"" each...  16 million more welfare cases in Germany!   #MerkelKinder  #Apocalypse",No,the tweet does not specifically target People of African Descent it discusses refugees in general without racial specifics,No,the author's motivation seems to be a critique of immigration policy rather than expressing hatred or racism,Non-hate
If they find this pos bring him back only if he gets the death penalty. We don't need this human garbage sitting in our jails. #ItEndsNow #BuildThatWall,No,this tweet does not specifically target People of African Descent and is more about a general sentiment towards a person or group,No,the author's motivation appears to be more about punishment and justice rather than expressing hate or racism towards a specific racial group,Hate
#BuildThatWall #IllegalImmigration get these people the hell out of our country,Yes,the phrase get these people the hell out of our country implies a negative sentiment towards a specific group often associated with immigration issues which can include racial undertones,Yes,the use of the hashtag #IllegalImmigration suggests a motivation that is based on a discriminatory view towards immigrants which can be racially charged,Hate
"Pathetic #UsefulIdiot lauded as a ""hero"" for defending a criminal #FakeRefugee (possible #Rapefugee) is nothing but a stuck up, ignorant, self aggrandizing #Baizuo. Her #WhiteSaviourComplex is dripping with smug superiority &amp; inherently racist itself. This is the face of a retard",Yes,the tweet uses derogatory language and stereotypes that target a specific group of people based on their race and immigration status,Yes,the author's motivation appears to be hateful as they express contempt and use slurs to demean individuals based on their perceived identity,Non-hate
Are you a Pacific student wondering what it’d be like to work in policy? Head along to the roadshow and apply for the internship. Wish this kind of thing existed when I was a student.,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet appears to be informative and supportive rather than hateful or racist,Non-hate
Child care worker charged with sexually assaulting eight children at Southwest Key immigration shelter,No,this tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet is not hateful or racist as it reports on a legal charge without expressing personal views or biases,Non-hate
“ go talk to your side hoes “ first of all you are the side ho 😂😂😂,No,this tweet does not contain racial hate speech against People of African Descent Black people it appears to be a personal insult directed at an individual rather than a racial statement,No,the author's motivation for writing the tweet does not seem hateful or racist it seems to be aimed at mocking someone in a humorous context rather than expressing racial animosity,Non-hate
Lets go down the Slate rabbit hole: Christina Cauterucci is a woman who seems to think men FALSELY accused of rape…,No,the tweet does not contain any language that targets or demeans People of African Descent,No,the author's motivation appears to be a critique of a specific individual's views rather than an expression of hate or racism,Non-hate
"To the woman in a car, honking at me for two blocks on Bank: you looked hysterical and idiotic, and I was getting a nice workout. So there.",No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express frustration with a specific individual's behavior rather than targeting a racial group,Hate
THERE ARE WOMEN MAKING BURRITOS AT THE JACKSONVILLE CHIPOLTLE!! DO NOT EAT THERE!! #womencantmakeburritos #sheforgottheguacamole #badburri!!,No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on women and their ability to make burritos,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration with a specific situation rather than targeting a racial group,Hate
"WOW! Look at the turnout for a bleeding heart protest in Rockland, Maine against a training session led by a state legislator known for his anti-Muslim migration views via @user  Useful fool update...",No,the tweet does not contain any direct racial hate speech against People of African Descent Black people,No,the author's motivation appears to be critical of a protest rather than expressing hate or racism,Non-hate
"Netherlands: 1,400 girls per year become sex slaves to ‘˜migrant background’ men | Cape Fear Caller via @user",Yes,"the tweet implies a connection between migrant background men and sex slavery which can perpetuate harmful stereotypes against people of African descent and others,",Yes,the author's choice of words suggests a negative portrayal of a specific group which indicates a potentially hateful or racist motivation,Non-hate
Fundraising eventsIt is very disturbing and wrong to spread rumours about fundraising events organized for...,No,the tweet does not contain any racial hate speech against People of African Descent Black people because it does not mention race or ethnicity in any context,No,the author's motivation for writing the tweet is not hateful or racist because it appears to address concerns about rumors without any indication of prejudice or animosity,Non-hate
