Tweet,Sentiment,Sentiment Score,Original Label
Dems objected to the violent illegal alien deportation bill.Anyone surprised?#MAGA#nosanctuarybrewster #BuildtheWall#NoDACA,Negative,-0.8176,Hate
What does a woman and a tampon have in common? They're both stuck up bitches,Negative,-0.7096,Hate
why do people get so offended that not all men have a penis and not all women have a vagina?,Negative,-0.3851,Non-hate
"A woman decided to start a 'not all men' type situation, and I'm like...",Positive,0.3612,Non-hate
@user Can't even give that rag away. A waste of paper. #MAGA #NATIONALISM #AMERICA #RIGHTWING #BUILDTHATWALL #JOINTHENRA,Negative,-0.4215,Hate
Life Hack- If your dick game is strong you can get away with anything,Neutral,0.0,Non-hate
"Apparently I'm too negative. Well fuck you, suck my dick, faggots. How's that for fucking negative, you bitch ass cunts? Fuck you",Negative,-0.9886,Non-hate
Agreed. I think Cory is the most Hysterical Woman there. Am I wrong?,Negative,-0.3384,Non-hate
"""Italy denies our right to worship Islam"" - Muslim migrants complain about the life in Italy - Free Speech Time - @user",Positive,0.0516,Hate
"NEW INVESTIGATION: Over the course of three weeks, a major U.S. defense contractor detained dozens of immigrant children inside a vacant Phoenix office building with no kitchen and only a few toilets. …",Negative,-0.4804,Non-hate
"I'll never understand super chauvinistic or super feminist groups... not all men are bad, not all women are bad. #AHSCult",Negative,-0.7388,Non-hate
"If we're going to have sex or have had sex, please don't snap me pics of your face swapped with a man... I can't handle that thought process",Positive,0.3182,Non-hate
"This exhibition is much more than just an aesthetic coup for @user  It’s also a ringing riposte to wall-builders, border-closers and anti-immigrant rhetoric.",Neutral,0.0,Non-hate
Watching the ALCS from my mom's basement is truly a pleasure. Crawl back into your hole weak ass bitch,Negative,-0.5574,Hate
Why do y’all blame the woman for what she wears when it comes to rape? That shit is WRONG.,Negative,-0.9386,Non-hate
"""Statue of Liberty""  @user Start Mass Deportations ! Poll - Majority of White, Black, and Hispanic Americans: U.S. Needs Stricter Immigration Enforcement | Happy4th #Trump #MAGA #SendThemBack via @user",Positive,0.5707,Hate
"@user so women should be seen and not heard, stay in the kitchen and cook dinner while pregnant? #SCOTUSKavanaugh",Neutral,0.0,Non-hate
"DUMB CUNT OMM, JUST KNOW IM COMIN FOR YOU HOE",Negative,-0.7579,Hate
"When you and your friends are discussing Instagram's great purge of 2016, wondering who's gonna be next",Positive,0.802,Non-hate
Great work by IRIN encouraging UN @user to investigate the exact level of corruption in its refugee resettlement program out of Sudan,Positive,0.8176,Non-hate
@user Ok if you fucking said leave block me. But dm me first I'm gonna kick your ass. Shut the fuck up you,Negative,-0.9046,Hate
Doctors created vibrators after growing tired of masturbating 'hysterical' women,Negative,-0.0772,Hate
People- why are you so fucking mean Me-,Neutral,0.0,Non-hate
They are EVERWHERE #BuildThatWall,Neutral,0.0,Hate
'Where do you see yourself in 5 years?' Me-,Neutral,0.0,Non-hate
@user PS - take off that picture-any picture of you makes me want to puke! Any women that would side with Trump is not for any woman or their rights that they should have. You are just another lying Skank GOP white piece of trash! Your commerci,Negative,-0.7955,Hate
"yet another reminder that sexism is alive and well everywhere i am, & any woman who stands up for herself is automatically a bitch or a cunt",Negative,-0.5106,Non-hate
@user @user Bitch please. You're nothing more than Putin's whore,Negative,-0.7943,Non-hate
@user @user @user My nan was a cunt and nobody liked her. One woman cried at her funeral an…,Negative,-0.6705,Hate
When she tells you she's allergic to latex,Negative,-0.296,Non-hate
Syrian migrant arrested for raping 13-year-old Swedish girl,Negative,-0.836,Hate
"There's not a woman on here impressed by your dick-pic-as-profile-pic, guys. We get that youre proud of it but that's not sexy. Put it away.",Negative,-0.1441,Non-hate
@user Are you actually advocating making up claims of rape for personal gain??? That’s pretty vile (@lilyallen),Negative,-0.5775,Hate
When you're flexin on these bitches,Negative,-0.5994,Non-hate
When your girls actin a fool so you let your side bitch listen,Negative,-0.7717,Hate
There is change in the air. Mainstrem media is even calling violent Iraqi by his immigration status ... REFUGEE!,Negative,-0.636,Non-hate
RT @user #yesallmen followed you,Neutral,0.0,Non-hate
"But a small state, low welfare, controlled immigration, right leaning free market capitalist Scotland OUT the EU, with a pro-UK trade &amp; shared national security approach WOULD appeal to me. But thats not, has not &amp; will NEVER be on the table.So it's a resounding NAW for now.",Positive,0.8402,Non-hate
"@user pre-Roe/Wade, women died. Hysterical women? Remember #womenvote",Negative,-0.5719,Non-hate
MaÅ¾ou informace o migrantech! udeÅ™il Viktor OrbÃ¡n. A pÅ™itvrdil akce proti Sorosovi,Neutral,0.0,Non-hate
"bitch bitch dont be mad, you better be glad kus this the best piece of pussy that ya man ever had 🤸🏽‍♂️",Positive,0.6283,Hate
Stories of #refugees who succeeded against all odds  via @user #WithRefugees @user @user @user @user @user @user @user,Positive,0.4215,Non-hate
"Govt must initiate concrete steps to stop Polygamy,disincentive families with more than 2-3 kids thru withdrawal of all sops,no Govt jobs,higher Taxation etc.Must stop influx of illegal Muslim migrants",Negative,-0.7845,Non-hate
@user Will islam ever be at peace with its self as it goes to war with itself no wonder Uk people do not accept its refugees,Negative,-0.5837,Hate
@user @user @user hoe you dont even know??Tragique....add me back,Neutral,0.0,Non-hate
If this hypothetical woman exists: shame on her. Real rape victims might say: FUCK YOU AND YOUR FALSE NARRATIVE.,Negative,-0.9364,Hate
"I don't know why women wear watches, there's a perfectly good clock on the stove. #WomenSuck",Positive,0.7964,Hate
What in the fuck is an #oomf? Well if it refers to women it sucks!,Negative,-0.636,Non-hate
"If we text and I have a pic of your pussy, that's your profile pic in my phone.",Neutral,0.0,Hate
When bae gives you a warm welcome home,Positive,0.5994,Non-hate
A great teach-in from @user who shared techniques of community resistance with us all in ESOL tonight. Thank you! Remember you have the right to film any public officer— that includes police and immigration officers.,Positive,0.8516,Non-hate
The first time you sleep with a dude with a big dick... And again after he cuts you off,Negative,-0.6705,Non-hate
Imagine that!,Neutral,0.0,Non-hate
i'm finna block this hoe cus bitch u weird fr.,Negative,-0.8126,Hate
@user lol plot twist ..what if your girl is secretly a hoe 🤷🏽‍♂🤷🏽‍♂,Positive,0.4215,Hate
@user I was so adamant that a timid Surgeon could never rape a woman why would he? I know it’s fiction but peo…,Positive,0.2189,Non-hate
Tune in to @user at this morning to hear from @user Victoria Crouse on her report on #immigrant #SmallBusiness owners. @user  Listen here at 11:24:,Neutral,0.0,Non-hate
VP Pence has not been against the refugee program when he was a governor.,Neutral,0.0,Non-hate
A 17 year old girl gets raped 3 times in one walk home by 5-6 different men and people will still claim rape cases are outliers?,Negative,-0.8834,Non-hate
"An #HIV -positive man, who was a youth worker responsible for caring for immigrant children in Phoenix , was charged with sexually abusing at least eight teenage boys detained over a one-year period between 2016 and 2017. #FamiliesBelongTogether",Positive,0.3818,Non-hate
"@user To me Any girl messaging and calling , initially i was like 'chalo koi to bhaw de rahi' then bitch was selling pyramid scheme 🙄",Negative,-0.3182,Hate
Cant believe they hired a WOMAN and NOT ME!!!! I guess McDOnalds #hatesmen? #mickyDhasnoD #fuckyouRonald..,Neutral,0.0,Hate
working hardðŸ‘‰ Migrant Influx #Greece Up 122%ðŸ‘‰Mayhem n Balkans CE.Instead of being sent back to Turks they roam Europe.#Merkel says send migrants to Greece but Greeks then demand thatðŸ‡©ðŸ‡ªaccepts migrants from Greece for “family reunification”.ðŸ”„,Negative,-0.1901,Non-hate
"@user Stop Using MLK to Support Illegal Aliens Who Kill Bladks, Take Jobs From Blacks and Destroy the Black Community  MLK did not Support Illegal #Immigration BLACK TRUMP SUPPORTER DROPS THE MIC, ""SANCTUARY CITIES ARE RACIST!""",Negative,-0.9303,Hate
#OpenBorders #Immigration #MS13  #ChildTrafficking  #DrugCartelsWhat the left wants is OPEN BORDERS.  What will that bring the United States?  - High crime- Low wages- An overburdened...,Negative,-0.4215,Hate
@user Stupid bitch. Only speaks up when it fits her narrative. Yet she supported Harvey and the serial rapist bill Clinton,Negative,-0.8957,Hate
Immigration policies around the world need to be redone....,Neutral,0.0,Non-hate
@user Girl the hoe is dumb.,Negative,-0.5106,Hate
@user @user She just keeps digging that “women are stupid if they didn’t vote for me” hole deeper and deeper.,Negative,-0.5267,Hate
"@user @user @user @user @user @user Black Trump Supporter ""Black Community has been destroyed by RACIST ILLEGAL immigration #BuildtheWall #DeportThemAll  #Trump2020 via @user",Negative,-0.9035,Hate
Hoe you watching I suggest you keep watching. 😉 When a bitch ain't seen none yet 😝,Negative,-0.5859,Hate
"as the immigrant numbers swell and breed, the UK is being prepared for racial and cultural replacement across the islands.",Positive,0.2263,Non-hate
Germany tells Italy it will take 50 migrants from Frontex ships,Neutral,0.0,Non-hate
"@user Ok people say Em aint good anymore, yet this shit gets a pass? So much content in this..youre such a fucking hoe, I love it...suck my dick bitch wow...groundbreaking material looking like Roblox characters #pass",Negative,-0.68,Hate
"Women are bitches. 1 time, this bitch in BAL asked me to fill in on higher bracket tennis league...I did & won, but hadn't ""registered"" ...",Negative,-0.431,Hate
"'A girl can only be a slut, a bitch, a tease, or the virgin next door.' #QOTD #Horror",Negative,-0.9274,Hate
@user Lmfao weaaak. Coming from the bitch that ain't got pictures. Go back to your hole 🙄,Negative,-0.0772,Hate
"Same cycle 'I'm so miserable now that she's gone' then 'she treated me like grabage, stupid skank' then 'I'm over it now' then repeat",Negative,-0.7198,Non-hate
"@user #1 illegal aliens, millions of EWI people robbing, maiming, killing our citizens, taking our jobs, fleecing our taxpayers.#votered@realDonaldTrump @user @user @user #AmericaisforAmericans#legalvettedimmigrationonly#boycottvicela",Negative,-0.8402,Hate
By their actions you shall know them: #MaxMosley,Neutral,0.0,Non-hate
@user @user @user @user Cunt your 16 dont act like you arnt lol go to bed before i knock your block off,Negative,-0.6608,Non-hate
Today in Tallin: Puppets of the financial establishment dream from a new Europe with many slaves. Macron a wordmouth and Kern a refugeelover,Positive,0.25,Hate
@user @user You can have a decent society that works properly or you can have scores of illegal immigrants; you can NOT afford both. Plain and simple. ðŸ‡¨ðŸ‡¦ðŸ‘µ,Negative,-0.5574,Hate
99% of women in the olympics look like beefy dikes,Positive,0.3612,Hate
"#Immigration #STOPimmigration #Overpopulation #TurnbullGasToGo No Turnbull, after destroying Australians culture, identity and living standards, the people will NOT allow your INSANE immigration policy to continue, STOP IT NOW OR THE PEOPLE WILL STOP YOU !",Negative,-0.8697,Hate
Immigrant Parents Are Being Charged Up to $8/Minute to Call the Children They're Separated From #care2,Negative,-0.2023,Non-hate
Riding ur shithole like a whore fucker. Conquering ur hole fucking u boipussy in all position & mak u get facial wi…,Negative,-0.7964,Hate
You wore the yoga pants on purpose! You know us guys are gonna stair so stop getting all pissy! #WomenSuck,Negative,-0.5346,Hate
Good morning sweet peeps! Woke up to see that Gini blocked me! Her lost the stupid bitch! Have a good day all! I know I will! 🤗😘💕🌠💖,Positive,0.94,Hate
@user @user Do you live in a hole? Or Crazy Bot? Trump has Never had a MASTER PLAN &; ONLY CARES ABOUT TRUMP! Stay in your hole &; keep to yourself! BOT!!,Positive,0.5942,Non-hate
NBC Rachel Maddcow not concerned about Rape &; Sexual abuse of women occupying Hollywood Harvey? Straight women don't count I guess,Positive,0.1124,Non-hate
"Germany: Later, in 2002 Merkel criticises the then govt for not having a migration limit, [...] She says: “Before we have any new migration we have to first improve the integration of foreign children living in with us.”",Positive,0.1531,Non-hate
It's 2018 but *some* Malaysians still look at his Chinese &amp; Indian friends as immigrant. I can't fanthom that really.,Positive,0.631,Non-hate
"Strange bed partners?  Immigrant fire fighters tackle the Carr fire in a county that voted to become a ""NON sanctuary zone""...  Here's the article by LA Times:  xhttp://www.latimes.com/local/lanow/la-me-immigrant-firefighters-20180801-story.html",Negative,-0.7003,Non-hate
@user I can assure you (someone very close to me worked with her for years) she is an absolute cunt.,Negative,-0.2023,Hate
"Don't tug on my dick unless you plan on sucking it.... In other words, flirting is not acceptable!",Negative,-0.5795,Hate
Im so sick of this hoe speaking on me bitch you dont know SHIT STFU,Negative,-0.6029,Hate
"Narcissus was an attention whore, an asshole, a snitch, and just a complete fucking cunt in general. I'm kinda glad he isn't coming back.",Negative,-0.7258,Non-hate
"lol, chop her head off and rape the bitch",Negative,-0.7717,Hate
@user I think his cowardice is showing again. #QAnon #Spygate #DeclassifyFISA #StopTheInvasion #BuildTheWall,Neutral,0.0,Non-hate
From an immigration lawyer.  Truth.,Positive,0.3182,Non-hate
@user Hollywood is complicit in the rape and sexual assault of women for over 20 years.,Negative,-0.8591,Non-hate
@user @user I'm pre-empting you telling me it has a hole punch and post it notes. That has been filed in my short term memory (not shiny gold ipad book),Neutral,0.0,Non-hate
Romanian migrants can make a difference back home,Neutral,0.0,Hate
"BOOM!  SCOTUS  Rules  the chief executive, acting on his own, has the power to target foreign nations and block their citizens from entering this country"" Immigration to the U.S is not a Right #Trump #MAGA #RedNationRisinghttps://t.co/092tXMPuVw",Negative,-0.4926,Hate
She came to the U.S Illegally then was arrested as an accessory to her husband’s marijuana growing operation  - Drug Dealer Should have been Deported ASAP #FakeNews #Immigration,Negative,-0.34,Hate
Yes @user would be great to have a chance to chat and tell you more about @user focus on the positive economic contributions of immigrants  @user @user,Positive,0.9081,Non-hate
@user So you kind of contradict yourself because one post says people call you all slut or a whore but on a…,Negative,-0.7047,Non-hate
@user You left out the 35million illegals that want to be American otherwise y would they invade our country#BuildThatWall,Positive,0.0772,Hate
"Cis white man, a huge 'advocate' for women's rights when it gives them an excuse to be racist, urges you it's 'not all men !!' #Weinstein",Negative,-0.4559,Non-hate
@user These women just whore themselves out.,Negative,-0.6486,Hate
"NEXT TIME I SEE A WOMAN IN PUBLIC TRYING TO 'GO ABOUT HER DAY' I'll remind her that without men, this society would just be a bunch of WOM",Neutral,0.0,Hate
"@user @user Really? Some cunt that has Oasis lyrics in her bio is gonna tell me something? Stfu bitch, this cunt is crazy.",Negative,-0.9299,Hate
@user @user Hopefully they will not find them - futurerefugees will hear that and dont come to USA.,Positive,0.4019,Hate
"@user The Judge will be overturned, the President has control over immigration not the courts. #NODACA #SENDTHEMHOME",Neutral,0.0,Hate
@user Also cunt hole is redundant,Negative,-0.4939,Non-hate
If you're going to play on your God damn son of a bitch phone at a red light you better expect to be honked at dumb cunt. Kike.,Negative,-0.765,Non-hate
People that know I'm blacked out drunk and still continue to text me are the real MVP,Negative,-0.34,Non-hate
Europe just proved Trump right about refugees - Europe Builds Walls on the borders - Free Speech Time - @user,Positive,0.5106,Non-hate
@user @user @user @user You're a SKANK .....Leave our house and country. Take your corrupt parents with you. You're all cheap white trash!!!,Negative,-0.2677,Hate
When he promised you 'the time of your almost over life' but the Viagra isn't working,Positive,0.1901,Non-hate
RT @user Men are smarter than women that's why women always get played by men. #Truth,Positive,0.7717,Hate
"Some women are mad arrogant, man. How much of a douche would I sound like if I went around saying “You just talked yourself out some dick”",Negative,-0.7506,Hate
#YesAllWomenBelongInTheKitchen,Neutral,0.0,Hate
Poll: Overwhelming Support For President Trump ImmigrationÂ Positions‘¦.,Positive,0.4019,Non-hate
"'We women are so crazy and hysterical' I don't see women, cis or trans, killing people for the petteist shit becaus…",Negative,-0.9096,Non-hate
@user But those are illegal immigrants children Candace. They have more rights than our American children.#LiberalismIsAMentalDisorder #BuildThatWall #AmericaFirst,Negative,-0.7096,Hate
"So in other words, despite claiming their lives would be at risk if they were forced to return home, the government is paying them for a vacation to the very place they claim to be fleeing...",Negative,-0.6249,Non-hate
"They are coming.And just because they made it here to America they think they have rights.Deseased, uneducated and soon will be paid to be a loudmouth on the streets!#BuildThatWall #AmericaFirst",Neutral,0.0,Hate
@user I think all this Salem witch hunt -style pointing of fingers by hysterical women may come to a sudde…,Negative,-0.3818,Non-hate
Sweden: Four African migrants rape disabled woman vaginally and anally,Negative,-0.6908,Hate
Why we need to protect refugees from the ideas designed to save them,Positive,0.7003,Non-hate
I just want a bank account as strong as that chair,Positive,0.5574,Non-hate
Lots of events coming up next week. Sign up to take action!  On Aug 15th call Governor Wolf and demand he take action to protect immigrant families. Stop being complicit with Trump/ICE.   Governor Tom Wolf...,Negative,-0.1007,Non-hate
"Dem Party has gone insane. Their new position is that it's immoral to restrict any kind of immigration, from any country, in any amount, for any reason...",Negative,-0.6808,Non-hate
Sweden Inc. sounds alarm as election signals jobs clampdown on immigrants,Negative,-0.34,Non-hate
@user @user Not all men abuse women so why should you need to have more faith in men who have don…,Positive,0.7551,Non-hate
You first,Neutral,0.0,Non-hate
typical u find a nice woman and some dumb cunt tells her u will get more tips if u turn greys off,Negative,-0.5719,Non-hate
"@user Actually, that sign had been used as ok or cool long before retarded Democratic libtard globalist cunts like you started calling everything white Power and racism and being offended by everything, so go get fucked by a rapefugee you tranny",Negative,-0.9241,Hate
There are so many tribes and communities in NE that doesn’t even reach 5 lakhs in population. Think for those too. Stop supporting IMMIGRANTS. Take those 40 immigrants in your states if you care so much #NRCAssam  #NRCForSecureIndia,Positive,0.6124,Hate
Like the hoe went to Miami’s to be a hoe got sunt didnt get the money and wanted me to pay for her way back ?????? Bitch please,Negative,-0.3313,Hate
@user Lmao SKANK BITCH IM TELLIN MY MOMMA,Negative,-0.1613,Hate
@user @user You got clowned on @user you stupid old cunt!,Negative,-0.784,Non-hate
"@user There are some wins that will make u go hysterical. Some makes you happy but same time you are sad, beco…",Negative,-0.128,Non-hate
And In The End #Kalaignar Won! #Marina4Kalaignar 💪👊,Positive,0.6114,Non-hate
@user I hope that every woman you meet or speak w/ is secretly taping you. Rape culture can not be defended.,Negative,-0.4215,Non-hate
As an immigrant to this great Country I agree totally. It used to be 5 years and even that was not long enough. People need to really appreciate what they are been given.,Positive,0.8852,Non-hate
My shawty is a good girl not no freak hoe,Positive,0.2167,Non-hate
@user @user Woman she is a cunt,Negative,-0.4939,Hate
"I am a proud, Mexican immigrant. I love this country.   I've been told all my life I should be a democrat because I'm Mexican, an immigrant and a minority. That is absolute trash.   The democRats hate America and want to take away our rights given to us in the constitution.",Positive,0.5994,Non-hate
But bitch hey they look so good @user let me be your slut,Negative,-0.7421,Non-hate
"@user In addition to reporting hate crime, please report non-hate crimes, which can include illegally crossing the border, sex trafficking, and drug trafficking. Illegal immigration will not be tolerated in America. Report it and put a stop to it #Bui",Negative,-0.8934,Hate
"Orban in Brussels: European leaders are ignoring the will of the people, they do not want migrants",Negative,-0.4445,Non-hate
Migrants and refugees arrive in Spain:https://t.co/9e8D7yOTAS,Neutral,0.0,Non-hate
"@user @user okeyo, go rape your whore of a mother!",Negative,-0.8832,Hate
Fuck off you stupid cunt,Negative,-0.8779,Hate
I thought you had to fuck 20 different guys to be a hoe 🤔 so that explains why women fine someone better but still…,Neutral,0.0258,Hate
"@user #johnfkelly. I remember the golden woman years in the NJ State Police being callked a cunt for 20 years. Sacred,I think not",Negative,-0.4939,Non-hate
"@user @user @user Agree, @user plus all those “lightweights” leaders of CEE region that benefit when #Salvini, Kurz, Orban, #Visegrad challenge EU migration agenda must support himðŸ‘‰but often seem afraid to directly",Positive,0.8176,Non-hate
@user @user @user NO DACA #NODACA #NoDACA U admit DACA illegal WHY would GOP uphold illegal law? NO DACA That means NO laws should be followed BAD precedent to follow sorry for illegal children but they R illegal!,Negative,-0.9542,Hate
@user We need our ARMY down there to #StopTheInvasion!!!WHERE ARE THEY that is More Important than defending our national border against this constant onslaught of hostile foreign invaders?!!?!??!,Negative,-0.5625,Hate
@user im going to call you an old cunt everyday from today,Negative,-0.4939,Non-hate
ALSO PRETTY SURE YOU DON'T HAVE THE RIGHT TO BE A PSYCHOTIC CUNT TO YOUR EX WHEN YOU'RE THE TRIFLING ASS WHORE WHO CHEATED IN THE 1ST PLACE,Negative,-0.8689,Hate
Greece: Search and rescue operation for migrant boat,Positive,0.5106,Non-hate
"requires all adults entering illegally. to be criminally prosecuted. This change means that if a family is apprehended at the border,  the children cannot stay with their parents while they await trial because kids are only allowed in immigration detention centers not 2/4",Negative,-0.5719,Hate
#church #ministry United Methodists Dismiss Complaint Against Jeff Sessions Over Using Bible to Defend Family Separation #dailynews #trending,Positive,0.1531,Non-hate
There is a hidden fact in the migrants story we have our own waiting lists and no one including the churches held out the hands for them.,Negative,-0.296,Non-hate
"A welcomeorganisation in Paris finish their work, because to many refugees react with violence.",Negative,-0.6249,Non-hate
When all your friends are out hoe'in and you're stuck at home in a shitty relationship,Negative,-0.3612,Non-hate
Frontex reports the increase of refugees in the middlesea to enter Europe. Have the EU the will to stop this invasion and bring them back to their homelands ?,Neutral,0.0258,Hate
When there's no penalty for running a racist campaign the far right will continue to play a role in Canadian politics. John Tory should be ashamed for hiring someone who thrives on divisive politics.,Negative,-0.4973,Non-hate
No girl is even capable of developing morals until they get the slut fucked out of them. Welcome to my generation,Negative,-0.7003,Hate
"@user @user @user @user @user @user Well only 10% of Illegal Aliens work on farms the rest work in Service, Construction and Retail #jobs the same jobs Americans and Legal Immigrants do !  We wont miss not 1 Illeg",Negative,-0.2139,Non-hate
#Ethiopia #Tigray #EPRDF #TPLF #YPFDJ #refugees #Eritrea #ypfdj #OLF #Ethiopian proud to have come from tigray.,Positive,0.4767,Non-hate
More Than 130 Homes and 170 Square Miles Burned Due to Wildfire Allegedly Started by Illegal Alien  #Trump #MAGA #SendThemHome #RedNationRising via @user,Negative,-0.5574,Hate
"WATCH: British Tourist Slaps Immigration Officer Over $4,000 Fine",Positive,0.2023,Non-hate
@user Seems ISIS rape document is being followed by young male Arabs immigrants and others in Germany add France no respect no entry,Negative,-0.7481,Hate
"Never let a girl with unblended shadow, unlined lips, and a non-setting foundation w powder ass bitch tell u shit..have a good day y'all",Negative,-0.6597,Non-hate
shes a fucking bitch and has a drinking problem but that pussy good,Positive,0.1163,Hate
Canada has spent $166 million on economic migrants so farPeople entering from the US are in no danger and are not refugees. Canada is simply relieving the US of the burden.https://t.co/hP1cmCUCDW,Positive,0.6458,Non-hate
Good pussy never comes from a bad bitch... 😒,Negative,-0.6597,Hate
Tbh if you do something that will make me look dumb tonight I deserve it tbh I’ve been a asshole to you and I’ll just a dick 😔💔🙇🏽,Negative,-0.6369,Non-hate
@user We understand. They need to understand that men are born to be in control. Thanks for supporting our cause!,Positive,0.7263,Hate
"I called this guy a motherless bitch child 10 hours ago and he's still in my inbox blasting me. Lmao get over it, cunt. Fucking weak egos.",Negative,-0.7425,Non-hate
