Tweet,Sentiment,Sentiment Score,Original Label
fuckin not even a cup like fuckin negative d cup whore flat chested bitch,Negative,-0.8908,Hate
I lost several friends over openly supporting & voting for @user @user & one of the main reasons I voted for him was his promise to build a Border Wall & so help me if he doesnt Ill sit home in 2020! #BuildThatWall #BuildTheWallNow #BuildTheWall @user,Positive,0.9025,Hate
@user only when drunk or in bed... But I'm always drunk,Negative,-0.5859,Non-hate
for #Merkel Macron drops to RECORD LOWS.Macron-Merkel have lost much influence. Salvini not only ignored lectures from Macron bt mocked him.Hard reality: Now Salvini-Orban-Kurz &amp; #V4 controlling migration debate.#Visegrad @user @user,Negative,-0.3895,Non-hate
You don't go to parties with your significant other... You go to parties to try and get other peoples significant others #WomenSuck,Positive,0.4664,Hate
Harvey Weinstein: More women accuse Hollywood producer of rape,Negative,-0.7769,Non-hate
I gotta stop posting about not wearing condoms cause these bitches is startin to make me wear condoms,Negative,-0.7269,Hate
"Why would young fighting age men be the vast majority of the ones escaping a war &amp; not those who cannot fight like women, children, and the elderly?It's because the majority of the refugees are not actually refugees they are economic migrants trying to get into Europe....",Negative,-0.7291,Hate
Its the raggedy red state of Texas! Look at what they did to immigrant families.  The sexual abuse of immigrant children. Also in the red state of Arizona. No surprise they're engaging in voter suppression.,Negative,-0.6002,Non-hate
#Election Fraud #TrueTheVote #VoterID #IllegalImmigration #VoterFraudNo election fraud?   I don’t think so.  IF the left is so interested in TRUE elections then we should TRUE the vote.  Dead people...,Negative,-0.2684,Non-hate
"I agree with HuffPo: Reunite migrant kids with deported parents! Don't seperate,ship kid and parent back across the border same day !",Positive,0.4738,Non-hate
When you gotta hit the block at 8 but gotta chop a tree down at 6,Negative,-0.2382,Non-hate
"Whoever made these, ya moms a mf hoe bitch -.-",Negative,-0.5859,Hate
#Portugal's Vitorino elected #head of UN migration agency #IOM #UnitedStates #directorgeneral #President...,Neutral,0.0,Non-hate
@user I guess so... Oh well 😊,Positive,0.7964,Non-hate
"Definitely not! I have the same thought, kind of 😁  I hope he's had a massive stroke, heart attack, embolism...but not that kills him. I'd like him alive but incapacitated so he'll be fully aware that it's his immigrant employees who REFUSE TO CLEAN HIS ASS!!",Negative,-0.4589,Non-hate
Let’s Put This Lil Corny Bitch In A Hole And Throw Cheetos At Her,Negative,-0.5859,Hate
@user All dirty vote bank politics. AAP rule has made Delhi to look like a big slum.Illegal migrants in Delhi have increased 3 time in AAP 3Y rule,Positive,0.1779,Hate
When you find a bag of drugs on the ground,Neutral,0.0,Non-hate
I'm only fuckin doctors and lawyers from now on. At least if they go nuts I know they have somethin to lose unlike these sluts workin retail,Negative,-0.8271,Hate
"WAKE UP TEXAS!!!INSANE: @user Candidates in #Texas Push To ""Decriminalize"" Illegally Crossing The Border#BuildThatWall #NoToBeto #NeverBeto#MAGA#KAG#WWG1WGA via @user",Neutral,0.0,Hate
"To push it aside if you need too. And I know, not all men. But that doesn’t matter. Y’all know what I mean.",Neutral,0.0387,Non-hate
Next...working from whore houses ....coding with bitches for future augmented reality sex apps,Negative,-0.8481,Hate
"Say you gon ride, bitch ride",Negative,-0.5859,Hate
"@user why do women have holes? To fill, duhh!",Neutral,0.0,Hate
@user Or you were just being a hoe and hurt it slut droppin on ya girl at the club xx,Negative,-0.802,Hate
Why can't girls just tells us how they feel? It'll save us guys so much time and effort #WomenSuck,Positive,0.4939,Hate
When your girlfriend gets a new hair cut,Negative,-0.2732,Non-hate
ME : WANNA STUDY CHAROT PHONE : NO LIZA ME :HEY SKANK YOU KNOW NOTHING ABOUT ME AND MY FAMILY'S STORY YOU'RE PATHETIC INSECURE LOSER,Negative,-0.9435,Non-hate
"@user Join us over on please Sir, let us get away from the censorship of the present Big Tech companies, help conservatives get rid of them for good @user @user #BuildTheWall #LockThemUp #BoycottNFL #BoycottNike #EndDACA now",Positive,0.8442,Hate
Suck a whore you slut,Negative,-0.9001,Hate
"@user 'a cold, conniving bitch' and a lesbian... sorta explains why married women voted AGAINST YOU... SCHADENFREUDE reigns",Negative,-0.5859,Hate
#2baba #with refugees in company of deputy Representative Brigitte Eno Mukanga appeals for IDP support in Nigeria,Positive,0.4019,Non-hate
Trump proposal would limit citizenship for legal immigrants on welfare-good it's abt time -76% of immigrants coming to US never get off welfare.  Welfare was not meant for a permanent means of income-,Positive,0.128,Hate
"Where are they hoping to go? 'We will stay here until we can get to Britain,' I was told. 'In London they will give you a home; here, they just let you sleep in a park. I will make friends there and find a girlfriend.' via @user",Positive,0.7096,Non-hate
Italian bishops champion ‘˜voiceless’ migrants,Positive,0.5994,Non-hate
"So the UK has agreed only to resettle Muslims from Syria, not Christians.   Who is making these decisions?   Maybe I'm cynical but who or what is influencing or incentivising these policies?  Notice how little protest has been made by the 'refugees are welcome' brigade",Positive,0.4677,Non-hate
Video: Spanish Coastguard rescue 135 migrants in Gibraltar strait,Positive,0.5106,Non-hate
"@user This from the guy who bragged about grabbing you women by the PUSSY!!!STFU you Fat Bloated Lying Piece of SHIT!You shouldn't have been elected b/c of your speech as well as many more reasons, that your so-called CONSERVATIVE BIBKE BEATERS",Negative,-0.5374,Non-hate
"@user you stupid cunt bitch! All women aren’t stupid, but all women who think like you are!!!!! Whore!",Negative,-0.9147,Hate
When you forget to finish contouring,Negative,-0.2263,Non-hate
"As Court Backlog Grows, Immigrant Children Stuck In A Holding Pattern | WFAE   Pass the Fair Day for Kids in Court Act!",Positive,0.1511,Non-hate
@user @user should be gone from your lineup Black women are targets of hate & he proved by calling her a whore. Disgusted.,Negative,-0.9081,Non-hate
"@user Please, men, do not wink at women in the workplace. Don't harass, catcall, grope, rape either.",Negative,-0.1955,Non-hate
Palestinian teen protest icon released from Israeli prison,Negative,-0.6486,Non-hate
@user You're a fucking skank!,Neutral,0.0,Hate
Abolish these #Democats Keep ICE Not 1 More Illegal in the U.S!#BlackTwitter #WakeUpAmerica #Immigration #BlackTwitter #Democrats4Trump #BlacksForTrump  #FamiliesBelongTogetherMarch is Anti American Pro Open Borders and Illegals,Positive,0.2807,Hate
Can this stupid bitch hurry TF up I'm trying to take my cousin to the park,Negative,-0.802,Hate
@user the media show is hysterical. Journalist ' Women can be predators too' Presenter - 'isn't that blaming the victim?' Emmmmmmm no,Negative,-0.1955,Non-hate
Getting my monster prolapsed cunt totally fucking destroyed by the one and only VERSFFLA ❤️ my hole is so fucked up…,Negative,-0.9272,Non-hate
#refugees not welcome in #Australia,Negative,-0.357,Hate
Don't mess with these migrant dads #SkimmLife via @user,Positive,0.2755,Non-hate
If you feel like we have to talk everyday for us to be friends then bitch bye ✌🏽,Positive,0.6124,Hate
This is a seriously good idea.,Positive,0.296,Non-hate
Here we go again. A population of trapped refugees under attack by the state that exiled them.,Negative,-0.7579,Non-hate
"#Sext from #Daddy: 'My little toy. Which hole shall I stuff, slut?' Be right back, just being carried away in a tsunami of cunt juice. 🌊",Negative,-0.7906,Non-hate
#WhenIWentToTheMallI called @user to report every #IllegalAlien I saw and forwarded their photos and vehicle license plate information for arrest and deportation!#MakeAmericaSafeAgain#MAGA #WalkAway #WompWomp #BuildTheWall #DeportThemAll #DefundSanctuaryCities #EndDACA,Negative,-0.4003,Hate
@user Pl don't wait for SC intervention.All 126.90Crs Indians r with u. Pl deport all Rohingyas&amp;other illegal migrants.Big threat,Negative,-0.7906,Hate
@user @user @user How do you know baby boy. Baby ho gya kya,Neutral,0.0,Non-hate
"WILL SLOVENIA join Hungary, Poland, Czech Republic, Slovakia, &amp; Austria in electing a right wing, anti-Muslim immigration government? via @user     Better late then never...",Positive,0.6249,Non-hate
"For that dumb ass pussy that thought he could step to me, 1004 Franklin Ave, anytime you wanna get it bitch",Negative,-0.891,Hate
"racist ,racism , biased , if we suddenly stopped the uk Commonwealth and EU migration you would get your betraying so make up ur mind nowpls",Negative,-0.9393,Hate
Talent- Knowing when to stroll away and not look back,Positive,0.4215,Non-hate
I'm sorry but you damn hoe and you don't even know it 🤦🏾‍♂️,Negative,-0.5719,Hate
@user @user @user Hmmm....do women like to be stuffed in every hole and paid ... ?😕,Positive,0.0516,Hate
"Let's see:  1 Million ""refugees"" (who will never go home) times 15 ""relatives"" each...  16 million more welfare cases in Germany!   #MerkelKinder  #Apocalypse",Neutral,0.0,Non-hate
If they find this pos bring him back only if he gets the death penalty. We don't need this human garbage sitting in our jails. #ItEndsNow #BuildThatWall,Negative,-0.7845,Hate
#BuildThatWall #IllegalImmigration get these people the hell out of our country,Negative,-0.6808,Hate
"Pathetic #UsefulIdiot lauded as a ""hero"" for defending a criminal #FakeRefugee (possible #Rapefugee) is nothing but a stuck up, ignorant, self aggrandizing #Baizuo. Her #WhiteSaviourComplex is dripping with smug superiority &amp; inherently racist itself. This is the face of a retard",Negative,-0.8621,Non-hate
Are you a Pacific student wondering what it’d be like to work in policy? Head along to the roadshow and apply for the internship. Wish this kind of thing existed when I was a student.,Positive,0.6369,Non-hate
Child care worker charged with sexually assaulting eight children at Southwest Key immigration shelter,Negative,-0.2263,Non-hate
“ go talk to your side hoes “ first of all you are the side ho 😂😂😂,Positive,0.8271,Non-hate
Lets go down the Slate rabbit hole: Christina Cauterucci is a woman who seems to think men FALSELY accused of rape…,Negative,-0.296,Non-hate
"To the woman in a car, honking at me for two blocks on Bank: you looked hysterical and idiotic, and I was getting a nice workout. So there.",Negative,-0.4215,Hate
THERE ARE WOMEN MAKING BURRITOS AT THE JACKSONVILLE CHIPOLTLE!! DO NOT EAT THERE!! #womencantmakeburritos #sheforgottheguacamole #badburri!!,Neutral,0.0,Hate
"WOW! Look at the turnout for a bleeding heart protest in Rockland, Maine against a training session led by a state legislator known for his anti-Muslim migration views via @user  Useful fool update...",Positive,0.8412,Non-hate
"Netherlands: 1,400 girls per year become sex slaves to ‘˜migrant background’ men | Cape Fear Caller via @user",Negative,-0.4939,Non-hate
Fundraising eventsIt is very disturbing and wrong to spread rumours about fundraising events organized for...,Negative,-0.788,Non-hate
@user @user Keep following you bitch wannabe cunt. I am important to you because I am your God. I wi…,Negative,-0.6249,Non-hate
They are free to go back home!,Positive,0.5562,Hate
"women: hey, if you guys could respect us m - random man: WHY ARE YOU HATING AND TARGETING US? WOMEN ARE BAD TOO. NOT ALL MEN. FIX YOURSELVES",Negative,-0.7324,Non-hate
When I'm trying to figure out how my dick hasn't fallen off yet,Negative,-0.2937,Non-hate
"@user excuse me, cupcake?",Positive,0.0772,Non-hate
Pro Tip- Stop thinking you are special... You in fact are not,Positive,0.128,Non-hate
"*When you claim Re:Zero in a RP but have already accidentally killed Felt, Rem,and Ram off.*",Negative,-0.8847,Non-hate
@user I have run completely dry on empathy for refeguees after all the RAPEFUGEE economic migrants the traiterous NGOs have smuggled into Europe.,Negative,-0.3612,Hate
#EU migrant crisis: Juncker tries to assure #Spain PM as backlash over refugees rages,Negative,-0.7003,Non-hate
great my lymph node is swollen again. shows how stressed i am cos of some fucking whore &; her spreadshit &; stupid frens who believe her.,Negative,-0.7425,Hate
"So many sluts texted Stephen when we got Lionel 'our cats look the same!' Bitch 95% of house cats in the US are domestics, stay in your lane",Negative,-0.843,Hate
The first immigrant to what would become New York City was Dominican.,Neutral,0.0,Non-hate
"Ingraham: We Demand Our Elected Officials Keep America Safe. ""When a jihadist games our immigration system, gets a‘¦",Positive,0.34,Hate
seeing hoes blatantly try to take my man then watching him turn their lame thot ass down is truly fucking hysterical 😂 lol bitch u tho(ugh)t,Negative,-0.4391,Hate
Spanish ship returns home after dramatic migrant rescue,Positive,0.5106,Non-hate
"@user Great tweet. Now get rid of RINOs Paul Ryan, Mitch McConnell and Lindsey Grahamnesty, REPEAL Obamacare and DEPORT Illegal Immigrants, INCLUDING so-called ""Dreamers."" #NoDACA",Positive,0.128,Hate
When he cancels your dick appointment,Negative,-0.6369,Non-hate
"@user @user Demonetization,GST&amp; Swatch India. Wish implementation cld have been better. Govt must take strict measures to control population &amp; flush out all illegal migrants-Mother of all Evils.Withdraw sops to Indians having more tha",Positive,0.25,Hate
"Watching @user think how immigrant players  contribute 10% players born outside the country they play for. 61% of Moroccan team France is average with 10%, and 15% of Croatia players #worldcup #immigration  #fastfacts #BELENG @user @user",Positive,0.34,Non-hate
@user all of these people from Venezuela are on their way to America this is what Socialist Democrats look like and Socialist Democrats and liberals will say welcome to America and Canada like loser @user #BuildThatWall soon #RedNation,Positive,0.5574,Hate
Every one of these takes 7 minutes off your shitty relationship,Negative,-0.5574,Non-hate
Donald- you stupid bitch Hillary- you fuckin buffoon Donald- think they believe we hate each other? Ah fuck it lets go get a drink,Negative,-0.9371,Hate
"STFU SUSAN. Oh yes, PLEASE lets give Trump CREDIT. I mean how else are you able to walk out on the street. Convince yourself that that this CATASTROPHE of a President who you said was better that HRC IS NOT ripping children away from parents seeking asylum, holding children",Positive,0.7003,Hate
"@user @user @user Boy, they sure hated being separated from their kids, didn't they?#LiberalismIsAMentalDisorderThe kids shouldn't get to stay!!! #DeportThemAll #EndFamilySeparation!#StopCatchAndRelease",Negative,-0.6209,Hate
@user Excellent! #IllegalAlien Parents will not be catch and release anymore!If you dont want families separated then families go to jail together!#BuildTheWall #DeportThemAll #WompWomp #EndDACA #DefundSanctuaryCities #MAGA,Positive,0.6546,Hate
The ONLY thing that can wash away this problem is a Big Red Wave in November!#BigRedWave #SendThemBack #IllegalCriminals,Negative,-0.5294,Hate
@user Our concerns were always color-blind. The left chose to make it not so. We need to do whatever we can to secure our borders. #BuildThatWall,Positive,0.34,Hate
by the grace of god so fed up with migrants using Allah to make a point your Gods at war  with Christian Europe don't want ur grace or u God,Negative,-0.1164,Non-hate
lol. men refer to rape allegations as 'witch hunts' when the real witch hunts = brutal violence meted out to women + racialized populations,Negative,-0.9442,Non-hate
@user @user 2 hysterical women in the US Senate,Neutral,-0.0258,Hate
@user Dave this is a really solid point. Thanks for supporting #maledominance,Positive,0.788,Non-hate
"Police Arrest Antifa Member with Cache of Bomb-Making Materials, Guns, Manifesto",Negative,-0.34,Non-hate
Owning land and buildings where immigrant detention centers operate is a business worth billions of dollars @user #Texas #txlege #Immigration,Negative,-0.1531,Non-hate
"Shoutout to all you passive aggressive bitches... Go choke on a dick, bitch",Negative,-0.936,Hate
@user Boy George must have been at Nottty Ash and seen Ken Dodd or is it a head of ST Patricks Day Celebrations Sunglasses next,Neutral,0.0,Non-hate
"EU games never endðŸ‘‰More useless slogans from Brussels, which is an international embarrassment due to unwillingness to defend ext. borders. One cannot “manage” illegal migration by showering Tunisia/Morocco w-euros but refusing to seal border, deny entry or deport out of Europe.",Negative,-0.716,Hate
All now you got a woman you lying to just for crutch and wanna tell me cunt,Negative,-0.765,Non-hate
* New Balkan route a problem.  Croatia ðŸ‡­ðŸ‡· is absolutely correct to tighten patrols to stop the illegal migrants from entering in an effort to reach the “rich” EU countries. #v4 #visegrad,Negative,-0.8126,Hate
America Is Not a Nation of Immigrants   Great read...,Positive,0.6249,Hate
This day is also known as 'national catch a sexual harassment charge day',Negative,-0.5423,Non-hate
Thank You #ICE !! #BuildThatWall !,Positive,0.5229,Hate
"Made a post on Facebook about the stats of women being sexually assaulted. Go figure the “not all men” crowd popped up. No shit, bro.",Negative,-0.122,Non-hate
"ðŸ‡«ðŸ‡·France: 'French restaurants turn to undocumented migrants to fill 130,000 vacant jobs'Instead of employing native European French citizens ðŸ˜¡ France has even surrendered their jobs to invaders.",Neutral,0.0,Hate
"psa: women were never 'sacred' and unless you miss the Madonna -Whore binary, it's good that we've let go of that stupid frame",Negative,-0.7506,Non-hate
Urge all Indians to start a campaign for ouster of Rohingyas.This campaign must go on till last Rohingya&amp;other illegal migrants leave India,Negative,-0.5859,Hate
"TOMORROW August 7th, 10am P.T. is our #HealthyMindHealthyFuture #webinar with @user We will be sharing research &amp; discussing the impact of #immigration enforcement on the #mentalhealth of #children in immigrant families. You can register at",Positive,0.4215,Non-hate
Her- so what do you do for fun? Me-,Positive,0.5106,Non-hate
"This is a story from one of the refugee kids who attended our summer youth program last year. This summer, the program is happening once again, it started this week and will continue to August 10th. #ThrowbackThursday",Neutral,0.0,Non-hate
"You want less violenceLegalize drugs, gambling and prostitution.Enforce immigration laws.Take away subsidized...",Positive,0.0772,Hate
From why did i shag at fucking whore at kid is a mistake en the mis stake its self obviously we burnt a few innocent women thank them whores,Negative,-0.796,Hate
"The Philippine bishops' commission on migrant care is pressing the government to ensure that a deal about to be struck with Kuwait guaranteeing protection for Filipino workers, most of whom are maids, is adhered to.",Positive,0.5859,Non-hate
We must change our immigration policies.,Neutral,0.0,Non-hate
@user @user @user domthis would/should be goal of the season already stupid cunt refs,Negative,-0.765,Hate
Immigration Compromise Saves Merkel Government in Germany — for Now Germans still stupid ! This traitor should be hung from the nearest light post for destroying Germany...,Negative,-0.807,Hate
I know my avenues like the seven agnostics both hot and fuckin rape laurens ass that bitch right der.,Negative,-0.9013,Hate
@user What a dumb cunt of daughter. Social Media addicted whore.,Negative,-0.8957,Hate
Hey girl if ur still reading my tweets ..... ur a dumb bitch,Negative,-0.7964,Hate
@user I'm not surprised the last time women spoke abt their experiences of being abused he also tried his 'not all men' bullshit,Negative,-0.2249,Non-hate
When she sucks you off right side up and upside down,Negative,-0.3612,Hate
"@user What a dick you are, do you think Westminster is doing a good job for the uk?",Negative,-0.1027,Non-hate
#Immigration #AbolishICE #BorderPatrol #UnDocumented #SecureBorder#Republicans decided that if the left wants to abolish #ICE then they should submit a bill and get a vote on it.  The #Democratic...,Neutral,0.0,Non-hate
Unprecedented? Right up that bitches alley. Not like the cunt hasn't gone behind her leader before. #pmlive,Negative,-0.5239,Hate
"@user @user @user It is OBVIOUS from your tweet that you are too LOW IQ to understand or appreciate ""immigration done the LEGAL way"" so go whine to somone else. #Snowflakes#StopIllegalImmigration#BuildThatWall#MAGA",Negative,-0.1725,Hate
I am an immigrant. I live with my 2 children. I am a 38 year old female. I live in Rep. Steve King's state. #ImmigrantsAreUS,Neutral,0.0,Non-hate
"@user @user Fail equivalence. Again. This isn't notallmen, this is 'Do you think it's all Satanists?' to…",Negative,-0.5423,Non-hate
Iraqi immigrant with criminal record accused of shooting Colorado police officer (Video),Negative,-0.6808,Non-hate
chuckwoolery: Lipstick on a PIG. The Democrat Women on out numbered. If it weren't so weaselly it would be hysterical. Trying to defend DNC…,Neutral,-0.0258,Hate
"Aw aye so putting men and women together justifies sexual assault , what a daft cunt",Negative,-0.7906,Non-hate
@user almost everyone i’ve met says edating at all is being a slut or whore but jumping from person to person is definitely being one mate,Negative,-0.128,Hate
When you're on a first date and they're already too clingy and touchy feely,Neutral,0.0,Non-hate
Don't try to show off in front of girls by trying to talk down to other men... It comes across as pathetic...,Negative,-0.5719,Non-hate
Bitches are annoying you still letting him fuck u whore and he don’t fw you quit flexin on here,Negative,-0.9371,Hate
It’s really sad how women gotta go threw so much shit from a man just to be considered a down bitch,Negative,-0.9016,Non-hate
If Germans want rapefugees they can keep them. Poland will not accept a single rapefugee. Not even one!!! Poland remains proud and firm! 🇵🇱✝,Positive,0.5242,Non-hate
"Went from the last person I'd talk too, to the women I crave on the daily in all about 10 months. Life's really a bitch 🙂😂",Positive,0.1352,Non-hate
Understanding the California Mind - American Greatness  #StopTheInvasion #UncheckedProgressivism,Neutral,0.0,Hate
"@user She, Jane Fonda the traitorous bitch, is one of the most despicable women to ever walk the face of…",Negative,-0.5859,Hate
"They Came Here to Serve. But for Many Immigrants, the Army Isn’t Interested. Having worked for the Army w/these types of immigrants, I can honestly say they are the most dedicated &amp;grateful of service members. That’s changing, thanks to this administration",Positive,0.9504,Non-hate
@user Lets Send all the Illegal Alien Families home that are in the U.S Including #DACA Fraud Illegals #Trump #MAGA  Mass Deportations Stop Mass Illegal Invasion via @user,Negative,-0.9217,Hate
"To prevent good air and clear Paris from 1500 to 2000 refugees in tents, Police stop today the settlement of them on roads.",Positive,0.5267,Non-hate
Prince think he slick AF... He got everyone out here fooled,Negative,-0.3818,Non-hate
55 illegal immigrants rescued from inside 100 degree tractor-trailer AGAIN #BuildTheWall #SendThemBack,Negative,-0.2023,Hate
@user @user You 😊 sure 😊 are 😊 #NotAllMen,Positive,0.9601,Non-hate
A joint initiative of the @user @user and the County Government of #Turkana to boost #Kakuma refugees #WithRefugees @user @user @user @user @user @user,Positive,0.4019,Non-hate
@user @user @user @user @user @user @user @user @user @user @user @user we’d â¤ï¸ ur opinion in our polls abt language courses &amp; groups u’d like to s,Positive,0.3612,Non-hate
"Isnt it incredibly ironic that Liberals are saying the death of this AMERICAN by an ILLEGAL, has nothing to do with immigration laws, yet all gun violence is linked to the NRA. #LiberalismIsAMentalDisorder #JusticeForMollieTibbetts #AmericansBeforeIllegals #BuildThatWall",Negative,-0.9342,Hate
"A Lawyer .. A MoS for Home affairs .. Presenting you Mr Kiren Rijiju who is referring Tamil Nadu people as refugees !! No wonder they welcome these enlightened guys with ""Go Back Modi"" slogans .. !",Positive,0.7074,Non-hate
"Important note: not all women do this and tale responsibility for their actions, just like not all men are assholes.",Negative,-0.128,Non-hate
"@user I speak for myself &amp; EVERYONE I KNOW here on Big Island- vote YES for funding to #BUILDtheWALL. Never in my years here have I heard the concerns from every level. The young in Hilo losing jobs to migrants. Several auto accidents, with 'u",Negative,-0.1197,Hate
@user @user See you are doing it again. No woman who is criticizing McGowan is saying or thinks jokes about rape are ok.,Negative,-0.8126,Non-hate
@user But not all men are this dangerous. There are plenty of men's out here protecting woman no matter what,Negative,-0.7226,Non-hate
@user You Stupid Wanna Be Bitch Go Back To Your Hole,Negative,-0.802,Hate
"...if we didn't cover the costs of this travel, then hundreds of people would not be able to open fresh claims or submit extra evidence, directly affecting their chances of receiving refugee status in the UK. Donate today:",Positive,0.4767,Non-hate
Sweden is an open country. For refugeeshousing they spend 32 MIO.USD. 3 houses for 3 wifes with 16 kids Sweden give for an islamist.,Neutral,0.0,Non-hate
"Good that #Myanmar planning to raise fees on migrant labor exporters, and to compel those companies to ensure the rights of the workers they send overseas are protected!",Positive,0.8268,Non-hate
"From the obsessively pro-Brexit Daily Telegraph:""Shrinking workforce signals crisis for Britain if immigration drops.""https://t.co/saIjc3D5BM",Negative,-0.6705,Non-hate
@user well done Byron burgers for shopping illegal immigrants with false papers and tough if they get deported and idiots who sayno,Negative,-0.4588,Hate
I only watch your snap story cause I know you'll text me,Neutral,0.0,Non-hate
Anything that bleeds for a week and doesn't die is a monster #WomenSuck,Positive,0.4847,Hate
"I am an immigrant. 5 family members live in our home. I am a 44 year old female. 3 or more people in my household worked last year. I earned $5,000 last year. I work 50 hours per week. I live in AL cc'Rep. Martha Roby. #ImmigrantsAreUS",Neutral,0.0,Non-hate
The Latest: #Spain reports 328 migrant rescues at sea,Positive,0.3182,Non-hate
Bitches always tryna hide their ugly with big ass sunglasses,Negative,-0.9081,Hate
@user @user @user @user @user @user @user Sure it's not the rapes and murders committed by your new migrants? One would think your new cultural enrichment that came in the form of one of your women being chopped up,Positive,0.457,Hate
Rich &amp; immigrant,Positive,0.5574,Non-hate
When a door closes go through a window. #BuildThatWall #MAGA via @user,Neutral,0.0,Hate
Cheerleaders make me fucking sick! It's not a sport you dumb skanks so go back to caking on your makeup. #WomenSuck,Negative,-0.7171,Hate
Young immigrants detained at juvenile detention center allege abuses via @user    Not buying it...,Negative,-0.8316,Non-hate
#MeToo women always blame men for everything . How about not dressing like a whore?,Negative,-0.8321,Hate
Idc if a bitch was a hoe cause I love hoes. They're mad fun and nastyyy.,Positive,0.128,Hate
@user Cameron promise the UK people no dirty deals or ignoring genuine fear of what mass immigration brings r u a coward or genuine,Negative,-0.6362,Non-hate
"When getting #medical help is not an option, undocumented #migrant workers in #Malaysia chose death @user @user @user @user @user @user @user @user @user @user",Negative,-0.296,Non-hate
"Please. 2 Million Dollars Each: Call to tax Mexico $2,000 per illegal immigrant to pay for Trump’s wall",Negative,-0.4019,Hate
"Where are the girl refugees, asylum seekers, children?",Neutral,0.0,Non-hate
@user Pepper spray needs to free to women in Europe and supplied by the government. #migrants,Positive,0.5106,Non-hate
‘Spain Becoming Third World’: American Tourist Attacked by Migrants Speaks Out #StopTheInvasion,Negative,-0.4588,Non-hate
Trump Praises Italy's Conte on Immigration,Positive,0.5267,Non-hate
@user The lack of women in these pictures >>>> just like it should be #YesAllMen,Positive,0.0516,Hate
"Unless migrant workers are empowered and unionised, Code of Practice and laws are no guarantee of labour rights! Most domestic workers 'exploited' with illegal fees as agencies ignore gov't code of practice, union study says via @user",Negative,-0.8859,Non-hate
Damning UN report reveals state of global refugee crisis in 2017,Negative,-0.7579,Non-hate
@user being a empowering woman type a bitch on IG,Negative,-0.5859,Hate
Minnesota here we come! Stopped in Swedesberg Iowa at a Swedish museum and among other treasures saw this trunk used by a wealthy immigrant (according to the size of his trunk) with this lovely saying... good words for today as well 😉,Positive,0.9215,Non-hate
