Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label_x,Sentiment,Sentiment Score
#Libya : humanitarian repatriation after 164 #illegal_migrants asked to go back to their home countries.â†’,No,the tweet does not contain any direct racial hate speech against Black people it discusses a humanitarian issue regarding migrants,No,the author's motivation appears to be informational rather than hateful or racist,Non-hate,Neutral,0.0
#MUFC Walmart #MacysBTS #target Help your fellow man. Subscribe to the blog today:,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Positive,0.4019
"#Men, you want to treat women better? Here's a list to start with. #notallmen #feminism #harassment",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses gender issues and does not mention race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist it aims to promote better treatment of women and does not express animosity towards any group,Non-hate,Positive,0.34
#NJ Should NOT be a facilitator for the concealment of illegal aliens. Granting driving licenses There is no background check on Illegals to determine if they pose a national security threat #RedNationRising #Immigration #Trump #MAGA #SendThemBack,No,this tweet does not contain racial hate speech against Black people as it focuses on illegal immigration and does not specifically target any racial group,Yes,the author's motivation appears to be driven by a desire to oppose illegal immigration which can be seen as hateful towards immigrants but it does not explicitly indicate racism against Black people,Hate,Negative,-0.6705
"#Navy rescued #Manchester bomber Salman Abedi from war-torn #Libya three years before deadly terror attack via @user the #WEST is ""rescuing"" people that will #kill them. #SendThemHome  #bombing #attack  Have some dignity and throw them out",No,the tweet does not contain explicit racial hate speech against Black people as it refers to a specific individual and a situation rather than a generalization about a racial group,No,the author's motivation appears to be focused on a political stance regarding immigration and safety rather than expressing hate or racism towards a specific racial group,Non-hate,Negative,-0.8689
#PMLN is acting like a whore who incites people to rape her in order to use it as a victim card and earn relevance.…,No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation appears to be criticizing a political party rather than expressing hate or racism,Hate,Negative,-0.8625
#PoliceState. Why were 600 people arrested for exercising their constitutionally guaranteed right to free speech. #Immigration @user @user @user,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be focused on civil rights issues rather than promoting hate or racism,Non-hate,Positive,0.0516
#PrayForPaulGeorge #UK #UKIP #PoliticsMatters All #women with a degree in 'Women's Studies' should go to prison.,No,the tweet does not specifically target People of African Descent or contain racial hate speech against them,No,the author's motivation appears to be a critique of a specific educational background rather than an expression of hate or racism,Hate,Negative,-0.5106
#QAnon #Spygate #DeclassifyFISA #StopTheInvasion #BuildTheWall,No,the tweet does not explicitly mention or target People of African Descent or any racial group,No,the motivations behind the tweet appear to be political and not specifically hateful or racist,Non-hate,Neutral,0.0
#SaturdayMorning people think #IllegalImmigration is just about #BuildThatWall and #Jobs . . . no one talks about the fraud committed or money sucked out by #IllegalAliens from social services . . .#MAGA #KAG #trump #AmericaFirst #foxandfriends,No,the tweet discusses illegal immigration and does not specifically mention or target Black people or people of African descent,No,the author's motivation appears to be focused on immigration policy rather than expressing hate or racism towards a specific racial group,Hate,Negative,-0.7845
#SaudiArabia has beheaded Indonesian migrant worker despite several direct pleas from #Indonesia's Pres. Widodo to show mercy #ucanews #humanrights #voiceforthevoiceless @user @user @user @user @user @user @user,No,this tweet does not contain racial hate speech against People of African Descent Black people as it discusses a specific incident involving an Indonesian worker without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses concern for human rights and mercy in a specific situation,Hate,Positive,0.3612
"#SendThemBack #NoMigrants ⁦@ParisJeTaime⁩  #Paris suburb home to 300,000 illegal immigrants, report says",No,the tweet does not specifically target People of African Descent or make derogatory statements about them,No,the author's motivation appears to be focused on immigration issues rather than racial hatred,Hate,Negative,-0.5574
"#SouthCarolina has spent millions of dollars to arrest immigrant landscapers, housekeepers #ambassador...",No,the tweet does not specifically target or express hate towards People of African Descent it discusses immigrant landscapers and housekeepers without racial context,No,the author's motivation appears to focus on immigration policies rather than promoting hate or racism,Non-hate,Negative,-0.34
#Spain overtakes Italy for migrant arrivals,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses migrant arrivals without targeting any specific racial group,No,the author's motivation for writing the tweet is not hateful or racist it appears to be a factual statement about migration trends,Non-hate,Neutral,0.0
#Spain struggles with spike in migrant arrivals,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as it discusses a general issue regarding migration without targeting any specific racial group,Non-hate,Negative,-0.3612
#ThereseOkoumou's #StatueofLiberty protest was remarkably effective in attracting international attention to #ImmigrantChildren. Inevitable overreaction by the #NYPD served to magnify the stunt's impact. #AbolishICE @user,No,the tweet discusses a protest and its effects without expressing hate towards any racial group,No,the author's motivation appears to be supportive of a cause rather than hateful or racist,Non-hate,Positive,0.6195
#Trump America is anti-immigrant/sex worker/trans ppl = unsafe for #AIDS 2020! #HIVpowershift #noaids2020USA #aids2020forall #aids2018,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation appears to be focused on public health issues and social justice rather than hate or racism,Hate,Neutral,0.0
#WeThePeople want TRUTH and JUSTICE! How can a woman under Sharia Law be a feminist? It's the oxy-moron.  #ProtectTheChildren @user #WalkAwayFromDemocrats #QAnon #Q #StopTheInvasion 🇺🇸😎🇺🇸,No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on gender and political issues rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a political opinion rather than targeting a specific racial group,Hate,Positive,0.8947
#buildthewall U.S. Marshals: Illegal alien wanted for murder in Mexico arrested in SC #endchainmigration via @user,No,The tweet does not explicitly target or express hatred towards People of African Descent,No,The author's motivation appears to be focused on immigration issues rather than racial animus,Hate,Negative,-0.9081
#global_jihad #Syria #Daesh,No,the tweet does not contain specific reference to racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as it appears to be focused on a geopolitical issue rather than race,Non-hate,Neutral,0.0
#illegal #immigrants from #africa storm border fence into Spain's north Africa enclave of #Ceuta Next stop: benefitsand free housing,Yes,the tweet contains racial hate speech against People of African Descent Black people as it targets immigrants from Africa in a derogatory manner and implies negative stereotypes about them,No,the author's motivation for writing the tweet is hateful or racist as it expresses a clear disdain for a specific group of people and promotes fear and hostility towards them,Non-hate,Negative,-0.3612
"#landdegradation undermines the well-being of 3.2 billion people, or “two-fifths of humanity,” drives species extinction and intensifies #climatechange, and is also a major contributor to mass human #migration. â¦@CauxDialogueâ©",No,the tweet does not contain any racial hate speech against People of African Descent Black people as it discusses environmental issues and human migration without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as the content focuses on land degradation and its global impact rather than any specific race or ethnicity,Non-hate,Negative,-0.34
#nowPlaying Regain Your Poise Hysterical Woman by KINDRED SHINS (from Yes To Rioting Notoriety' 2013). The Lon…,No,The tweet does not contain any language or sentiments that target or demean People of African Descent,No,The author's motivation appears to be sharing music and does not suggest any hateful or racist intent,Non-hate,Positive,0.3818
#sexworkersagainstfeminism are invited to join the #blog . End #feminism today!,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses feminism and sex workers without reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a political statement regarding feminism and sex work,Hate,Positive,0.3595
#womendisobey Dont be Fool African Americans Supporting Illegal #Immigration is a Slap in the Face to Black America  #BlackTwitter #BlacksForTrump #DemocreatsForTrump  #Trump #MAGa,Yes,the tweet contains derogatory language towards African Americans suggesting betrayal and disrespect towards the community,Yes,the author's motivation appears to be rooted in a divisive and negative sentiment towards a specific group of people based on their race,Hate,Positive,0.3195
"' y'all ain't shit ' first of all , Idk why u think u some new bitch lmao u still that same old whore no one likes",No,this tweet does not contain racial hate speech against People of African Descent Black people it targets an individual without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express personal disdain towards someone rather than a broader racial animus,Hate,Negative,-0.7358
"'Ain't about them hoes anymore,it's just you' yet you talking sweet to the bitch you ALWAYS talked shit about plus 2 more👏🏽GMFU BRO💀",No,this tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be expressing frustration or disdain rather than a hateful or racist agenda,Hate,Negative,-0.6597
'Angel Families' Defend Trump Immigration Moves,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration policy and a specific group of families without targeting any racial group directly,No,the author's motivation for writing the tweet is not hateful or racist it appears to focus on political support rather than expressing hate or racism,Non-hate,Neutral,0.0
'I don't take bitch or slut as an insult.',No,the tweet does not contain any references to race or specifically target People of African Descent,No,the author's motivation does not appear to be hateful or racist as the statement focuses on the use of certain words without racial context,Hate,Negative,-0.6159
'I'm not like most girls',No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Negative,-0.2755
"'Illegal immigration is not a victimless crime,' ICE acting director says #AgainstAllEnemies #StopTheInvasion",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses illegal immigration without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on immigration policy rather than race,Non-hate,Negative,-0.2946
"'My man just left, come o...'",No,this tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is unclear and does not indicate hate or racism,Non-hate,Neutral,0.0
'Oh you're dating someone now?',No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,there is no indication that the author's motivation for writing the tweet is hateful or racist,Non-hate,Neutral,0.0
'There's no greater satisfaction than knowing you did it yourself' -me when someone asks me for help,No,the tweet does not contain any references to race or people of African descent,No,the author's motivation appears to be sharing a personal sentiment and does not indicate hate or racism,Non-hate,Negative,-0.2062
'You're the only one I'm talking to',No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as it does not express any negative sentiment towards any racial group,Non-hate,Neutral,0.0
'Your dick too small' Bitch first of all your pussy too deep,No,this tweet does not contain racial hate speech against People of African Descent it focuses on personal insults rather than race,No,the author's motivation appears to be to insult rather than express hate or racism,Hate,Negative,-0.7964
"* Hungary and Montenegro ðŸ‡²ðŸ‡ª:  Prime Minister Viktor Orban has offered to help Montenegro with the difficulties arising from illegal migration. When a country wants results at the border, they call Orban (not Merkel or Macron) for help. #v4 #visegrad",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses migration and political leadership without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on political issues rather than racial ones,Non-hate,Negative,-0.1027
* Libya rejects EU plans for migrant centers on its territory. #v4 #visegrad,No,Libya is discussing a policy decision regarding migrant centers and does not contain racial hate speech against Black people,No,The author's motivation appears to be related to political issues and not driven by hate or racism,Non-hate,Negative,-0.4939
* Sweden ðŸ‡¸ðŸ‡ª:  General election on September 9 may rock Brussels again. Concerns over mass immigration and rampant crime are redefining. #v4 #visegrad,No,the tweet does not specifically mention or target People of African Descent or any racial group in a derogatory manner,No,the author's motivation appears to be focused on political issues rather than promoting hate or racism,Non-hate,Negative,-0.5423
* The V4 Report warned of the intention of Angela Merkel and Brussels to expand the EU’s relocation scheme to include “vulnerable” migrants from African nations.  #v4 #visegrad,No,the tweet discusses a policy issue related to migration without derogatory language or targeting a specific racial group,No,the author's motivation appears to be focused on political commentary rather than expressing hate or racism,Non-hate,Positive,0.0516
".@MandyRheaWrites, the 2018 National Teacher of the Year, reflects on the refugee students she teaches who she says ""are passionate believers in the American dream."" âž",No,the tweet does not contain any racial hate speech against People of African Descent Black people as it discusses refugee students in a positive context without derogatory language,No,the author's motivation for writing the tweet is not hateful or racist as it highlights the aspirations of students and promotes a positive view of diversity,Non-hate,Positive,0.6597
.@senatorburr: Confirm Kavanaugh! #KavanaughForSCOTUS #2A #NRA,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it discusses a political confirmation without racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a political issue rather than targeting a specific racial group,Non-hate,Neutral,0.0
.⁦@united⁩ how about donating flights to deport the Invaders back to their homeland.  #StopTheInvasion #DeportThemAll,Yes,the term Invaders is often used in a derogatory context to dehumanize marginalized groups including People of African Descent,Yes,the call to deport implies a desire to remove a specific group based on their identity which suggests a hateful motivation,Hate,Neutral,0.0
"1 hoe 2 hoe 3 hoe 4, girl you know you're just another whore 🤷🏼‍♂️",No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it targets an individual in a derogatory manner without racial implications,Hate,Negative,-0.6486
"1,500 migrants have died in Mediterranean in 2018, Italy deadliest route: U.N.",No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses migrant deaths without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a factual statement regarding a humanitarian issue,Non-hate,Negative,-0.5574
1/3 Anti-immigrant rhetoric and attacks on immigrants are heating up in Italy. Last week I wrote about whether Italy's electorate is on the same page as its right-wing government.,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses anti-immigrant rhetoric in a broader context without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on political commentary regarding immigration issues,Non-hate,Negative,-0.4404
18 Images You Won't Believe Exist On Google Maps #QAnon #Elections2018 #CorruptGovernment #GoogleIsCIA #ChildSexTrafficking #AmericaFirst #BuildTheWALL #ThesePeopleAreEVIL #NoDACA #GreatAwakening,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to focus on conspiracy theories and political issues rather than racial hatred,Hate,Neutral,0.0
2015 me: men are trash Men: not all men! Me: ofc not :3 2017 me: men are trash Men: not all men! Me: you heard what I said,No,the tweet does not contain any racial hate speech against Black people as it discusses a general sentiment about men rather than a specific racial group,No,the author's motivation does not appear to be hateful or racist as the tweet seems to express frustration about gender issues rather than targeting a race,Non-hate,Negative,-0.5083
"250 million africans and 60 million ""refugees"" can't just go to Germany and Europe. If they try to come anyway, it would be a declaration of war against entire Europe! Don't think about to cheat us and to play the ""rascist card"" forever!",Yes,the tweet expresses a hostile sentiment towards African people and refugees suggesting they are unwelcome and framing their potential arrival as a threat,Yes,the author's motivation appears to be driven by a desire to incite fear and opposition to people of African descent and refugees indicating a racist viewpoint,Hate,Negative,-0.7256
50 years after you decided you'd never try anal...,No,the tweet does not mention race or target People of African Descent,No,the author's motivation does not appear to be hateful or racist as it seems to focus on a personal or sexual comment,Non-hate,Neutral,0.0
@ past me bitch you ok???? you fake ass slut,No,the tweet does not contain any racial hate speech against People of African Descent Black people it appears to be directed at an individual without any racial context,No,the author's motivation for writing the tweet does not seem hateful or racist it appears to be an expression of frustration or anger towards someone specific,Hate,Negative,-0.9447
"@user  As you fall over yourselves to welcome Syrian refugees ,homes etc why did you not do it for ordinary people are u lambs or goats",No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it critiques a policy without targeting a specific racial group,Hate,Positive,0.4588
"@user  Pres. Trump, Hurricane Harvey is Man Made to keep your wall from being built and to open the borders to illegal migration.",No,the tweet does not contain any racial hate speech against Black people it discusses a political issue regarding immigration and natural disasters,No,the author's motivation appears to be political critique rather than expressing hate or racism,Hate,Negative,-0.5574
@user  there will be bitterness in the Uk when you sleep rough look up and see refuges walk into houses violence isn't just migrant,No,the tweet does not specifically target Black people or express hate speech against them,No,the author's motivation appears to be expressing a concern about social issues rather than promoting hate or racism,Hate,Negative,-0.7783
@user 'Getting lit off trays of fucking Molly you mermaid loving slag' - the only true response to give her,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation does not appear to be hateful or racist as the tweet focuses on substance use and does not target a racial group,Hate,Positive,0.7717
@user 'Not all men! You just haven't found the right one!!! Or you're looking in the wrong place 🙈' - Local Fireman,No,this tweet does not contain racial hate speech against People of African Descent Black people it addresses a general issue of gender and relationships rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a response to a comment about men without any racial connotation,Non-hate,Negative,-0.6449
"@user 'We all need to share the burden of migration"" NO WE DON'T! ""We"" are a sovereign nation and people who have no obligation or burden to any migrants anywhere. YOUR job is the wishes and best interests of the Irish people. Please try not",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses migration without targeting any specific racial group,No,the author's motivation for writing the tweet is not hateful or racist it expresses a nationalistic viewpoint regarding migration and sovereignty without racial implications,Non-hate,Positive,0.7154
@user - further away and didn't see what was wrapped in the bundle that the hysterical woman cradled. 'But I'm not going to -,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation cannot be determined as hateful or racist based on the provided text,Hate,Neutral,-0.0129
"@user ...hits you with the “NOT ALL MEN!” OF COURSE there were coflicted Christians, but those who self -ident…",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a general statement about men and Christians without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a commentary on a broader social issue without racial implications,Non-hate,Neutral,0.0
@user 10 minute call to you to place an order end up costing me more than £7. Skank or what?,No,the tweet does not explicitly mention or target People of African Descent it seems to express frustration over a service issue,No,the author's motivation appears to be frustration with a transaction rather than a specific intent to express hate or racism,Non-hate,Neutral,0.0
@user 3000 voices waiting to be heard I didn't ask them if they were refugees as their tears did shred the hearts of a nation freethem,No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not refer to race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not seem hateful or racist because it expresses empathy and a desire for voices to be heard,Non-hate,Positive,0.5267
"@user 90 % are not able to take over a job. They will stay in social welfare their whole life. This means social welfare must cutted or the refugees have to go home, otherwise the countries will go bankrupt.",Yes,the tweet implies a negative stereotype about a specific group suggesting they are unable to work and reliant on social welfare which can be interpreted as racial hate speech against People of African Descent,No,the author's motivation appears to be focused on economic concerns rather than an explicit expression of hate or racism towards a specific racial group,Hate,Negative,-0.5574
@user @user  #NoDACA without Mandatory E-Verify you are not ending ILLEGAL #Immigration You are REWARDING iLLEGALS #NoAmnesty #KeepFamiliesTogether IS DEPORT ALL ILLEGAL FAMILIES TOGETHER #Trump  #MAGA  #RedNationRising,No,The tweet does not contain explicit racial hate speech against People of African Descent as it discusses immigration policy rather than targeting a specific racial group,No,The author's motivation appears to be focused on immigration policy rather than expressing hatred or racism towards any racial group,Hate,Positive,0.4668
@user @user #Democrats  Refuse to Secure the Border and Protect U.S Citizens from the Ravages of Illegal Immigrants !  #VoteDemsOut !  #WakeUpAmerica #WednesdayMotivation  #Trump #MAGA #RedNationRising,No,the tweet does not specifically target People of African Descent or express racial animus against them,No,the author's motivation appears to be political rather than hateful or racist,Hate,Negative,-0.3365
@user @user #ThisIsAmerica. The arms industry is king. It would be great if it was limited to the domestic market only.,No,the tweet does not contain any racial hate speech against Black people it discusses the arms industry and market limitations without reference to race or ethnicity,No,the author's motivation does not appear to be hateful or racist as the tweet focuses on an economic issue rather than a racial one,Non-hate,Positive,0.4939
"@user @user @user @user @user @user @user @user @user @user @user @user @user “CRINGE WORTHY” Iraqi immigrant accused of shooting Colorado cop has criminal history, yet avoided deportation!",No,the tweet does not contain racial hate speech against Black people because it refers to an Iraqi immigrant and does not mention race or ethnicity related to People of African Descent,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a specific incident involving an immigrant and law enforcement without targeting any racial group,Non-hate,Negative,-0.807
@user @user @user @user @user @user @user @user @user @user On NYC radio it was bluntly stated that. IT IS MS13 And the victims were from a rival gang. IT IS MS13. WE NEED ICE; WE NEED POLICE; We,No,the tweet does not specifically mention or target People of African Descent and focuses on gang-related issues rather than race,No,the author's motivation appears to be focused on law enforcement and public safety rather than promoting hate or racism,Hate,Negative,-0.3182
@user @user @user @user @user @user Japan is always operating under the premise that mass migration that can  radically transform the country's demographics is unacceptable. The Alt-Right main point is the n,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses migration and demographic change without targeting any specific racial group directly,No,the author's motivation for writing the tweet is not hateful or racist it appears to be a commentary on migration policies rather than an expression of hate,Non-hate,Negative,-0.4588
"@user @user @user @user @user It is from Assad Syrian refugees flee, not the West. The West gave very limited, mostly non-lethal support. Russia gave Assad Â£bns in tanks and aircraft, Iran 10s 1000s of fighters to murder and",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses geopolitical issues and does not target any racial group,Yes,the author's motivation for writing the tweet does not appear to be hateful or racist it focuses on a political situation rather than expressing animosity towards any race,Non-hate,Negative,-0.659
