Tweet,Sentiment,Sentiment Score,Original Label
Democrats need to change that Hispanic split: 59 % of Hispanics surveyed here think most immigrants are in the United States illegally. That is likely a contributor to Dems not being able to win Hispanic votes by a bigger margin:https://t.co/95FlssX4hi,Positive,0.765,Hate
a women without a man is like a car without an engine; it doesnt work.,Positive,0.3612,Hate
"@user Dear cunt, please shut the fuck up.",Negative,-0.4215,Hate
Why did God invent the yeast infection? So women know what it's like living with an irritating cunt,Negative,-0.3818,Hate
"ðŸ‘ Halima Aden @user is a refugee from Somalia ðŸ‡¸ðŸ‡´ who found safety in Kakuma camp, Kenya ðŸ‡°ðŸ‡ª, then a new home + life in the United States ðŸ‡ºðŸ‡¸This is her story as told to @user including her amazing return for #TEDxKakumaCamp",Positive,0.8555,Non-hate
(Islam in Europe) Documentary how Arab and African Immigrants Destroying... via @user,Negative,-0.5574,Hate
@user You can't go to bed with a whore and complain about getting VD. This is Jose. This is us now.,Negative,-0.7783,Hate
Your slutty Christmas outfits should get you a good 45 likes on instagram. #Whore,Negative,-0.4404,Hate
Pizza shops owner and 3 workers gang rape lost girl who asked them for directions,Negative,-0.7906,Non-hate
Love how going to an all girls school gives you a sixth sense for life of knowing when a woman is an absolute bitch,Positive,0.1027,Hate
Why #Ethiopia's #dairy industry isn't milking the growing demand,Negative,-0.2542,Non-hate
@user @user Block me you dumb bitch. Because I'll go on all day about how nurses are assistants.,Negative,-0.875,Hate
"@user YOU ARE NO CHAMPION FOR WOMEN! YOU'RE A GREEDY, OPPORTUNISTIC ATTENTION WHORE! You should never work in law again! #weinsteinGate",Negative,-0.9467,Hate
Dont compare your self to me ! Cause im a bitch and your a slut ! 👊💪😏🌵,Negative,-0.8475,Hate
@user @user Maybe #karma will eliminate the problem..she‘s known to be a bitch. If you hear me Karma..sure be sweet if you gave Mueller iron clad proof.,Negative,-0.2023,Hate
@user @user One upmanship between guys in private is hardly the same as women claiming rape.,Negative,-0.6908,Non-hate
"“These migrant workers are doing difficult jobs in harsh conditions, and they deserve to be respected at work like anybody else,” its director Matt Kunkel said.https://t.co/gq98vCX8z9",Positive,0.0516,Non-hate
"See... I would like your selfie but the way my pride is set up, I'd rather just look at it",Positive,0.5927,Non-hate
Is it just me or do the hysterical women protesting during the hearings remind you of brainwashed cult members #KavanaghHearing,Negative,-0.4404,Hate
And most the women they whores Hollywood or not lesbian or not young old ugly or not married or not they got five men for 5 reasons 100,Negative,-0.3178,Hate
When you realize tomorrow is Monday,Neutral,0.0,Non-hate
"Losing! Britain is losing to immigrants &amp; other criminalsBritain 2018: Record Knife Crime Rates Straining NHS, Depleting Blood Supplies",Negative,-0.8832,Hate
It's about denial. And acting like I'm her hysterical lover when she is clearly the psycho stan of a random Bengali girl like me.,Positive,0.886,Non-hate
"There is no positive in putting children in cages, Lying to immigrants so they go home without their children, taking their children away from them. You want positive, just do the right things.",Negative,-0.3451,Non-hate
"""my cis gay friend will say bitch all the time and usually when we're joking around I don't notice but this last weekend he got really drunk and started saying """"fucking cunt"""" and I felt SO UNCOMFORTABLE! It wasn't directed towards women but that aggression was still there""",Negative,-0.9662,Non-hate
"I am not surprised she agrees with Brandon Lewis, she probably told him what to say !Would this lightweight chairperson really start an internecine battle in the Tory Party without prior agreement from the PM ?Do me a favour !",Negative,-0.3549,Non-hate
When autocorrect just gets you,Neutral,0.0,Non-hate
@user The only way the skank will be president...Have fun all you resistance nut jobs..,Positive,0.5106,Non-hate
I Wanna Rape You Not Fuck You . Bitch Take My Sex & Stfu,Negative,-0.7684,Hate
They say home is where the heart is. But I got a hole where my heart is because I let a whore where my heart is,Positive,0.85,Hate
She obviously cares nothing about the hate many of these refugees are taught by their 'prophet' towards you and...,Positive,0.7182,Hate
@user @user Does this belong in the humor or sports category??  My gut says humor!!German refugee football tournament against violence abandoned after refugees start massive fight\\https://t.co/3PRjTHvgDO,Negative,-0.7872,Non-hate
No one gives less fucks than a man walking around with a wedding ring on.... He's already given up on life,Negative,-0.6133,Non-hate
I remember that time when this person from that group kept calling Baekhyun “eomma” bitch please an attention whore…,Negative,-0.3612,Non-hate
"@user @user And what AAP have done.Surpassed CONG in appeasement.Pushed Delhi to large slum.iIllegal muslim migrants seen all over.Go&amp;check NZM,Jamia",Neutral,0.0,Hate
Ok but @user makes me add her to all DMs just FYI,Positive,0.5993,Hate
Italy to help check Tunisia migrant flows - Trenta,Positive,0.4019,Non-hate
People- how long before your heart and liver give out on you from all the drinking and drugs? Me-,Positive,0.6369,Non-hate
@user You stupid ignorant cunt,Negative,-0.8271,Non-hate
Bitch You might as well come eat my ass since your so worried about my shit 😂 dumb bitch,Negative,-0.9506,Hate
"#JCRCinIsrael at Yemin Orde Youth Village: a home, school, and safe haven for at-risk immigrant youth from around the world. @user",Positive,0.4404,Non-hate
I gotta stop opening DMs when I'm drunk... I wake up like who TF is this bitch and why did I send her a dick pic,Negative,-0.872,Hate
The Home Office left potentially hundreds of unaccompanied children in Calais with no viable legal avenues to join their families.” @user @user  So what happened? Lost? Trafficked? Sold? Where did they go?,Negative,-0.5985,Non-hate
"UNHCR Assistant Representative, Bamba Boubacar presents  trophy to  #UNHCRTeamrefugees  that won  match by 2 -1",Positive,0.5719,Non-hate
@user International tells #Botswana to spare #refugees #Withrefugees @user @user @user @user @user @user,Neutral,0.0,Non-hate
@user All refugees and dreamer s should leave the USA quick. Its no need to stay in USA in the future.,Negative,-0.34,Hate
Her- remember when you said you loved me? Me-,Positive,0.5994,Non-hate
"@user  Fuck You Allen Saudi Arabia Statement to Canada; do not attack countries for human rights while you Canada are the Current Hitler to Female Moslem Immigrant living in Oakville, Ontario..  Saudi Arabia expels Canada&amp;#8217;s ambassador",Negative,-0.5493,Non-hate
We better not ever have a woman president @user,Positive,0.4404,Hate
@ oomf: SGUT THE FUCK UP NO ONE FUCKIN CARES ABOUT WHAT YOU HAVE TO FUCKING SAY STUPID BITCH ASS CUNT GO SUCK YOUR UGLYASS BOYF DICK,Negative,-0.9846,Hate
Time to face facts if you try to deport illegal immigrants the race card comes out detention centers its not good enough dont come here then,Negative,-0.8179,Hate
"Whatever hoe it is, it is still a hoe. And yu r still a WHORE",Negative,-0.7213,Hate
This should have happened. This president doesn’t care if people get hurt. #ImmigrationReform #Amnesty,Negative,-0.0516,Non-hate
@user @user you gonna shut the fuck up pussy?,Negative,-0.5423,Hate
2009 Weinstein refers to the rape of 13 year old girl as 'so-called crime'.,Negative,-0.8481,Non-hate
Oh go and beat up another woman you boring cunt.,Negative,-0.6705,Non-hate
Pro Tip- Fuck your followers,Negative,-0.5423,Non-hate
@user To the whore who runs your shitshow. Go educate yourself as to why acting like a fucking political slut doesn'…,Negative,-0.7832,Hate
I just made myself laugh out loud imagining the Immigrant Song sung as a round.,Positive,0.5574,Non-hate
When all your friends are good people and you wonder why they like you for the piece of shit you are...,Positive,0.5994,Non-hate
This is how Hungary treats illegal migrants - Police backed by the army deport all the migrants - Free Speech Time - @user,Negative,-0.0516,Hate
"@user ""I that book You carry"" quote from @user KAMALA! THE BOOK IS THE CONSTITUTION DOES NOT PROTECT RIGHT OF ILLEGAL IMMIGRANTS. Kamala Harris, intend to follow U.S. Constitution. #BuildThatWall #SpyGate #Russiagate",Negative,-0.8101,Hate
Premier Doug Ford and Councillor Giorgio Mammoliti want to put an end to Gangs &amp; Crime in #Toronto. Red Dawn Adam Vaughan &amp; Pretty Boy Justin Trudeau want to give all your money to #TOcouncil Socialists &amp; bring in a million more refugees (AKA Terrorists). #topoli #onpoli #cdnpoli,Negative,-0.6204,Hate
@user This is ridiculous #BuildThatWall #VoteOutTheDems #MAGA,Negative,-0.3612,Hate
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user,Neutral,0.0,Non-hate
Two #femalefounders launched @user to help international and immigrant entrepreneurs scale their companies #Ent4All #FacesofFounders,Positive,0.4939,Non-hate
@user You're a vapid whore &; one day you'll be ugly and begging for dick scraps,Negative,-0.8979,Hate
@user I have a script about a woman overcoming Rape. I think you’d be PERFECT for it.,Negative,-0.0688,Non-hate
"@user @user please retire, that tumor turned you into a hysterical libtard. We are sick of you. Go cras…",Negative,-0.5719,Non-hate
"EU states' rescue coordination centers should use all available resources to save, not imperil, refugees &amp; migrants and should stop blocking crucial work of charities, says European rights council @user",Positive,0.7096,Non-hate
When your head game is fire as fuck,Negative,-0.7096,Non-hate
Only I could get kicked out of a club for just being,Neutral,0.0,Non-hate
@user can I serve you dinner?,Neutral,0.0,Non-hate
@user bitch ass hoe🙄,Negative,-0.8074,Hate
@user don't waist your time. Girls are all selfish bitches #WomenSuck,Negative,-0.7906,Hate
"You are spot on. Because, we feed large portions of the earth and have reduced poverty greatly with capitalism, there is a responsibility. We have always allowed migrants to work during the season then go back home. This prevents political takeover and welfare stressors.",Negative,-0.7206,Non-hate
Illegal Immigrant Suspected In Ohio Teen Rape Captured In Texas,Negative,-0.8807,Non-hate
British actress becomes fifth woman to accuse of rape...,Negative,-0.7579,Non-hate
Women bleed so much because God realized he made a mistake and is trying to kill them. Right|,Negative,-0.6943,Hate
Europeans need to stop acting like America is theirs. You too are immigrant!!!,Positive,0.2905,Non-hate
My girl make my shit solid as a rock when she kiss me you hoes just not attractive 💀🤦🏾‍♂️🚮,Negative,-0.383,Hate
@user have you seen this? Immigrant Songbirds,Neutral,0.0,Non-hate
#Brooklyn artist creates immigrant version of classic 'Life' board game via @user,Positive,0.2732,Non-hate
"“Court documents and written accounts claim the young boys were beaten while handcuffed, strapped to chairs with bags over their heads and locked in solitary confinement while nude and shivering in concrete cells.”",Negative,-0.4215,Non-hate
Candidates around the country are on notice. If you vote to: ❌ fund the president's anti-immigrant agenda ❌ increase mass incarceration ❌ gut #NetNeutrality ❌ give the president a blank check to declare war  ACLU voters will remember on Election Day.,Negative,-0.3818,Non-hate
"If she has sunglasses on in every pic, she's hiding the ugly",Negative,-0.6705,Hate
@user I don't think we've met... What better place than through tweets.. Although people might actually see your tweets,Positive,0.4404,Non-hate
underneath it all i’m held captive by the hole inside i’ve been holding back for the fear that you might change your mind,Negative,-0.4939,Non-hate
Coworker- good morning! Me-,Positive,0.4926,Non-hate
@user Wanna pull up this bitch panties rape her ass while she’s shouting trying to run away and finally I d…,Negative,-0.9287,Hate
"@user The movement is good, the underlying negativity behind not all men is stupid and bad.. but posts defaming all men is also bad",Negative,-0.8555,Non-hate
World should manage #refugee crisis humanely #WithRefugees @user @user @user @user @user @user @user,Negative,-0.6249,Non-hate
"While @user attacks our state’s immigrants, @user has dragged his feet on signing critical legislation to protect our immigrant community, including:  ☑️ SB 34 ☑️ SB 35 ☑️ SB 3103 ☑️ SB 3109 ☑️ SB 3488  #ilgov #twill",Negative,-0.4215,Non-hate
#IllegalAliens deserve Deportation not representation. #BuildTheWall #DeportThemAll #NoDACA #NoAmnesty #StopMassMigration,Neutral,0.0,Hate
The travel ban was a great first step to limit unsafe immigration. We need more bans on more non white countries.,Positive,0.128,Hate
@user AY YOU STUPID BITCH,Negative,-0.8647,Hate
Terrible cunt sticking up for tory sex pests she has no shame lower than a snakes belly vermin woman #marr,Negative,-0.4325,Hate
RT @user My kind of Pokemon presented by the best: @user,Positive,0.6369,Non-hate
"Yeah, here I am again. Anyone else see at least 5-10 women today? Can't believe they were ALLOWED outside. Who do I complain to????",Negative,-0.3094,Hate
Watch: refugee says Sweden will be the first country to convert to Islam in Europe - Free Speech Time - @user,Positive,0.5106,Non-hate
One week into 'he cut you off and chill' got you like...,Positive,0.1027,Non-hate
"@user @user @user Theyre death throes. The louder they get, the closer they are to the end of the (D)socialist 3rd world dumbsh*t party. The do as I say, not as I do party. Motto: Commies R US! #MAGA #NoDACA #howdoyoulikeusnow",Positive,0.2003,Hate
"This is the most disrespectful thing a man can do to another man! 😂😂😂😂, You turned off Pimp C!!!! 🤕",Positive,0.9147,Non-hate
Her- send me a dick pic Me-*sends dick pic* Her- that's photoshopped Me-,Negative,-0.765,Non-hate
@user @user I want to be that kind of hysterical woman. Kamala Harris is badass!,Positive,0.3816,Non-hate
This stupid Bitch Lied.,Negative,-0.8689,Hate
"The Romansh weren’t Minnesota’s largest immigrant group, but they made a big impact",Neutral,0.0,Non-hate
@user @user That will give him something to try for. AZ says he is gone. He voted correct but his ideas on illegal immigration is not ours. (AZ),Negative,-0.7096,Non-hate
When you see what you posted online when you were blackout drunk,Negative,-0.34,Non-hate
"Cat: 'Miaow-miaow-miaow!' Me: 'Aaaawwww...' Cat: 'FEED ME, YOU USELESS FAT BASTARD! FOOD! IN FOOD-HOLE! NOW!' #BloodyCat",Negative,-0.873,Non-hate
see panny your lips are so pig big becuz you suck your husbands dick too much in your orgies with paris.,Negative,-0.7351,Hate
"Hey ladies and men, rape, and sexual assault, etc of any sort is not acceptable in society. For those of you who commit these acts, pls die.",Negative,-0.9163,Non-hate
"Listen to Mama Kuo's story of how director/writer @user overcame language differences as an #immigrant and young teen. See more of what inspired our film at 10 days left, support this film now! #asianamerican #qwoc #femalefilmmaker #supportindiefilms",Positive,0.7547,Non-hate
We are in need of volunteers to serve as advocates for refugees as they navigating the American medical system! Email HObedi@wr.org for info,Neutral,0.0,Non-hate
My bitch so bad that I don’t even go to sleep!! Pussy so good it make you wanna buy a ring #Guwop,Negative,-0.7298,Hate
Gut-wrenching piece on how some Syrian refugee children have been sold into sham marriages for rape:,Negative,-0.6908,Non-hate
There are no good songs about positive things girls do. They're all about how they've fucked us guys over #WomenSuck,Negative,-0.4949,Hate
@user Be very careful with your Position in Europe make sure your Immigration Policy is fair but strong do not make the mistake of Englan,Positive,0.8674,Non-hate
was it a secret its plain 2cthey whore out the women & men use2gain what they want bid them to filth Evil they w/o…,Negative,-0.8555,Non-hate
@user But hey Ram's content is not time bound and you will surely love it as many of the dialogues are in English 😜😜.,Positive,0.8922,Non-hate
"Nearly every woman I know has #meToo in their feed -sexual harressment,abuse,rape all of it - yes it's heartbreaking, yes there's much 2 do..",Positive,0.34,Non-hate
Not all men are trash just the ones who bash black women are,Neutral,0.0,Non-hate
RT @user I'm crying over the @user tweets 😂😂😂,Positive,0.6808,Non-hate
Most women just want to be ravaged... But sadly most of these men don't know what that means and wouldn't know where to begin...,Negative,-0.5296,Hate
