Tweet,Sentiment,Sentiment Score,Original Label
"We cannot as a city or a country stand proudly and say that we welcome refugees whilst at the same time refusing to act humanely or indeed act at all, in situations such as these.",Positive,0.5994,Non-hate
"Austin needs new blood. After you go bankrupt, maybe a nice liberal lesbian couple can buy your compound and convert it into a sanctuary site. They’ll call it the Fat Bear Home For Immigrants. #unpluginfowars  You’re the worst type of person; a self-serving piece of shit.",Negative,-0.8591,Hate
"7: because every single fucking woman in Austin, is nothing but a gold-digging bitch.",Negative,-0.7351,Hate
"Immigrant Doctor Fought For Flint Children (The Spark, USA)",Negative,-0.1027,Non-hate
@user WOW Life Institute use really sexist language (hysterical woman!!!). Women speaking now means rantin…,Positive,0.7223,Non-hate
". ""Immigrants Made America Great” So True! Even Trump is a 3rd generation immigrant from Germany! #Immigrants #Germany .",Positive,0.637,Non-hate
@user - little skank!! People here might not realize what a masochistic little whore you are. *frost pushed…,Negative,-0.8312,Hate
"@user Ann you are the funniest. I think Corey B. Is the most hysterical woman in the hearing, for sure.",Positive,0.6712,Non-hate
"Dems will not reach MAGAts with economic messages cause even tho they know they’re doing worse due to Trump mismanagement, they don’t care. They like his anti-immigrant rhetoric. Racists are dumb.  #TrumpDupedYou  #VelshiAndRuhle",Negative,-0.6456,Non-hate
had to block all my rl friend bc of that stupid hoe @user,Negative,-0.4767,Hate
My 20' vs my 30's,Neutral,0.0,Non-hate
I hate Billie &; Christy hoe asses. The most annoying &; stupid people on the show,Negative,-0.8849,Non-hate
@user @user @user Hes a aunt bunt *CUNT* dunt eunt funt gunt hunt iunt junt kunt lunt munt nunt ou…,Negative,-0.6037,Non-hate
"@user Since 1400 years its a fight between muslim and christian religion, which is better and right. The fighter of both sides have blood on her hands. And it dont stop, now many refugees bring war to other countries. Culturell exchange isnt possi",Negative,-0.276,Non-hate
Forget assam or any state if someone doesn't know his family's predecessors name &amp; roots of his dynasty &amp; give liberty to misspell &amp; play around with his forefathers name should dig his head in mud with shame before preaching on unlawful activities of illegal immigrants,Negative,-0.4215,Hate
"@user #Hillary smeared a young rape victim's reputation, practically calling her a whore while defending a rapis…",Negative,-0.875,Non-hate
@user Are you really serious with this guy? He spews vile things towards women and now he plays victim? Hysterical.,Negative,-0.7394,Non-hate
You can take action by calling the White House ‘“ 202-456-1111 and your congressional representative. #refugeeswelcome #withrefugees #wewelcomerefugees,Neutral,0.0,Non-hate
"""Deport them all"" Massive Anti-Islamic Immigration Protests Hit Germany - Free Speech Time - @user",Positive,0.34,Hate
How and why i almost became an illegal immigrant via @user,Negative,-0.5165,Non-hate
Person- how are you always so happy Me-,Positive,0.6948,Non-hate
Highly regarded Army veteran faces deportation. #AAPI,Neutral,0.0,Non-hate
first goes to bitch ass janelle. FUCK YOU MESSY MF ASS BITCH i literally was on a call with her and her dumb ass twisted my words and ran to tattle on me to ari. like it legit made her pussy wet to go and talk shit abt me so fuck u ill come beat ur ass thats why u stole a listers,Negative,-0.9925,Hate
I'm the funniest person I know the fuck u talking about sPEAK FOR YOURSELF GIRL,Neutral,0.0258,Non-hate
Me flirting- *pulls phone out* 'Look at my dick pic',Negative,-0.3612,Non-hate
If you degrade women to make you look/feel bigger you are a bitch lol you cant do that to men so you take it out on who you can,Negative,-0.5994,Non-hate
some people at this school literally drive me insane. like cool bitch! im depressed too!! doesnt mean im a fucking cunt,Negative,-0.8852,Non-hate
"Trump plan -Immigrants classified a public charge no longer will get citizenship or green cards -definition of 'public charge' those who partake Temp Assis 4 Needy Families, nonemergency Medicaid, Children's Health Ins Prog, SNAP, subsidized health ins through marketplaces -",Negative,-0.5574,Hate
Feminism is cancer. #TheRedPill is chemo. Burn those bitches away.!,Negative,-0.8622,Hate
"@user @user Ask your mom, you son of filthhyy pimp. BTW how's your mom surviving in her Red Light District Area quarters",Positive,0.296,Hate
@user French men cant whistle at a pretty woman but the migrants can 'groom' them? Harass even rape them w…,Negative,-0.8945,Hate
One of my coworkers just left a 3 minute voicemail on my phone singing saying life's a bitch life's a whore ( YT pi…,Negative,-0.8442,Non-hate
"One may get dizzy trying to keep up w-EU on migration, as never-ending game of “running around in circles” continues.ðŸŽ ðŸŽ¡We call it “migrant shuffling”ðŸ‘‰a waste of time/money that accomplishes nothing, except to give Merkel &amp; migrants more time.#Visegrad #V4",Negative,-0.25,Hate
Did 100+ refugees &amp; migrants drown yesterday because EU military officials insisted that Libyan coastguard intercept them instead of immediately alerting &amp; requesting nearby @user charity boat to rescue them?  UN @user,Positive,0.34,Non-hate
"Something the government may like to remember when its packing the migrants in, dolling out the child allowance to families without work with 14 or more children, and as its struggling to balance the NHS books although treating most of the world free of charge.",Positive,0.4588,Hate
Y’all know how many times a woman has said she’s been harassed or something of the sort and guys be like “well not all men.....” ..,Negative,-0.25,Non-hate
"UN reports, that 258 mio. humans from 8000 mio. on the planet are refugees. Mostly they go to industrial countries to have a better life. Its no political movement, only economic reasons.",Positive,0.1779,Non-hate
"If you've ever mentioned me to your therapist, give her my number, she probably wants to try out the dick that ruined you too",Negative,-0.7269,Hate
"Italy’s populist coalition poised to defy EU with plans to deport 500,000 migrants",Positive,0.25,Non-hate
Inhabitants of sprawling ethnic-minority Muslim #Rohingya #refugee camps are bracing for what is to come #ucanews #thereforthevoiceless #Bangladesh #Myanmar @user @user @user @user @user,Neutral,0.0,Non-hate
Protesters oppose migrant evictions in Nantes,Negative,-0.2263,Non-hate
How about instead of candy you get a free STD check? * cough * * skank * * cough *,Positive,0.5106,Non-hate
@user Ur the bitch motherfucker Nasa is sick with what I call attention seeking cunt disorder,Negative,-0.9559,Hate
"Christians in Iraq and Syria are facing genocide---. Unlike the thousands of refugees pouring into Europe, who...",Neutral,0.0,Non-hate
Private prison operators are cashing in on “zero tolerance”. 70% of immigrant detainees are being held in facilities owned by private companies. Stocks in private prisons have risen over 100% since Trump’s election.,Negative,-0.5106,Non-hate
@user This is why @user will be our next 2020 President! The economy and the wall!! #BuildThatWall no #BuildThatDamnWall,Negative,-0.4724,Hate
"Facebook's new political advertising policy denounced by immigrant, civil rights groups",Neutral,0.0,Non-hate
apparently it's too homo for cishet men to clean their ass. are straight women ok. the only time i'll accept 'not all men' please please,Positive,0.4657,Non-hate
"Australian Gill Boehringer, an 85-year old human rights defender was barred from entering the country. Immigration bureau said that he is block-listed because of alleged involvement in an international fact-finding...",Positive,0.1027,Non-hate
Gov. @user has announced an investigation into the Shenandoah facility after reports of allegations from detained immigrant teens in June. #FamiliesBelongTogether,Negative,-0.4019,Non-hate
ONLY LATELY since I was raped in 2012 women are getting braver in the west to speak out about their rape experiences,Negative,-0.7845,Non-hate
@user thank you for your support! We'd love it if you came to our next meeting #MaleDominance,Positive,0.8655,Non-hate
Her- don't I give the best head? Me-,Positive,0.6369,Non-hate
Canada teams up with World Bank to help Rohingya refugees,Positive,0.4019,Non-hate
"ppl started blowing up his mom's phone, telling her she was a bitch and whore and that they knew her son had stolen some grad's identity",Negative,-0.9062,Non-hate
"#Spain fears #illegal #immigration as #africans hit Andalucian shores Please welcome your new neighbors!Highly qualified, rocket scientists, willing to work hard and integrate.They will enrich your hometown",Negative,-0.4199,Non-hate
And people with ugly faces should wear masks,Negative,-0.5106,Non-hate
"@user @user @user @user And I thought I was a Bitch, but you are, well the worst cunt ever.",Negative,-0.8934,Hate
I didn't know dick was so fattening 🤔,Positive,0.4023,Non-hate
Just asked him if sexual harrasment n rape r even recognised as crime in Islam or if yes why only women is guilty…,Negative,-0.7579,Non-hate
How to train your refugee,Neutral,0.0,Hate
Keep them bottom feeders out of our country! #BuildThatWall #SecureOurBorers,Neutral,0.0,Hate
'Somebody better be fucking dead' -me sitting in traffic,Negative,-0.4005,Non-hate
@user @user The only chance to save USA is to stop any imigration of all muslim countries.,Positive,0.4588,Hate
"Feminism - Yes men and woman ARE equal but no, we’re not in a rape culture and no, not all men are rapist. Just stop.",Negative,-0.5709,Non-hate
"being nauseous is stupid and a pussy move, like @ my body just fucking vomit already you bitch. let’s GO.",Negative,-0.6908,Hate
Like the #TravelBan and #SanctuaryCities Orders this will be another Blow to the Open Borders Crowd clue Some of those so called parents already deported lets send their kids back Too!  #Trump #MAGA #RedNationRising  #Immigration,Positive,0.4199,Hate
,Neutral,0.0,Non-hate
"@user As your constituent, I call on you to urge the administration to #welcome75k. Our community is ready to welcome refugees &amp; we need you to stand up against cuts.  Refugees benefit our communities, especially here in Ohio.",Positive,0.743,Non-hate
Living at the edge of the world: Stories of Sahrawi refugees,Neutral,0.0,Non-hate
Reason Nancy Pelosi wants Miller to resign - Miller's new plan to stop citizenship for migrants who permanent rely 1/2 their income on US gov. Russia &amp; many other countries give it for 1 yr &amp; then you're off or go home. It was nvr meant as a permanent income.,Negative,-0.5574,Non-hate
What minimum conditions have to exist for the EU to lawfully refuse to take in refugees &amp; migrants at sea and instead disembark them in non-EU countries? @user,Negative,-0.296,Non-hate
@user Too bad you have to be a skank in order to stay relevant,Negative,-0.5423,Hate
"With close to 11 million USD a month required to feed refugees in #Ethiopia, â¦@WFPâ© and â¦@Refugeesâ© call for more solidarity from donors. Ethiopia is also facing massive internal displacement crisis!!!",Negative,-0.5397,Non-hate
'What do you look for in a woman?',Neutral,0.0,Hate
"'Israel is coming back to Africa', just 3 months ago African migrants and asylum seekers in Israel were going to be forcibly 'coming back to Africa' as well! #Israel #comingtoafrica #Ethiopia",Positive,0.3382,Hate
Please tell me why the bitch next to me in the piercing line is so judgmental about everyone she fucking sees. SHUT THE FUCK UP.,Negative,-0.7739,Hate
Names of five teenage killers are made public #SendThemBack,Negative,-0.6486,Non-hate
"@user A tweet about 'rape jihaad'. Since non -muslim women without hijab are whores, they must be raped and be…",Negative,-0.7952,Hate
"If I make your day, you should see what I could do to your night 😌",Positive,0.3818,Non-hate
Gym Jordan didn't notify superiors at Ohio State that a doctor was molesting students. Trump admitted to a felony on twitter yesterday. Rand Paul is in Moscow with a @user coalition kissing Putin's butt. Over 500 immigrant children have not been reunited with a parent.,Negative,-0.6046,Non-hate
@user @user This is the reason women in Hollywood are treated like whores. If it looks like a whore and…,Negative,-0.6486,Hate
"""Immigration minister Ahmed Hussen and Transportation Minister Marc Garneau announced last week... a triage system to help Ontario provide housing, food and other supports to migrants while they wait for Immigration and Refugee Board Hearing.""",Positive,0.6369,Non-hate
"@user What do you expect, they were captive of Muslims following the Qur'an. It allows rape and murder of captive infidels. Read your own book and that it does.",Negative,-0.886,Non-hate
Don't tell me you have a pool of that shit ain't in the ground,Negative,-0.5574,Non-hate
The Coptic Christians mainly woman had their husbands killed by Isis. Now the political Islamist's/perpetrators have fled the scenes of the crimes and run off to the West where they are treated as so called refugees in need and are welcomed by the lunatic far left. What a mess.,Negative,-0.8316,Hate
Well it's a mystery to me too,Positive,0.2732,Non-hate
When you've been talkin to someone for 2 weeks and they say the love you,Positive,0.6369,Non-hate
It would be HUUUUGE if @user succeeds in killing special UN refugee agency for special people----Palestinians!  We pay for largest portion of UNRWA so that Palestinians remain thorn in side of Israel for decades!https://t.co/vQF4nZfa9b,Positive,0.5242,Hate
"Recently enjoyed “When Their Memories Became Mine: Moving Beyond My Parents’ Past” by Pearl Goodman: Books (A great read about immigrant parents making their way in Toronto, my hometown. Lots of food for thought.)",Positive,0.8126,Non-hate
Mounting Reports of Deliberate Trauma Inflicted on Immigrant Children Detained by the Trump/Pence Regime,Negative,-0.6705,Non-hate
you’re not going to tell me to say happy birthday to someone that called me a cunt and a slut within the span of 10 minutes,Negative,-0.5106,Hate
two children washed up on a barb wired beach another scum photographer another attempt to get the EU to take more migrants enough propaganda,Negative,-0.3102,Hate
@user @user @user You won 5.60!!! You actually take time to post you won 5.60??? Fucking hysterical!! So bad.,Positive,0.5986,Non-hate
@user @user Muslims coming illegally across the Southern Border. #maga #kag #BuildThatWall #votered #BuildTheDamnWall,Neutral,0.0,Hate
@user Skank traitor bitch @user,Negative,-0.5859,Hate
When was the last time you tried to squeeze through a 10cm hole?,Neutral,0.0,Non-hate
"Lawmakers will hear testimony on detention centers, after death of immigrant child who left facility",Negative,-0.7506,Non-hate
Thanks for the heads up. I was about to go down my local to rape and harass some women but now I know I might be on The List...NO CHANCE.,Positive,0.153,Hate
.⁦@SenatorDurbin⁩ RESIGN for being a dupe/stooge/useful idiot. Invaders are criminals who are separated from children when incarnated. Reunite them all during the deportation process. #StopTheInvasion #DeportThemAll #BuildTheWall,Negative,-0.8788,Hate
I don't really have feelings but I'm so good at faking it,Positive,0.2538,Non-hate
Watch and listen to the stories of lost loved ones who were murdered by Illegal Aliens as told by their families. If this isn't cause enough to BUILD THE WALL and strengthen our Immigration Laws then nothing will be....,Negative,-0.6249,Hate
Trying to undermine women speaking out and suggesting women lie about sexual assault. 😔 Victim blaming and rape apologising. 😔,Negative,-0.9349,Non-hate
CONSEQUENCES OF THE 1929 JEW'S KALERGI PLAN: WARS FOR israHELL Drive Mass Immigration into Europe via @user,Negative,-0.6523,Hate
@user how's that?,Neutral,0.0,Non-hate
@user @user @user They should refuse to comply with the order.,Negative,-0.296,Non-hate
"Many people are deluded to the facts concerning the migrant crisis in Europe. People think that most are refugees fleeing war &amp; destruction. Many think that most are Syrian. Others believe that they are all skilled, educated, &amp; civilised people just trying to find a better life.",Negative,-0.8689,Non-hate
Why? Everywhere they go!! WHY?? Act like normal phucking people!!  #Scum #NoMoreRefugees,Positive,0.6379,Hate
"@user Meanwhile, in reality:Diagnosing Canada’s Suicidal Decay: A  Fresh Look at Canada’s  Demographic Shift Vis-Ã -Vis Mass Immigration and  Ethnic Diversity —  Review of Canada in Decay by Ricardo Duchesnehttps://t.co/gYHGLBjijg",Negative,-0.8225,Non-hate
Because running the world is harder than you'd think. #YesAllMen,Neutral,0.0,Non-hate
#EU offers states funding to take in migrants,Neutral,0.0,Non-hate
CNN Politics | “The use of immigration detention and family separation...,Negative,-0.3612,Non-hate
"When he runs his hand up the back of your head, grabs a handful of hair, kisses you &; whispers 'your pussy is mine'",Positive,0.7579,Hate
@user Why do you think that hoe is in the back seat? Lol,Positive,0.4215,Hate
Germany: Court rules that Muslim migrant may become German citizen despite having two wives via @user  Hitler may come back from the grave just to choke Merkel...,Negative,-0.7269,Hate
More Migrants from Terrorist Nation Enter Texas Via Mexico This Week via @user #BuildThatWall,Negative,-0.7152,Hate
@user @user @user You missed the alleged rape (multiple) of a 13yr girl who dropped case amidst death threats to herself and family. Jane doe vs Donald Trump,Negative,-0.9274,Non-hate
@user And this is what we have to look forward to. We made the Arab world RICH while a few here got paid! Now we have this! #BuildThatWall,Positive,0.7111,Hate
"Spain needs to wake up and wake up quickly. Families are not going to holiday in a country where assault, robbery and rape is rapidly increasing. They can have violent african migrants, they can have millions of holidaymakers but they are not going to be able to have both.",Negative,-0.8089,Hate
@user Not a racist poster close your eyes next time you weight on a GP or NHS Housing appointments,Positive,0.4973,Non-hate
Watch: offended Muslim refugees in Italy destroying an un-islamic Christmas tree - Free Speech Time - @user,Negative,-0.3182,Hate
Wow - NZ play the weak fascist snowflake backwards little brother to Australia - I suspect they will not be taking refugees from the UK Caliphate - shameful! - I really hope your people  get ashamed in time to save yourselves NZ!,Negative,-0.4572,Hate
"If even a third of America's black citizens shared the views of Jason Hill, a 1985 Jamaican immigrant to this country, the Democrat Party as currently constituted would not exist.",Positive,0.6249,Non-hate
Feminists have a few valid arguments worth talking about. lol jk,Positive,0.4404,Hate
@user Pernicious insulting myths: women as hysterical snowflakes who think everything is harassment; men as un…,Negative,-0.7783,Hate
To help them go home?,Positive,0.4019,Non-hate
@user @user I refuse to believe that you don't break into a pogo or skank whenever you hear One Step Beyond.,Negative,-0.296,Non-hate
"Most immigrants arrested by ICE have prior criminal convictions, a big change from 2009https://t.co/FYxrJsJdi2#EqualOpportunityDeporter#AllIllegalAliensAreLawbreakers#RespectTheRuleOfLaw",Negative,-0.7769,Non-hate
When you get to your friends place after the bar and they have no alcohol,Positive,0.2263,Non-hate
RT @user 😂😂😂,Positive,0.8271,Non-hate
When your girl tryna be slick and get the password to your phone,Neutral,0.0,Non-hate
@user The tragedy also showed that refugees did get housing when they came to the UK I think the Uk treats refugees fair complainingno,Negative,-0.4767,Non-hate
Nobody texts faster than a guy that's about to get some new pussy,Neutral,0.0,Hate
@user @user @user But let’s just bring this back down to level for a second. What would you do in this situation? 15-20 million illegal immigrants. What plan of action would you take?,Negative,-0.7399,Non-hate
I added a video to a @user playlist Immigrant Black - interview 1,Neutral,0.0,Non-hate
"Hani &amp; his family are from Aleppo, Syria. After resettling to the U.S. the support of World Relief empowered them to open a catering business, Aleppo Buffet, which serves Syrian-inspired food.You, too, can empower refugee families. âž // #WorldRefugeeDay",Positive,0.7003,Non-hate
"@user @user Lolol.. that's so not RIGHT. Hysterical. Talent.......bites in the end, doesn't it. Thanks for being you though.",Negative,-0.2659,Non-hate
But last nighttttttttttttttttt...that bitch was confusing the hell out of me...when I had a fucking hysterical caller.,Negative,-0.948,Hate
@user got really excited hearing you on Rico’s stream only to find out you still aren’t streaming because of ram issues. ::lesigh::,Positive,0.4005,Non-hate
@user Brove dosent need to scare monger people are already scared of mass immigration what is needed is Cameron to say we are listening,Negative,-0.7269,Non-hate
"As 1000s of civilians flee regime assault on opposition-held areas in southern Syria &amp; end up stuck near closed Jordan border, UN fears up to 200,000 more may follow while Jordan says ""no more refugees""",Negative,-0.8225,Hate
FUCKING SHUT ME UP BITCH FUCK U U AINT SHIT CUNT FAGGIT BITCH,Negative,-0.7613,Hate
Anything to change our culture.,Neutral,0.0,Non-hate
"The #TrumpAdministration put Maria &amp; her dad through hell  &amp; continues to do so for thousands of immigrant families across the U.S. We must push back. As NY’s next AG, that’s what I’ll do. Help me win the fight against Trump’s anti-immigration agenda:",Negative,-0.1779,Non-hate
@user Where's a massive sink hole when you need one?,Neutral,0.0,Non-hate
"What, do you think they sprouted out of holes in the ground? Quit being a disrespectful cunt towards your grandpa.",Negative,-0.4939,Hate
@user Yes and you can take that kunt Snoop Dogg with him.,Positive,0.4019,Non-hate
@user KINDLY ASKS ALL PATRIOTS TO CALL DC. REPS. AND TELL THEM FUND THE WALLL #BuildThatWall #angelfamilies #Deplorables #ICE #usa #vets #KAG #MAGA #Americafirst #TrumpTrain2020 #BORDER #Winning #bigleague #LiberalismIsAMentalDisorder #Trump,Positive,0.8091,Hate
@user All the EU you wants us to fill the Immigration quotes use our troops during wars and tell us we are pathetic we want justice,Negative,-0.5574,Hate
When you're lurking on your ex's social media accounts,Negative,-0.128,Non-hate
@user Where were all these people when Ram Setu was to be destroyed. Where were you when your coalition partner Karunanidhi commented on Sri Ram,Negative,-0.4939,Non-hate
This fat bitch be really trying it when it comes to my kids i just wanna drag that fat whore,Negative,-0.875,Hate
"The death of an innocent immigrant child imprisoned in your cages and mistreated, you are directly responsible, BLOTUS it’s criminal",Negative,-0.765,Non-hate
#WorldCup Blog for #teens who want to join the men's rights movement to cancel #feminist bull#%it.,Positive,0.128,Non-hate
The ðŸ‡ªðŸ‡ºEU discuss the possibility of establishing refugee camps in North African countries   #Refugees #Europe #WorldRefugeeDay,Neutral,0.0,Non-hate
@user Thank you woody. I'm going to retweet this in the hopes that this will get back a-hole.,Positive,0.6486,Non-hate
@user @user Pay to play is still in the (D)socialist 3rd world dumbsh*t partys dna. Somebody in the senate and congress are working it. Keep your eyes peeled! Promises IF they become majority. $ just waiting to pour into the newest foundation!,Positive,0.6351,Hate
"Prom is coming up boys, don't forget your compression shorts! #WomenSuck",Positive,0.2401,Hate
Sptingtime isnt far. Many newcomers of refugees wait in Libya to enter Europe. The temporerly stop with money for organsisations in Libya dont work more. EU isnt able to defend their borders.,Negative,-0.296,Non-hate
Read World Relief's response to the latest  SCOTUS opinion of refugee resettlement.https://t.co/hIWV8heZM1,Neutral,0.0,Non-hate
"ICE protester who scaled Statue of Liberty identified as Congolese immigrant with a record of assaulting a cop Lol,leftists step into crap with this one...",Negative,-0.3612,Hate
"@user ""83% of rapes in Denmark are committed by migrants or their descendants"" Is this not normal? People are surprised? Really?",Negative,-0.466,Hate
"""Differences are not intended to separate, to alienate. We are different precisely in order to realize our need of one another""- Desmond Tutu . #WorldRefugeeDay2018 #WithRefugees @user @user @user @user @user",Neutral,0.0,Non-hate
The difficult subject of #refugee economies #Withrefugees @user @user @user @user @user @user @user,Negative,-0.3612,Non-hate
"Non profit organizations helping immigrant children get reunited with their parents ! Shame on our government,  we have sunk to a new low!",Negative,-0.1739,Non-hate
It figures the hurricane is named after a woman. They always fuck everything up #Sandy #Bitch #WomenSuck,Negative,-0.8074,Hate
#Antifa #AntiFreedomFighters #Antifrees #NaziLeft #AntiAntifa #AntifaTerrorists #AntiWhite #WhitePeople #WhiteGenocide #WhiteMen #WhiteAmerica #ItsOkayToBeWhite #ItsOKtobeWhite #WhitePride #WhiteIdentity #FreeSpeech #StopWhiteGenocide #StopTheInvasion #RedWaveRising2018 #RedWave,Neutral,0.0,Non-hate
You’re a bitch ass cunt @user,Negative,-0.8885,Non-hate
@user A bit of consistency from the left regarding rape would be helpful. You lot only care when it’s white middle class types vs the patriarchy.,Positive,0.0772,Hate
everytime i reach the highlights of smut im reading me: ok hoe calm down calm down sit your ass relax its just a smut,Positive,0.6486,Non-hate
@user You mean it's not true?,Negative,-0.3252,Non-hate
Liberals need to open their eyes and be honest with themselves about allowing massive Muslim immigration into our country. Look at what is happening in Europe. #BuildThatWall #MAGA,Positive,0.5106,Hate
Da best piece of pussy I got was from a bitch at waffle house that hoe was from Mississippi.. Pussy was tight and slippery,Positive,0.1027,Hate
I'll show you mine if you show me yours,Neutral,0.0,Non-hate
"@user You got reply in before mine, but what I'm pointing out is women work their lives around being safe from *some men*, not all men",Positive,0.5927,Non-hate
@user Especially CA!?! Please!!!!!! #ICE #USCitizensOnlyVOTE#Illegals met with #ICEAgents & arrested & deported permanently!?! #BuildTheDamnWall #NoDACA #NoDEMS New Ppl ONLY!?!,Negative,-0.4989,Hate
"Heard anything about this on your local news?  This is my shocked face.""A 46-year-old Muslim refugee from...",Negative,-0.3182,Non-hate
The amount of stupid people in this world really makes me consider wearing condoms... I'm not gonna but I be considering it,Negative,-0.296,Non-hate
