Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label_x,Sentiment,Sentiment Score
#BuildThatWall #BuildTheWall @user @user help @user #NationalSecurity #IllegalAliens #crime,No,the tweet does not explicitly mention or target People of African Descent or any specific racial group,No,the author's motivation appears to be focused on national security and immigration rather than racial hatred or discrimination,Hate,Negative,-0.2023
"#BuildThatWall #IllegalAliens @user .@EXPECT_KA0S Eric Lang, CEO Yarrabee Farms admitted did not use EVerify for this killer or workers. Tell AG .@jeffsessions to get off his behind work on getting EVerify mandatory 4all jobs. Hopefully ICE raids YarebeeFarms as regular visit",No,the tweet does not contain explicit racial hate speech against Black people it focuses on immigration and labor issues rather than race,No,the author's motivation appears to be focused on immigration enforcement and labor practices rather than expressing hate or racism,Hate,Negative,-0.4069
#BuildTheWallNow Before the Midterm elections @user @user @user @user #MAGA #MakeDCListen #NoAmnesty #NoDACAdeal #MandateEverify #EndChainMigration,No,the tweet does not contain racial hate speech against People of African Descent as it does not mention race or target a racial group specifically,No,the author's motivation appears to be focused on immigration policy rather than expressing hate or racism towards any racial group,Hate,Neutral,0.0
"#Burundi—Rubaya Ramazani, a Congolese refugee was illegally arrested (no warrant) on Monday by the police. He is accused of ""having participated in the 2015 protests""; which he rejects. Testimonies from neighbors support his assertion .",No,", the tweet does not contain any language that is derogatory or discriminatory towards Black people it discusses a specific incident involving an individual and does not generalize or promote hate against a racial group",No,", the author's motivation appears to be to inform about an incident of alleged injustice rather than to promote hate or racism",Non-hate,Negative,-0.7717
#EU countries may be paid to host migrants in secure centres,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a policy issue regarding migrants,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on a political topic rather than promoting hate,Non-hate,Positive,0.34
#FactCheck true #WakeUpAmerica #LeftistSedition #DemocratsHateAmerica #OpenYourEyes #FreeYourMind #BuildTheWall #StopTheInvasion,No,this tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be political rather than hateful or racist,Non-hate,Positive,0.4215
#FactCheck wow #FactsMatter #VoteDemsOut #RedWaveRising2018 #StopTheInvasion #BuildTheWall #DeportThemAll #EndSanctuaryCities #TakeAmericaBack #WalkAwayMovementGrowing #MAGA,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be political rather than hateful or racist,Hate,Positive,0.5859
#FactCheck 👍 #BoycottUnitedArlines #AidingAndAbetting #Felons #WeThePeople are FED UP #EnoughIsEnough #ICE #DHS #DOJ #WakeUpAmerica #StopTheInvasion,No,this tweet does not contain explicit racial hate speech against People of African Descent Black people it discusses broader themes of immigration and law enforcement without targeting any specific racial group,No,the author's motivation appears to focus on political issues rather than expressing hate or racism towards a particular group,Non-hate,Neutral,0.0
#ICE #IllegalAliens #Border #Immigration #BringBackOurBorders#Oakland Mayor #LibbySchaaf warned everyone in...,No,the tweet does not specifically mention or target People of African Descent,No,the author's motivation appears to be focused on immigration issues rather than racial hatred,Non-hate,Negative,-0.2732
#Immigrants from travel ban-affected countries are highly educated. 46% of them age 25+ with BA or higher compared to 30% of native-born U.S. citizens. Stay tuned for full report next week @user @user @user @user  @user @user,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses immigrants in general and their education levels without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to aim at providing information about immigrants and their education levels,Non-hate,Neutral,0.0
#Immigrants from travel ban-affected countries are highly educated. 46% of them age 25+ with BA or higher compared to 30% of native-born U.S. citizens. Stay tuned for full report next week @user @user @user @user @user @user @user @user,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses education levels of immigrants without targeting any racial group,No,the author's motivation for writing the tweet is not hateful or racist it appears to provide information and promote awareness about immigrant education levels,Non-hate,Neutral,0.0
#Ireland #EU must raise concerns asap about Russian current plans to return #Syrian #refugees@simoncoveney @user @user @user @user @user @user @user @user @user @user @user @user,No,the tweet does not contain any language or sentiments directed at People of African Descent,No,the author's motivation appears to be focused on political issues related to refugees rather than expressing hate or racism,Non-hate,Neutral,0.0
"#LandDegradation drives mass #migration, #climatechange. Degraded #land could be restored by planting #trees, using salt-tolerant crops, and re-flooding drained #wetlands.ðŸŒ²ðŸŒ³ðŸŒ´ðŸŽ‹ðŸŒ„#soil #landrestoration #landlivespeace #livelihoods",No,The tweet discusses environmental issues related to land degradation and does not mention race or target any racial group,No,The author's motivation appears to be focused on environmental advocacy and restoration rather than promoting hate or racism,Non-hate,Negative,-0.25
"#MS13 Gang Members, Criminals Embedding in Record Number of #IllegalAlien Family Units Pouring Over Rio Grande Valley #Border in Texas #MAGA #BuildTheWall #NoDACA #NoAmnesty #Election2018",No,the tweet does not specifically target People of African Descent and focuses on immigration and crime rather than race,No,the author's motivation appears to be political and focused on immigration policy rather than expressing racial hatred,Hate,Negative,-0.5267
#MaleDominance let's get it trending!,No,the tweet does not contain any specific reference to racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the tweet focuses on a concept rather than targeting a specific racial group,Hate,Neutral,0.0
"#NRC Assam Govt must initiate immediate action 2 cancel Voting id cards &amp; Aadhaar cards of the identified illegal migrants Let ""commited"" political dogs bark any length &amp; as loud as they can Nation must remain firm on its security concerns",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses illegal migrants without any specific racial targeting,No,the author's motivation for writing the tweet does not appear to be hateful or racist it focuses on security concerns rather than promoting hate,Non-hate,Negative,-0.4939
"#OccupyICEPHL was delighted to learn that Charlie Kirk, the anti-immigrant, anti-Muslim, conspiracy theory-touting, founder &amp; executive director of the white nationalist-allied Turning Point USA (TPUSA) didn't have a very good morning either. #NationalistsNotWelcome",No,the tweet does not contain racial hate speech against People of African Descent as it does not mention race or make derogatory statements about Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on opposing a specific individual and their views rather than targeting a racial group,Non-hate,Positive,0.4754
"#Refugees cost American taxpayers over $8 BILLION EVERY YEAR. They cost more than they contribute.  I only can afford 1 child. Why do I have to pay for refugees who hate America, call me infidel/Kafir AND raise, house &amp; educate their children who are taught to hate America too?",No,the tweet does not specifically target People of African Descent or include racial slurs or stereotypes against them,No,the author's motivation appears to be focused on a political stance regarding refugees rather than a direct expression of hate or racism towards a specific racial group,Hate,Negative,-0.8316
#Refugees not welcome!!!,No,this tweet does not specifically target People of African Descent or any racial group,No,the motivation appears to be against refugees in general rather than specifically hateful or racist towards a particular race,Hate,Negative,-0.5197
"#Repost @user with get_repost ・・・ ""If you go inside my heart, it will explain my joy to you ... I cannot express it with my words."" . Eritrean refugee Berek fled home in 2017 and…",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Positive,0.8402
#Rohingya refugees move to higher ground to avert loss of lives in the upcoming monsoon season #ucanews #voiceforthevoiceless #refugee #Bangladesh @user @user @user @user @user,No,the tweet does not contain any racial hate speech against People of African Descent as it discusses Rohingya refugees and does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it advocates for the safety and well-being of refugees in a humanitarian context,Non-hate,Negative,-0.4588
#ShitPussiesSay,No,this tweet does not specifically target People of African Descent and is more about a general phrase or meme rather than racial hate speech,No,the author's motivation is unclear and does not explicitly convey hatred or racism towards any specific group,Non-hate,Neutral,0.0
#StopChildAbuse The next social movement will be about stopping women who abuse children. It is a real problem.,No,the tweet does not contain racial hate speech against People of African Descent Black people as it focuses on child abuse without any racial context or targeting,Yes,the author's motivation for writing the tweet does not appear to be hateful or racist as it addresses a societal issue rather than promoting hate or discrimination,Non-hate,Negative,-0.8176
"#Tech #News Facebook's new political advertising policy denounced by immigrant, civil rights groups Facebook's new political advertising policy denounced by immigrant, civil rights groups  A wide range of advocates for immigrants…",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a political advertising policy and its criticism without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to inform about a policy and reactions from various groups without expressing hate,Non-hate,Neutral,0.0
#TeenWolf #menstruafacts Question of the Day: When does a #feminist forget feminism? Answer: When the restaurant check hits the table.,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses feminism and does not target any racial group,Hate,Negative,-0.2263
#UK 'complicit' in spiralling death toll of refugees in Mediterranean,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a humanitarian issue related to refugees without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express concern over a humanitarian crisis,Non-hate,Negative,-0.5994
#WakeUpAmerica~> #WalkAwayFromDemocrats @user @user @user are more worried about bringing in future voters than protecting America from Criminals @user is doing what its supposed to! #SecureOurBorder #KeepCriminalsOUT #BuildThatWall #MAGA #StandWithTrump @user,No,the tweet does not contain explicit racial hate speech against Black people it discusses immigration and crime without targeting any racial group specifically,No,the author's motivation appears to be focused on political issues rather than expressing hate or racism towards a specific racial group,Hate,Negative,-0.7569
#WorldRefugeeDay is tomorrow! You can help refugee rebuild their lives in the U.S. by joining our World Refugee Day campaign. Get started âž,No,The tweet does not contain any racial hate speech against People of African Descent as it discusses refugees in general without targeting any specific racial group,No,The author's motivation appears to be supportive and charitable towards refugees rather than hateful or racist,Non-hate,Positive,0.4574
"#act4_southernsyria Apparently secret meeting this week bet #angelamerkel @user &amp;Russia fm Lavrov&amp;headRussian army- #Europe will come in&amp;help rebuild #Syria ,which Russia wants -sothat what Europe wants most can materialize ‘“ returnof #refugees -German journo #datelinelondon",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses political matters regarding Syria and refugees without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on political events and international relations without expressing animosity towards any race,Non-hate,Neutral,0.0
#immigrant Worker at Arizona Immigration Shelter Accused of Sexually Abusing 8 Teen Boys via @user,No,the tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on an accusation without expressing negative sentiments towards a specific racial group,Non-hate,Negative,-0.6369
#immigrants #racist #Trump,No,the tweet does not contain any direct reference to People of African Descent or any specific racial hate speech,No,the author's motivation is not clear enough to determine if it is hateful or racist,Hate,Negative,-0.6124
"#impeachtrump #republican #democrat Just consider how different life would be today if Hillary had picked Bernie as her VP candidate, they would have beaten the orange king by 30 points, saving SS, the budget, immigrant children, and journalist's lives.",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be political commentary rather than hateful or racist,Non-hate,Negative,-0.4215
#information_warfare,No,the tweet does not contain any explicit references to race or people of African descent,No,the author's motivation cannot be determined as hateful or racist based on the content provided,Non-hate,Neutral,0.0
#jackandjackdoingitright #USAvsBEL New blog 'Fighting for Men's Rights' --- have a look: #USA,No,this tweet does not contain any racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in a negative context,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on men's rights without derogatory language or intent,Non-hate,Negative,-0.3612
#nonSense we do not want this in US. #MuslimBan no people from these countries should be allowed without proper vetting. It is really scary imagine #ShariaLaw#EndDiversity#EndChainMigration,No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on Muslims and immigration issues rather than race,Yes,the author's motivation for writing the tweet appears to be hateful or discriminatory as it expresses a desire to ban people from certain countries and promotes negative stereotypes about Muslims,Hate,Negative,-0.8232
#stillwestand #wewelcomerefugees,No,the tweet does not contain any language that targets or discriminates against People of African Descent,No,the author's motivation appears to promote inclusivity and support for refugees rather than expressing hate or racism,Non-hate,Neutral,0.0
"'Come up here and say somethin now you broke, beggin, fingers in the booty ass bitch'",No,this tweet does not contain explicit racial hate speech against Black people it uses derogatory language but does not reference race or ethnicity,No,the author's motivation appears to be confrontational rather than specifically hateful or racist as it does not target a racial group,Hate,Negative,-0.8779
"'Hey I've been raped before' uh excuse me?? How dare you act like every man you've met has raped you?! Ur tone is so harsh, ugh not all men",No,"the tweet does not contain racial hate speech against People of African Descent Black people it discusses a personal experience related to rape and generalizes about men rather than targeting a racial group,",No,the author's motivation for writing the tweet is not hateful or racist it appears to be a reaction to a statement about men and does not express hatred towards any racial group,Non-hate,Negative,-0.9437
'I don't want to be like the jealous girlfriend who won't let you have friends' bitch you have to be my girlfriend first,No,this tweet does not contain any racial hate speech against People of African Descent Black people it focuses on a personal relationship issue rather than race,No,the author's motivation does not appear to be hateful or racist it seems to express frustration in a romantic context without targeting any racial group,Hate,Negative,-0.3447
"'It’s not that we think you will, it’s that we know you could.' @user nails why 'not all men' is irrelevant…",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses gender issues and societal perceptions rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be addressing a broader social commentary on gender dynamics,Non-hate,Neutral,0.0
'Lawless Area': German police conducts raid at refugee center after mob ... via @user,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people it discusses a police raid at a refugee center which is not inherently racial in nature,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be reporting on an event without expressing animosity towards any specific group,Non-hate,Neutral,0.0
'She was acting hysterical' is literally what every misogynist says to describe women who call you out on your bull…,No,the tweet does not contain any racial hate speech against Black people it discusses misogyny and does not reference race or ethnicity,No,the author's motivation is not hateful or racist the tweet critiques misogynistic behavior without targeting any racial group,Non-hate,Neutral,-0.0258
'Women for the first time are raising their voice and asking for peace' bitch Palestinian women have been protesting/marching for 69 years,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be to highlight the historical context of Palestinian women's activism rather than to express hate or racism,Non-hate,Negative,-0.0772
'not all men hurt women but all women are hurt by men' tattoo that on ur tits and fuck them,No,the tweet does not contain racial hate speech against People of African Descent Black people it addresses gender issues rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration with gender dynamics rather than targeting a specific racial group,Non-hate,Negative,-0.8959
"* Croatia ðŸ‡­ðŸ‡·:  Last Wednesday, illegal migrants from Iran were detained in a neighborhood near ZapreÅ¡iÄ‡.  #v4 #visegrad",No,the tweet does not contain any language targeting people of African descent or expressing hate towards them,No,the author's motivation appears to be informative regarding a specific incident involving illegal migrants without any indication of racism or hate,Hate,Negative,-0.743
"//'We will send back the illegal immigrants to Bangladesh. Tough days are ahead, we will not tolerate any illegal immigrants in Bengal.'With these statements, West Bengal...",No,this tweet does not contain racial hate speech against People of African Descent as it specifically addresses illegal immigrants from Bangladesh and does not mention any racial or ethnic group related to Black people,No,the author's motivation does not appear to be hateful or racist as the focus is on immigration policy rather than targeting a specific racial group,Hate,Negative,-0.2905
15 Minutes free Eligibility Assessment for NZ Immigration,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Positive,0.5106
2015! OLD BUT GOOD ENOUGH! 62% of Illegal Immigrant Households on Welfare | Steven Camarota and Ste... via @user,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or target any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on immigration and welfare without racial implications,Non-hate,Positive,0.1614
"2017ðŸ‘‰Should EU take migrants from #Italy when they already sent 100,000+to roam Europe.All for @user bt “migrant sharing” a nonsense &amp; plays into hands of Brussels, which seeks to commit EU to mass migration.#Visegrad @user",No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on migration policy rather than targeting any specific racial group,Non-hate,Positive,0.128
224 illegal migrants held in western Turkey,No,this tweet does not specifically target or express hatred towards People of African Descent or any racial group,No,the author's motivation appears to be informational regarding migration without any indication of hate or racism,Non-hate,Negative,-0.5574
2k19 drops tm and you pussy boys aint ready for the slappings in my park by me an @user pull up lil niggas,Yes,the tweet contains a racial slur directed at Black people which is a form of hate speech,Yes,the author's motivation appears to be hateful as the language used is derogatory and aggressive towards a specific racial group,Non-hate,Negative,-0.5439
"500,000 angry Democrat women swarm Hollywood to protest rampant rape, misogyny and sexism Oh, wait............. Ne…",No,", the tweet does not contain any explicit racial hate speech against People of African Descent Black people as it focuses on issues of misogyny and sexism without targeting any racial group",Yes,", the author's motivation appears to be critical of a political group rather than expressing hate or racism as the content does not indicate animosity towards any race",Hate,Negative,-0.875
@ THE BROKE BITCHES WHO ARE PARTYING IN MY OVARIES. I HOPE YOU FUCKING DIE AND ROT IN HELL YOU STUPID UGLY ASS BITCH,No,the tweet does not specifically target People of African Descent or mention race,No,the author's motivation appears to be general anger or frustration rather than specifically hateful or racist,Hate,Negative,-0.9863
@user  IDS the man who smirks at his own policies and implications on his own people y wont he admit its migration that fuels this,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be critical of policies rather than hateful or racist,Non-hate,Negative,-0.1511
@user  Sheme there is no attention on our own people and foodbanks while do you have to be a migrant to be treated with respect?,No,the tweet does not contain explicit racial hate speech against Black people as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation seems to be focused on social issues rather than expressing hate or racism towards a specific group,Hate,Positive,0.2263
@user  come on woman do your job right #WomenSuck,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express frustration towards a woman's performance rather than targeting her race,Hate,Neutral,0.0
@user #BuildThatWall end #chainmigration replace #ImmigrationLottery,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be focused on immigration policy rather than expressing hatred or racism,Hate,Neutral,0.0
"@user #NoDACA #TuesdayThoughtsObama Used Dreamer Illegal AliensTo Defraud The American Dream#NoDACAdeal #AmericaFirst Clint Eastwood was mocked forhis 2012 RNC speech, yet the new#ObamaPainting confirms ObamaIS nothing but an empty chair.CLINT",No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on immigration and political commentary rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to critique political figures and policies without targeting a specific racial group,Hate,Negative,-0.2644
@user #NoDaca #NoAmnesty #NoAnchorBabies 2 illegals do not make a legal #BuildTheWall,No,the tweet does not specifically target People of African Descent or express hate towards them,No,the author's motivation appears to be focused on immigration policy rather than racial hatred,Hate,Negative,-0.0951
@user 'Oh said a bitch who lost everything. You whore.',No,the tweet does not mention race or target People of African Descent,No,the author's motivation appears to be personal insult rather than racial hatred,Hate,Negative,-0.886
"@user , my community stands #WithRefugees! Show that #AmericaWelcomes by supporting U.S. refugee resettlement! #RefugeesWelcome",No,this tweet does not contain racial hate speech against People of African Descent Black people it promotes support for refugees and inclusivity,No,the author's motivation for writing the tweet is not hateful or racist it advocates for welcoming refugees and supporting resettlement efforts,Non-hate,Positive,0.5399
"@user 3rd, you are a fuckin BIRD you dumb bitch so what anytime you got drunk and had sex it was rape?! I'm sick of you feminazis",No,"this tweet does not contain racial hate speech against People of African Descent it targets feminists and uses derogatory language but does not reference race or ethnicity,",No,the author's motivation appears to be more about attacking a specific individual or group rather than expressing a broader hateful or racist sentiment,Hate,Negative,-0.9587
"@user 4/ unfailing respect and concern. The tired old narrative of 'hysterical', 'paranoid', 'crazy' women w…",No,the tweet does not mention or target People of African Descent,No,the author's motivation does not appear to be hateful or racist as the content does not indicate any racial animus,Non-hate,Negative,-0.5106
@user : Vogue hijabi cover star on growing up in a #refugee camp via @user #WithRefugees #WorldRefugeeDay @user @user @user @user,No,the tweet does not contain any racial hate speech against People of African Descent it discusses a refugee experience without targeting any race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to promote awareness about refugees and their experiences,Non-hate,Positive,0.1779
@user @user #AtlantaHitRockBottoms This FOOL is promoting lawlessness from illegals and wants to turn ATL into a 3rd world city like Chicago and LA. We are better than this brainless idiot! #ImpeachBottoms #BuildThatWall,No,this tweet does not specifically target People of African Descent and does not contain racial slurs or derogatory terms directed at them,No,the author's motivation seems to be political criticism rather than hate or racism,Hate,Negative,-0.2461
"@user @user , you don't have to be a skank anymore. He, the skunk, done you wrong. Someone standing up and exposing your philandering immoral husband is a hero @user @user",No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on personal relationships and morality rather than race,Hate,Negative,-0.5574
@user @user @user ...>🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨 You stupid dumbass. You are a hysterical little girl.,No,the tweet does not contain any direct references to race or ethnicity and does not specifically target People of African Descent,No,the author's motivation appears to be frustration or anger directed at the recipient rather than a racially motivated hatefulness,Hate,Negative,-0.7964
@user @user @user @user @user,No,the tweet does not contain any text that expresses hate speech against Black people it consists only of mentions without any context or content,Yes,the author's motivation cannot be determined as hateful or racist since there is no content to analyze in the tweet,Non-hate,Neutral,0.0
"@user @user @user @user @user #BuildThatWall NOW! #BuildThatWall, pass the budget with money for the WALL. We the people have spoken! Do it now, no pet projects in this budget! #BuildThatWall , #BuildThatWall !",No,this tweet does not contain any racial hate speech against People of African Descent Black people as it focuses on a political issue related to immigration and does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses a political opinion rather than targeting a specific racial group,Hate,Negative,-0.5216
"@user @user @user @user @user #BuildThatWall to end #Corruption and then deport, deport, and deport.",No,this tweet does not explicitly mention or target People of African Descent or any specific racial group,No,the author's motivation appears to be focused on immigration and corruption rather than expressing hate or racism towards a particular racial group,Hate,Neutral,0.0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user,No,the tweet does not contain any content that can be classified as racial hate speech against Black people,No,the author's motivation cannot be determined as hateful or racist due to the lack of content in the tweet,Hate,Neutral,0.0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Please follow back #Turnout2018 #MAGA #BUILDTHATWALL,No,This tweet does not contain any language or themes that specifically target People of African Descent,No,The author's motivation appears to be focused on political engagement rather than expressing hate or racism,Hate,Positive,0.3182
"@user @user @user @user @user @user @user @user @user @user Bc, if you care so much for these immigrants, you can take them to your state.",No,this tweet does not specifically target or express hate towards People of African Descent it discusses immigrants in a general sense without racial context,No,the motivation appears to be a critique of the stance on immigration rather than expressing hatred or racism,Hate,Positive,0.4939
@user @user @user @user @user @user Build Wall/EndDACA/End Sanctuary Cities/End Chain Migration/Pass Raise Act/Enact E-Verify/Enforce Travel Ban/Require Photo ID To Vote/Stop Diversity Lottery Immigration/Require Photo ID To Vote/End Div,No,this tweet does not contain racial hate speech against People of African Descent Black people as it discusses immigration policies without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on immigration issues rather than targeting a specific racial group,Hate,Neutral,0.0
@user @user @user @user @user @user No One believes  that Myth! Legal Workers Line Up for Restaurant Jobs After Sheriff Joe  #Immigration Raids via @user,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration and job availability rather than targeting a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express skepticism about a myth related to immigration and employment,Non-hate,Negative,-0.2481
@user @user @user @user @user @user You're not welcome Illegal immigrant. You belong to the low class monkeys who's only good at dying everyday and begging the world to help them. Such a poor godless nation. No wond,Yes,The tweet uses dehumanizing language by referring to individuals as monkeys which is a racist trope against Black people,Yes,The author's motivation appears to be hateful as they express disdain and derogatory sentiments towards a specific group of people,Hate,Negative,-0.0915
