Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label_x,Sentiment,Sentiment Score
#IllegalImmigration #SecureOurBorders #IllegalAliensYes they are protesting #Trump at a #GOP gathering in...,No,this tweet does not contain explicit racial hate speech against People of African Descent Black people it discusses immigration and protests without targeting any racial group specifically,No,the author's motivation appears to be focused on immigration issues rather than expressing hatred or racism towards a specific racial group,Hate,Negative,-0.4215
#Muslim #Migrants Reportedly Leaving In Droves Due To Simple 2-Word Requirement -   #Immigration #IllegalImmigrants #IllegalImmigration #IllegalAlien #Muslims #IslamicRegimeMustGo,No,the tweet does not contain racial hate speech against People of African Descent as it does not mention race or target Black individuals specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on immigration issues rather than racial animosity,Hate,Neutral,0.0
#NYC housing projects &; #PanAfrica men employment in #NYC service industry actually makes women who arent #SuburbanWhitemale 4 race mix- ho,Yes,the tweet contains derogatory language that targets a specific group based on race and implies negative stereotypes about Black men and women living in urban areas,Yes,the author's motivation appears to be hateful as they use inflammatory language and express disdain towards a particular demographic,Non-hate,Neutral,0.0
#Nicaragua unrest: New refugee crisis unfolding in Latin America @user,No,the tweet does not contain any language that targets or discriminates against People of African Descent,No,the author's motivation appears to be informative rather than hateful or racist,Non-hate,Negative,-0.6249
#PatriotsUnited #MAGA #BuildThatWall #BuildTheWall we all need to sign this since we are all on Twitter whining about it @user,No,this tweet does not contain any racial hate speech against People of African Descent Black people it does not mention race or any specific group,Yes,the author's motivation appears to be critical of those who complain on Twitter rather than expressing hate or racism,Hate,Negative,-0.2263
"#RT #AutumnLady by @user Mara McClain is a young Irish immigrant looking to begin anew in Victorian-era San Francisco, after the California Gold Rush #Amazon @user #romance #gr8books4u #mustread #histfic #BookBoost #BookWorm #goodreads",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Positive,0.6486
#StandwithICE #BackTheBlue #BuildThatWall Time to send the vacationing illegals back where they came from and start focusing on OUR dreamers! #DACAisWACA #SendThemBack,No,the tweet does not specifically target People of African Descent but rather refers to illegal immigrants in general,No,the author's motivation appears to be focused on immigration policy rather than racial hatred,Hate,Neutral,0.0
#StopTheInvasion  Gaming the System:  Late-Term Pregant Women Illegally Crossing the US-Mexico Border to give birth to an Anchor Baby within the US Border during their Detention and Legal Processing Period which can be months long,No,the tweet does not specifically target People of African Descent or express racial hate speech against them,No,the author's motivation appears to be focused on immigration issues rather than expressing hate or racism towards any specific racial group,Hate,Negative,-0.25
"#TEDxKakumaCamp showed how given a stage, refugees can shine. And how given opportunity, they can thrive. If you missed the event, you can watch each talk here:  #WithRefugees",No,the tweet does not contain any racial hate speech against People of African Descent Black people it promotes positive representation of refugees,Yes,the author's motivation for writing the tweet is not hateful or racist it aims to highlight the potential and achievements of refugees,Non-hate,Positive,0.1531
#TheTalk is the typical sexist bigoted all-female show that berates males. End #misandry today! Men are fighting!!,No,the tweet does not specifically target People of African Descent or contain racial hate speech against them,No,the author's motivation appears to be focused on gender issues rather than racial hatred,Non-hate,Negative,-0.5229
#Trump &amp; #Israel are seeking to erase #refugee status of 7 Millions #Palestinians.Its a #genocide &amp; this is part of #JaredKushner peace plan..#Netanyahu dictated plan Erasing #Palestinian catastrophe #Nakba #Nakba70 same like erasing #Holocaust.Never again for all &amp; for anyone,No,this tweet does not contain racial hate speech against Black people as it discusses Palestinians and does not reference race or ethnicity of Black individuals,No,the author's motivation appears to be focused on political issues related to Palestine and Israel rather than expressing hate or racism towards any racial group,Non-hate,Positive,0.1531
#Trump officials may succeed in changing the “refugee status” of some #Palestinian refugees BUT they will never succeed in taking away the national identity of 7.2 million Palestinian refugees or their right of return!,No,the tweet does not contain any racial hate speech against Black people as it focuses on Palestinian refugees and their rights rather than any racial group,Yes,the author's motivation appears to be a defense of Palestinian rights rather than a hateful or racist sentiment,Non-hate,Negative,-0.3887
#UK refugee's major maths award stolen,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as it discusses an incident without targeting a specific racial group,Non-hate,Positive,0.081
#WWG1WGA #SpyGate #DeclassifyTheDocs #StopTheInvasion,No,This tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,The author's motivation cannot be determined as hateful or racist based on the content provided,Hate,Neutral,0.0
#WomenDisobey  Black America turns against Obama onn ILLEGAL Immigration. via @user,Error,Error processing,Error,Error processing,Non-hate,Negative,-0.6523
#closetheborders for #IllegalImmigrants Do it now. It might already be too late!We don’t want more #nogozones in Europe.We don’t want more freeloaders and #mosques.We don’t want #sharialaws and #burqa’a in our cities and on our streets.,No,"the tweet does not explicitly target People of African Descent and focuses on immigration issues rather than race,",Yes,the author's motivation appears to be rooted in xenophobia and a desire to exclude certain groups which can be interpreted as hateful,Hate,Positive,0.202
#jihad #ISIS #terrorism #hate #ISIL #shariaWhen President Obama says we are going to thoroughly vet refugees...,No,the tweet does not explicitly target or express hatred towards People of African Descent it discusses refugees in a broader context without racial implications,No,the author's motivation appears to be focused on political commentary rather than expressing hate or racism,Non-hate,Negative,-0.8519
#menrdecent India men should grab the RSS feed of my blog to see men of the world fighting for men's rights.,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on men's rights and does not target any specific racial group,Non-hate,Negative,-0.3612
"#press #news #blog #army #sex Once a month, a man of action is highlighted. Check it out today.",No,This tweet does not contain any references to race or racial hate speech,No,The author's motivation appears to be promotional and not motivated by hate or racism,Non-hate,Neutral,0.0
#tgt the woman accusing#rapper #nelly of rape will not testify. Sippers🍵 here’s the spill from…,No,the tweet does not contain any direct reference to racial hate speech against People of African Descent Black people,No,the author's motivation appears to be sharing information rather than expressing hate or racism,Non-hate,Negative,-0.6908
' teaching women how to wear modest clothes and looking unattractive will reduce rape' WHAAAAAT?,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or target a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as the focus is on a controversial statement regarding modesty and rape rather than on race,Non-hate,Negative,-0.8225
'Cunt again? It was odd how men like Suggs used that word to demean women when it was the only part of a woman they valued.',No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses misogyny rather than race,No,the author's motivation for writing the tweet does not seem hateful or racist it critiques language used against women without targeting any racial group,Non-hate,Neutral,-0.0258
'How do you live with yourself?',No,the tweet does not contain any explicit references to race or racial hate speech against Black people,No,the author's motivation for writing the tweet is unclear and does not indicate hate or racism,Non-hate,Neutral,0.0
"'Not all men are like that, its the ones you meet.'",No,this tweet does not specifically target or express hate towards People of African Descent,No,the author's motivation appears to be a general comment on behavior rather than an expression of hate or racism,Non-hate,Positive,0.3612
"'not all men' yeah you're right, jim hopper, an amazing selfless man who who took care of 13 year old powerful girl would NEVER do this",No,this tweet does not contain racial hate speech against People of African Descent Black people it references a fictional character and does not target any racial group,No,the author's motivation for writing this tweet does not appear to be hateful or racist it seems to be a commentary on gender issues rather than race,Non-hate,Positive,0.8365
'ᴴᴰ Lee Min Ho and Suzy relationship: Lee Min Ho hopes to get married to protect girlfriend Bae Suzy' :,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Positive,0.6597
... some cunt tagged my mom´s house - reason #43 I´m leaving this shit -hole for good,No,the tweet does not contain any references to race or ethnic identity,No,the author's motivation does not appear to be hateful or racist as it expresses frustration without targeting a specific group,Hate,Negative,-0.6757
".@FLOTUS, I didn't hear you saying anything when you husband was talking about grabbing women by the pussy. That's ok tho? Go play in the garden in your stilettos and stfu!",No,the tweet does not contain any racial hate speech against Black people,No,the author's motivation appears to be critical of a political figure rather than hateful or racist,Hate,Positive,0.5983
.â¦@morningmikaâ© They’re ILLEGAL ALIENS. What is it about ILLEGAL and ALIEN that you don’t understand? #StopTheInvasion#DeportThemAll#NoAmnesty#BuildTheWall,No,the tweet does not specifically target People of African Descent or make racial references,Yes,the author's motivation appears to be focused on immigration policy rather than racial hatred,Hate,Negative,-0.8647
"1. Who said Im lying to them?2. Who said Im fucking them?3. How are you real based off a minute analysis that obviously lacks context and sincerity?Shut the fuck up, my nigga.",Yes,the use of the term nigga is a racial slur that is derogatory towards Black people and promotes hate speech,No,the author's motivation appears to be more about expressing frustration rather than a clear intent to promote racism or hatred,Non-hate,Negative,-0.8146
10 migrants saved by Turkish tour boat off Bodrum,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,there is no indication that the author's motivation for writing the tweet is hateful or racist,Non-hate,Positive,0.4215
10-year-old Somali girl dies after female genital mutilationYet we grant these people immigration to our country expecting them to assimilate - but they don't...,Yes,the tweet expresses a negative sentiment towards a specific group of people based on their ethnicity and cultural practices,Yes,the author's motivation appears to be driven by a disdain for the group referenced suggesting a racist viewpoint,Hate,Positive,0.1901
"21 trillion National Debt is a lot for supposedly greatest country on earth, keep supporting Planned Parenthood, you don't want US babies to be born with hundreds of dollars tags on their diapers good night Hollywood adopt more immigrants n refugees please @user Why not?",Error,Error processing,Error,Error processing,Non-hate,Positive,0.8828
400 migrants storm border and #Attack security forces to get into Spain's North African enclave,No,this tweet does not contain racial hate speech against People of African Descent as it refers to migrants in a general context without specifying race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses a specific event without derogatory language or intent towards any racial group,Non-hate,Negative,-0.1779
69. #Bozo is the friend who tries to con you into privacy so he can either pressurise you into consensual sex or rape you.,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses issues of consent and privacy without reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it addresses a broader issue of consent rather than targeting a specific racial group,Non-hate,Negative,-0.4767
6th This cunt Some poor woman carried a bairn for 9 months for it to pop out an end up doin this shite…,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the comment seems directed at a specific individual's actions rather than a racial group,Hate,Negative,-0.743
72 percent of Germans say immigration is negligently handled,No,the tweet does not mention or target People of African Descent specifically,No,the author's motivation does not appear to be hateful or racist as the tweet discusses immigration in general without any derogatory implications,Non-hate,Neutral,0.0
81. #Bozo invites u round for a seemingly harmless sleep over but will spend all night trying to con you into sex or even rape u,No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not mention race or target a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it addresses a general concern about consent and safety without racial context,Non-hate,Negative,-0.7935
9 Times Globalists Claimed Mass Immigration Necessary to Grow GDP. They are now proven WRONG! via @user,No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses a political issue regarding immigration and economic claims without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on a critique of globalist policies rather than expressing animosity towards any specific racial group,Non-hate,Negative,-0.628
@user  #maga I hope that doesn’t mean you’re going to let them all just stay in the country!  Trump signs order that he says will keep migrant families together,No,the tweet does not explicitly target or express hatred towards Black people,No,the author's motivation appears to be focused on immigration policy rather than racial animus,Hate,Positive,0.4926
"@user ""Hysterical Women"" is right out of the Con play book.. they believe only men can make the most fucked up decisions of all time, not need for women.",No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on gender issues rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it critiques gender dynamics without targeting any racial group,Non-hate,Negative,-0.5256
@user #BuildThatWall #BuildTheWall #BuildTheDamWall NOW!AMERICA WANTS JUSTICE NOW #VoteDemsOut #VoteRed #Walkaway #SAVEAmerica,No,the tweet does not contain any direct references to race or people of African descent,No,the author's motivation appears to be political rather than hateful or racist,Hate,Positive,0.6625
@user #BuildThatWall So they can keep tunneling under the Border.,No,the tweet does not explicitly mention or target People of African Descent or any specific racial group,No,the motivation appears to be a commentary on immigration policy rather than an expression of hate or racism,Hate,Neutral,0.0
@user & we should be cautious when using them. Slut and whore are examples. I don't think people should be us…,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses derogatory terms related to gender rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a cautionary statement about language use,Non-hate,Negative,-0.8591
@user 'Diversity Visa' - YOU UTTER HYPOCRITICAL SKANK!,No,the tweet does not explicitly mention or target People of African Descent it focuses on the concept of a diversity visa which is not inherently racial,No,the author's motivation appears to be directed at the concept of hypocrisy rather than a specific racial group,Non-hate,Negative,-0.7228
@user 1 illegal alien who opened the floodgates for millions more to follow. #BuildThatWall #DeportIllegals #MAGA #USA #POTUS #Trump,No,this tweet does not specifically target People of African Descent or contain racial hate speech against them,No,the author's motivation appears to be political rather than specifically hateful or racist,Hate,Negative,-0.5574
"@user @user #ICE at all voting booths! Deport all illegals , report the employers that are hiring them! They take our IDs vote in our elections and are a drain on our resources not to mention the drugs and murder. We are tired of it #Bu",No,"the tweet does not specifically target People of African Descent and focuses on immigration issues rather than race,",Yes,the author's motivation appears to stem from a negative perception of immigrants which can be considered hateful towards a group based on their immigration status,Hate,Negative,-0.8475
@user @user #Kavanaugh also said birth control is abortion-inducing drugs Christian Sharia But of course I am a hysterical woman that should not have any rights Maybe you could pass a law like in the old days that my husband owns me,No,this tweet does not contain racial hate speech against People of African Descent Black people are not mentioned or targeted in the content of the tweet,No,the author's motivation appears to be expressing frustration with gender issues and not racial hatred,Non-hate,Positive,0.4767
@user @user - hey @user @user @user we the people still insist on the WALL & #endDACA #endillegalimmigration & stop low wage programs & #supportEverify!!!!,No,the tweet does not specifically mention or target People of African Descent,No,the author's motivation appears to be focused on immigration policy rather than racial hatred,Hate,Negative,-0.6671
@user @user .Can you say #BuildThatWall#BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall#BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall#BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall#BuildThatWall #BuildT,No,the tweet does not contain any explicit racial hate speech against Black people as it primarily focuses on a political slogan related to immigration policy,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it lacks any direct reference to race or ethnicity,Hate,Neutral,0.0
"@user @user 1. Let in millions of immigrants, forcing up property prices so homes and children are unaffordable2. Raise taxes to fund healthcare, housing, and schools for said immigrantsRepeat endlessly",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration and economic issues without targeting a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses concerns about immigration and economic policies rather than promoting hate,Hate,Neutral,0.0
@user @user :') this whore is damn sexy @user tbh this girl knew how to name her acc :'),Error,Error processing,Error,Error processing,Hate,Positive,0.2903
"@user @user @user  Illegals Cost U.S taxpayers $135 Billion a year WIC doesnt ask for #immigration status Its time to cal ICE on illegals at school, welfare offices at jobs I believe in Zero Tolerance Not 1 More Dimes Spent for Illegals",Error,Error processing,Error,Error processing,Hate,Positive,0.296
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user,No,the tweet does not contain any specific language or content that targets People of African Descent,No,the author's motivation cannot be determined as hateful or racist given the lack of content in the tweet,Non-hate,Neutral,0.0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user Please follow back #Turnout2018 #MAGA #BUILDTHATWALL #KAG #DRAINTHESWAMP,No,this tweet does not contain any language or references that are explicitly hateful towards Black people,No,the author's motivation appears to be focused on political engagement rather than expressing hate or racism,Hate,Positive,0.3182
"@user @user @user @user @user @user @user @user @user @user @user @user Right, all those hundreds of thousands of people in the refugee camps have all those levers of power. If they did, #Myanmar would be f",No,the tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be critiquing a situation rather than expressing hate or racism,Non-hate,Neutral,0.0
"@user @user @user @user @user @user If you really believe that #FeminismIsCancer, maybe…",No,the tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as it addresses a broader social issue without targeting a specific racial group,Hate,Neutral,0.0
@user @user @user @user Another reason to support @user @user @user police officers!#VoteRedToSaveAmerica #MAGA #KAG #VoteRed2018 #BuildTheWall #VoteDemsOut #DeportIllegalAliens #BackTheBlue #SaveTheChildren Great meme by @user,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be political support rather than hateful or racist intent,Hate,Positive,0.7959
"@user @user @user @user I don't want death! I want my grandchildren to their rightful place to become what they what! Not after government alots so many spaces for illegals, not fair for my off spring!!!#AMERICAFIRST #NODAC",No,the tweet does not contain explicit racial hate speech against Black people it discusses concerns about immigration and fairness for future generations,Yes,the author's motivation appears to stem from a protective stance for their grandchildren rather than a hateful or racist intent,Hate,Positive,0.5315
@user @user @user @user If you think financing breaking down borders &amp; flooding the world with economic migrants is going to help wages may I suggest you are seriously deluded.,No,this tweet does not specifically target People of African Descent or use language that is explicitly racially hateful,No,the author's motivation appears to be focused on economic concerns rather than racial animus,Non-hate,Positive,0.25
"@user @user @user @user This waste of Money must be stopped!!!  #NoMoreRefugees   Keep telling us how SS is going Broke, while you toss $ out the window!! Stop p—-ing. on our backs &amp; telling us it’s Raining!",Error,Error processing,Error,Error processing,Non-hate,Negative,-0.889
@user @user @user @user When you call for the mass destabilization of white nations by mass non white immigration then silence anyone who opposes thats #antiwhite,Yes,the tweet expresses a sentiment that positions non-white immigration as a threat to white nations which can be interpreted as a form of racial hate speech against people of African descent and other non-white groups,Yes,the author's motivation appears to be rooted in a desire to promote a narrative that vilifies non-white individuals and defends a racially motivated perspective,Hate,Neutral,0.0
@user @user @user @user Wrong !  Illegal Immigrants make up 5% of the population so of Course More Americans Commit Crimes because its more Citizens ! Yet 34% Of Federal Prisoners are Illegals these does not include State Prison,No,the tweet does not specifically target People of African Descent and focuses on illegal immigrants rather than race,No,the author's motivation appears to be to discuss crime statistics related to illegal immigration rather than to express hatred or racism,Hate,Negative,-0.7509
@user @user @user @user You are a pussy... stand up or shut up... put youre head above the parapet & make a stance or keep taking the MP wage & STFU x,No,this tweet does not contain racial hate speech against People of African Descent Black people it is directed at individuals without racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration with political inaction rather than targeting a specific race,Hate,Neutral,0.0
@user @user @user Are Kochs and @user now the same?,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as it seems to inquire about individuals without any derogatory implications,Non-hate,Neutral,0.0
@user @user @user Glaring deficiencies in healthcare ignored. Building stupid Ram mandir and statues are given prominence. UP is suffering from Sangh poison,No,the tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Negative,-0.9062
@user @user @user How about holding parents responsible for breaking the law and endangering their children by illegally crossing the US border!  Catch and release is not a solution it's art of the US immigration problem!,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it discusses immigration policy rather than race,No,the author's motivation for writing the tweet is not hateful or racist as it focuses on immigration laws and parental responsibility without targeting any racial group,Hate,Negative,-0.449
@user @user @user Hysterical? You said mentoring young women (>50% of student pop) is a peri…,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses mentoring young women without any racial context or derogatory language,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a response to a discussion about mentoring and does not indicate animosity towards any racial group,Non-hate,Neutral,-0.0258
@user @user @user I always use Japan or Poland as an example of nationalism done right. Very little immigration to those countries and zero terrorism taking place there.,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses nationalism and immigration without targeting any specific racial group,No,the author's motivation for writing the tweet is not hateful or racist it expresses a viewpoint on nationalism without derogatory implications towards any race,Non-hate,Negative,-0.6808
@user @user @user If you come into a thread all #notallmen you just confirm that we’re trash. Don’t be so fragile.,No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation appears to be addressing a broader social issue rather than expressing hate or racism,Non-hate,Neutral,0.0
@user @user @user It is hilarious seeing these #ShutItDownDC Antifa idiots marching against fascism while waving a communist flag. MORONS!Be a Patriot & help #BuildThatWall & order Bricks today at this #SundayFunday Our Products,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or make derogatory comments about any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it targets a political group rather than a specific race or ethnicity,Hate,Positive,0.69
@user @user @user Skyrocketing rapes in Sweden that correlate with increased immigration? 2000+ women raped on New Years by migrants in Cologne? Paris becoming littered with tent cities? Acid attacks and ethnic clusters in London? None,Yes,the tweet contains racial hate speech against People of African Descent Black people due to its implication that immigrants particularly from non-European backgrounds are responsible for crime and social issues,Yes,the author's motivation for writing the tweet is hateful or racist as it promotes a narrative that demonizes a specific group based on their ethnicity and immigration status,Hate,Negative,-0.9163
@user @user @user They would would be opening up a flood gate for migrants. Saudi Arabia does not want the financial burden or possibly the lower class of Muslim influence.,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses migrants and financial burdens without targeting any specific racial group,No,the author's motivation for writing the tweet is not hateful or racist it expresses concern about economic implications rather than promoting hate or racism,Hate,Negative,-0.6511
@user @user @user Was I imagining the flap over 'hysterical' because it connected women towa…,No,the tweet does not contain any language or sentiments directed at People of African Descent,No,the author's motivation appears to be discussing a term related to gender rather than expressing hate or racism,Non-hate,Neutral,-0.0258
"@user @user @user You're a liar let the vibe catch anyone of you and you're bussin a skank, you lot…",No,the tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be expressing frustration or criticism rather than hate or racism,Hate,Negative,-0.5106
@user @user @user you want open borders and more immigration?? @user seven masked illegal immigrants storm jewelry store in Texas @user,No,the tweet does not explicitly target or demean People of African Descent it refers to illegal immigrants without a racial context,No,the author's motivation appears to be focused on immigration policy rather than expressing hatred or racism,Hate,Negative,-0.5661
@user @user Acharya.. have you read the analysis/opinion given by our 'historians' to SC wrt Ram Temple? Even 'WTF' will be ashamed. @user,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Negative,-0.824
@user @user And since you love trials and false equivalency between athletes and protecting women how about this one Duke lacrosse rape??????,No,the tweet does not contain explicit racial hate speech against Black people,No,the author's motivation appears to be criticizing a specific incident rather than expressing hate or racism,Non-hate,Negative,-0.3527
@user @user Basically you don't care about rape or victims. You just hate Trump and someone told you to boycott twitter because of Weinstein I get it.,No,the tweet does not contain racial hate speech against People of African Descent Black people is not mentioned or targeted in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to criticize a political stance rather than target a specific racial group,Non-hate,Negative,-0.7343
