Tweet,Sentiment,Sentiment Score,Original Label
@user @user You are a stupid idiot. F U. NASTY TRASY SKANK,Negative,-0.9008,Hate
Libyan coast guard intercepts 40 migrants bound for #Europe,Neutral,0.0,Non-hate
I'm sorry but c'mon if women were as hysterical as men we'd have them all in interment camps until we figured this shit out.,Negative,-0.8006,Hate
Wow they tried to give me a FEMALE DOCTOR TODAY. I didn't even know those EXISTEd...,Positive,0.5859,Hate
@user @user @user RIP Twitter bitch cunt,Negative,-0.7906,Non-hate
"Playing Mr. nice guy will get you nowhere but home alone rubbing one out. Man up, cupcake",Positive,0.5283,Non-hate
Merkel calls for 'more control on migration',Neutral,0.0,Non-hate
"But the plant gets devoured by the animal, and the animal devoured by us, because nature, rather like I spoke of women before, is a cunt.",Negative,-0.2617,Non-hate
@user Les Miserables Banksy for sexual assault victims in France and Germany another do gooder of illegal immigrants not legal,Negative,-0.877,Non-hate
Me whenever anyone compliments me,Positive,0.4019,Non-hate
When you're acting like you have your life together but you really have no clue what the fuck is going on,Negative,-0.803,Non-hate
the go home blacks refugees dirty immigrants asylum seekers sucking our country dryniggers with their hands outthey smell strange savagemessed up their country and now they want to mess ours uphow do the words the dirty looks roll off your backs,Negative,-0.8402,Hate
"Why do bitches from Philly and Jersey always ask 'do you have a Wawa?' Yeah bitch, we got Wawa but I don't eat at gas stations, FOH",Negative,-0.5023,Non-hate
@user You DOPEY KUNT how did your ancestors from Pakistan become Muslim they where forced to join the evil…,Negative,-0.2023,Non-hate
"Plot twist: women do, in fact, like nice guys. Women do not like “nice guys” who call you a bitch for rejecting him after he was “nice.”",Negative,-0.5588,Non-hate
"#BuildThatWall and then extend it to Wall, J, & K Streets. #DrainTheSwamp",Positive,0.1779,Hate
"According to UNHCR, in 2017, there were 24.5 million refugees who had fled their countries to escape conflict and persecution. This is 2.9 million more than in 2016, and the biggest increase UNHCR has seen in a single year. You can help. âž",Positive,0.5267,Non-hate
Still no end in sight for Africa’s #refugee crisis via @user #WithRefugees @user @user @user @user @user,Negative,-0.743,Non-hate
* Libya rejects EU plans for migrant centers on its territory. #v4 #visegrad,Negative,-0.4939,Non-hate
And what were they expecting? Holiday camps with 5 star facilities! I bet they have better living conditions in Germany than they have at home..... if not just go back! Simple!  #Refugees,Positive,0.7562,Non-hate
@user Once a meathead always a meathead. ILLEGAL ALIENS IS NOT IMMIGRATION. #NoDACA #AmericaFirst,Negative,-0.6523,Hate
What a wonderful woman! This is the kind of immigrant we need here! 💕🇺🇸🇺🇸🇺🇸💪🏻,Positive,0.6467,Non-hate
this girl is hysterical with laughter on the bus and i just have such a strong need to know what could make a person laugh this much,Positive,0.875,Non-hate
What an idiot. #buildthatwall,Negative,-0.5106,Hate
I might be old but at least I came up in a time when hip hop was in its prime and people didn't have bitch ass feelings,Positive,0.8352,Non-hate
About Time! Non Citizens and DACA Illegals Who Voted Must be Arrested For Voter Fraud Serve their time then Deported ASAP All Forms ask you to Swear Your a Citizen they lied ! #SendThemBack #Trump #MAGA #RedNationRising #Immigration,Negative,-0.8829,Hate
Do you really think it's hot to dance all over black guys? You've completely ruined your image for us humans #WomenSuck,Negative,-0.5256,Hate
"They should all be prosecuted & American Taxpayers want FULL RESTITUTION, I'm sick n' tired of losing 25% of every one of my checks to pay for all of these fucking programs that I myself can NEVER get assistance from or very little! ENOUGH IS MORE THAN ENOUGH #BUILDTHATWALL",Negative,-0.8955,Hate
#MUFC Walmart #MacysBTS #target Help your fellow man. Subscribe to the blog today:,Positive,0.4019,Non-hate
Hey jackass liberals see a wall DOES work #BuildThatWall,Negative,-0.4215,Hate
ICE Leader: Ryan's Immigration Bill Another 'Gang of 8' Debacle via @user    Dump rino Ryan...,Negative,-0.3818,Non-hate
"Reducing the flow of refugees by 40% is a start, they also need to look at reversing the flow, as many are not genuine, as seen in Europe where many go back regularly to their home countries for holidays.",Positive,0.3818,Non-hate
@user It’s called polio. I hate calling women this word but your a ‘bitch’ in this instance.,Negative,-0.3291,Hate
sometimes your girlfriend gets kidnapped by a bird and her bitch,Negative,-0.5859,Hate
World Relief is thrilled to be included in this list from @user of 5 organizations to support for #WorldRefugeeDay. Check out the other organizations who are doing amazing work to stand with refugees. âž,Positive,0.91,Non-hate
"Iraqi ""man"" arrested for police officer shooting in Colorado Springs...@AnnCoulter secret decoder ring needed to figure out which legal immigration program he used to get in here!  Refugee? Special Immigrant Visa for Afghans and Iraqis? What?https://t.co/6WxQhjqOn5",Positive,0.234,Non-hate
"@user @user Just bitch, bitch, bitch because you don’t get the attention you want or the singular self-importance.",Negative,-0.9022,Hate
"and the rest are staying, raping our daughters and welfare system and creating a caliphate. They will never return as they were never refugees as we all knew when they streamed in, as they are still doing. Really hope peace returns to all of Syria. Great to see.",Positive,0.8162,Hate
A Catholic who loves Christianity  #Italy #LeaveEU #StoptheBoats #Sendthemback #Lega #News #Bible,Positive,0.5719,Non-hate
Male logic is a woman should get life for accusing a man of rape but an actual rapist shouldn't,Negative,-0.9011,Non-hate
"I thought I saw a dead dog on the side of the road and was about to lose it, but then I realized it was just a cat",Negative,-0.5423,Non-hate
@user Isnt the bitch is the one whose attacking women or people who cant or isnt able to defend self? Mussies are cave monkies,Neutral,0.0186,Non-hate
It's like it's always the ones YOU CARE FOR THE LEAST that be talking so much shit like bitch I'm not even paying attention to you lil whore,Negative,-0.5834,Hate
#QAnon #Spygate #DeclassifyFISA #StopTheInvasion #BuildTheWall,Neutral,0.0,Non-hate
Spanish police clash with migrants after 800 storm Morocco border fence,Neutral,0.0,Non-hate
Thank you to @user @user @user &amp; everyone else who showed up yesterday to shed light on the legal resources that are available to help our City's immigrant families.,Positive,0.6908,Non-hate
"""Love seeing how girls publicly compliment each other """"Oh wow. Stunnerz. Bae""""And in the same breath send private texts to their friends saying the same person is an """"insta-whore / attention whore / D-craving attention seeking skank with dumb shoes""""Hilarious#MoreThanTwoFaces""",Positive,0.765,Hate
"If I was president I would- introduce revocation of citizenship bills- voter I.D. executive order- border wall- do ""merit based"" pro white immigration- more pro life policies to increase white birthrates- take away LGBT degeneracy rights- term limits- segregate america",Positive,0.6249,Hate
"1 hoe 2 hoe 3 hoe 4, girl you know you're just another whore 🤷🏼‍♂️",Negative,-0.6486,Hate
#PoliceState. Why were 600 people arrested for exercising their constitutionally guaranteed right to free speech. #Immigration @user @user @user,Positive,0.0516,Non-hate
'Oh you're dating someone now?',Neutral,0.0,Non-hate
"Hungary's New laws target Muslim migrants ""to preserve Christian culture of Europe"" - Free Speech Time - @user",Positive,0.5106,Hate
@user @user Absolute skank you are,Neutral,0.0,Hate
"DA just don't want to accept that the days of whities running SA are over, especially arrogant, gloating whities.",Negative,-0.7095,Non-hate
Ew a year ago I was chillin w/ a nasty coke head looking skank 😷😷😷😷😷 bitch you nasty,Negative,-0.9001,Non-hate
I only follow pretty girls that live close enough to fuck ☺️,Positive,0.4019,Hate
"German diplomat blames Britain for the immigrant crisis in Germany ""UK should take them"" - Free Speech Time - @user",Negative,-0.5423,Non-hate
If you got a tattoo today you a hoe,Neutral,0.0,Non-hate
ALISA AND I AND ONE OTHER COOL GIRL JUST HAD TO FIGHT THIS NOT ALL MEN DICKHEAD I HOPE HEFUCKING DIES,Positive,0.709,Non-hate
"@user @user Bitch, do you think those women are stupid? Don't even try to kiss and lick their ass.  The…",Negative,-0.836,Hate
Don't FORGET this FACT all YOU #KildaBeast #FakeFemBot #NastyWomen #MuMuMama #ChewbacaLeg #YeastInfestedPussySuits !!Even a VAGINA has a WALL !!! #BuildThatWall #DeportThemAll,Positive,0.523,Hate
@user @user Women should support women! telling them they are hysterical is abusive.,Negative,-0.4389,Non-hate
@user This comes from a rape whore who forced sharia down the throats of her constituents.,Negative,-0.9186,Hate
"you ever just see a random woman on the street and want to choke slam her to the ground, pour gasoline in her cunt and light her on fire",Negative,-0.886,Hate
@user Are you calling me a slut?,Negative,-0.5859,Non-hate
Police nab illegal immigrant 'family' after man found to have raped girl via washtimes #women #college #Democrats,Negative,-0.8481,Non-hate
honestly a bitch didnt deserve shit this whole year or whole fuckin life so why q bitch always complaining ugh fucking hoe,Negative,-0.7608,Hate
@user If we left the EU and did away with the old outdated Commonwealth migration could fall rightaway Uganda in the 70s taught us nothing,Neutral,0.0,Non-hate
When your inner unicorn is showing,Neutral,0.0,Non-hate
@user @user @user You sound like one lo intelligence. Skank,Positive,0.6808,Non-hate
Without limitation of refugees Seehofer can retire. Time to get the truth !,Positive,0.5393,Non-hate
accusing a woman of lying about rape to get attention means you're trash,Negative,-0.8689,Non-hate
@user Stop immigration of all refugees and you will be save.,Positive,0.25,Hate
"Presence of soldiers has resulted in sexual harassment, intimidation and violations of tribal people's rights #ucanews #thereforthevoiceless #refugees #Philippines @user @user @user @user @user",Negative,-0.8658,Non-hate
It’s bloody crap being a migrant here right now.,Negative,-0.6705,Non-hate
@user The first person (Trump) to pack a stadium & not get paid for it. Priceless. O'Puppet on the other hand threatened to cancel a speech if the fee $$ amt was disclosed to the public. SAD. #MAGA #KAG #DrainTheDeepState #ObamaSpeech #BuildThatWal,Negative,-0.6841,Hate
@user gotta pay the bills bruh,Negative,-0.1027,Non-hate
No seriously. It has 😂🤣,Positive,0.7662,Non-hate
"How dare you!! How about giving our own women the choice to be able to walk on OUR streets safe in the knowledge they won't be raped and murdered courtesy of YOUR out of control immigration. You've created a monster, you are a monster #MayMustGo @user",Positive,0.8247,Hate
@user come tell this bitch to get in the fucking sea. Please. Before I cunt punch her. 😂,Negative,-0.4976,Hate
"I'm only gonna waste your time, break your heart and ruin your vagina, to make you stronger as a woman. You're welcome",Positive,0.4939,Hate
"""I'm done with twitter. ALL I did was express MY views. I KEPT saying things like """"I might be wrong"""", """"That's how I feel"""" throught my thread bc THIS is exactly what I feared. You all ganging up & attacking me.Now I'm a solostan, racist, Idiot, bitch & skank & more!""",Negative,-0.9595,Non-hate
"Women are equal and deserve respect. Just kidding, they should suck my dick.",Negative,-0.4019,Hate
Saturday Twitter Tip Find 5 men you disagree with Ensure they are blocked to prevent rape and death threats Ign…,Negative,-0.9246,Non-hate
How is it that no law enforcement entity finds it odd that you can leave the WH dead broke and then buy your Skank daughter a $10 million apartment and pay for a $3 million wedding. Have the Clintons ever gone back to Haiti??? #maga #tcot,Negative,-0.9143,Hate
@user @user You have to understand that not all men were raised the right way and you have to protect you…,Positive,0.3818,Non-hate
Y’all gas Eminem’s ass way too much for me like the way that grown ass man talks about rape and beating women is not excusable.,Negative,-0.9217,Non-hate
"And if you are a Colossal Ignoramuses installed in WH and your wife illegal immigrant, gets you the opportunity to line your pockets, UNChecked BY COMPLICIT CORRUPT GOP CONGRESS, for 18 plus months, WHILE A CONSTANT EMBARRASSMENT",Negative,-0.8286,Non-hate
"The refugeesmedia report that this baby Asel is the first of 2018 in Vienna at 0.47. Many hateposters send bad voices. But in reality many other white babies (about 12) was born also earlier in Austria, just 1 minute after midnight in Styria and other places. Nobody report about.",Negative,-0.3071,Non-hate
Refugees welcome? Of course they are but that should not be at the safety of our children. Our welcominging social democratic country has been taken advantage of,Positive,0.7351,Non-hate
Help out! Give to 'Indian Women Need Instant Help Stop Rape &; Murders'. #generosity via @user,Negative,-0.5411,Non-hate
@user @user @user You're lying you skank! Don't make me start a cat fight with you!,Negative,-0.7639,Non-hate
My kids ? 😭😭😭 ugly ? Bitch you look like the rape sloth !,Negative,-0.965,Hate
Hey ⁦@DailyMailUK⁩ did some thieving immigrant steal your apostrophe?,Negative,-0.4939,Non-hate
"Tory is going to pay in 2018 for the sins of 2014 (Kouvalis, SmartTrack). Cf Wynne and gas plants. Toronto Mayor John Tory Just Hired The Guy Who Ran Canada’s Worst Anti-Immigrant Campaign, Again(https://t.co/OZiSfOXPhS)",Negative,-0.8176,Non-hate
"@user U suspend acct of rape victim, but not some one who promises 'Hell&Fury the planet has never seen' = #NuclearWar. You are a #HYPOCRITE",Negative,-0.1655,Non-hate
"@user ...hits you with the “NOT ALL MEN!” OF COURSE there were coflicted Christians, but those who self -ident…",Neutral,0.0,Non-hate
@user @user I hope not cause I fuck lots of my followers 🙃,Positive,0.6956,Non-hate
#BuildThatWall We can't afford any more dummies who can't make it on their own.,Neutral,0.0,Hate
Just walked past this women and she goes 'Hello you cunt' I'm crying 😭😂,Negative,-0.7579,Non-hate
"@user What – he was messaging a woman on Linked!n, not Tinder! You're being the 'hysterical' one, Kate!",Negative,-0.2444,Non-hate
@user The wall must be very high to stop illegal  immigration,Negative,-0.7239,Hate
"@user Apart from getting the immigration bit horribly wrong, it was a diplomatic nightmare of a question cleverly avoided. Let's be fair, he knows he's deeply unpopular here but wants to evade upsetting the British government as much as he's upset",Negative,-0.8658,Non-hate
And then some bent cunt turns up for a flyer.....last time on this shit hole!,Negative,-0.829,Hate
"@user Talking about hysterical women, you're the worst.",Negative,-0.6369,Non-hate
"Immigration ""loophole"" that Trump bemoaned returns after zero tolerance rollback via @user #NotMyPresident #xenophobic #cruel #racist #inhumane #misogynist #criminal",Negative,-0.875,Non-hate
"@user @user @user @user But you probably mind the white guys, you racist, anti -white skank!",Negative,-0.8671,Hate
"Keeping 'Dreamers' would cost taxpayers $26B over next 10 years, feds say #America1st#AmericansHaveDreamsToo#StopTheInvasion",Neutral,0.0,Non-hate
Illegal Immigrant Arrested For Starting A Colorado Fire That Charred 40K Acres via @user There should be a bounty on these animals...,Negative,-0.8442,Hate
"""Burdens and assistance to refugees and IDPs deserves recognition."", Antonio Jose Canhandula, UNHCR  Rep to Nigeria and ECOWAS.",Negative,-0.3612,Non-hate
@user We have to slap a bitch made hoe ass foo we gon make it look sessy hahaha,Negative,-0.4767,Hate
"To believe that if Europe will help the poor in Africa will stop migration is wrong.Its not possible to help them, because the grow to much - overpopulation. So they will come always more. To stop them only camps to bring them back and no welfare will help.",Negative,-0.7037,Hate
Immigrants Using Nearly 60 Percent More Food Stamps than Americans via @user,Neutral,0.0,Non-hate
And the a&&hole Bannon thinks we are all stupid,Negative,-0.5267,Non-hate
"MS-13 gang member breaks into Brooklyn, NY 2nd floor apartment and rapes girl. #BuildTheDamnWall #NoAmnesty #NoDACA #IllegalImmigration #IllegalAliens #IllegalAlien #MS13",Negative,-0.6705,Hate
Fuck hoes a bitch ain’t nothin women be trippin bruh,Negative,-0.8074,Hate
Child Prostitution: Feds Break Up Mexico-to-Queens Sex Trafficking Ring via @user,Neutral,0.0,Non-hate
Idk who these things are or why they're popular all of the sudden... And that's my meme about that,Positive,0.34,Non-hate
Shoutout to everyone that uses 'ur' instead of 'your' or 'you're' cause you're too stupid to know the difference,Negative,-0.5267,Non-hate
Food sent to migrant ships of Sicily as Italy awaits #EU asylum offers,Positive,0.0772,Non-hate
"SCOTUS an alien seeking admission to the U.S for the first time, having the least ""connection with this country,"" has the most limited due process of all whatever authorized by Congress This means no judges Deport ASAP  ! #Trump #MAGA #Immigration #NoDACA",Negative,-0.5697,Hate
Build the dam wall.Stop this from happening here in the USA.#BuildTheWall#EndSantcuaryCities#EndChainMigration#VisaLottery#JimJordanForSpeaker#VoteRED #RedTsunami #SupportPresidentTrump#MAGA,Neutral,0.0,Hate
"US immigrant policy to enter US has always been - education or skill &amp; sponsor to take responsibility 4 them. In last 30 yrs, US has taken in so many with no education or means to support themselves - many never learn English. With Catch &amp; Release too many go on welfare-",Positive,0.0609,Non-hate
@user Then this Mein Kunt Bitch talks about respecting soldiers thats why all that its bS His racist ass i…,Negative,-0.8442,Hate
I wonder if rick will make another deal with those crazy ass women 🤔 and if that crazy ass nigga will actually hoe Daryl again 😐,Negative,-0.8957,Hate
The new anti-migrant national consensus,Neutral,0.0,Non-hate
"@user Immigration is about sharing in the exploitation of the country, not sharing in the building or maintaining it.My country was my home, now its a hotel, and they think I'm going to be a waiter.  #WhiteGenocide",Positive,0.12,Hate
Muslim Accused of Rape Said ‘Allah’s Going to Get You’: A Muslim man accused of raping a woman also allegedly told……,Negative,-0.9313,Non-hate
"@user @user Indeed, a woman who was raped ... and who was distraught that a man made a joke about that rape ...",Negative,-0.9136,Non-hate
@user Exactly. Thanks for the support #maledominance,Positive,0.6808,Non-hate
"China says cooperation with Iran ""justified, reasonable and lawful""",Positive,0.4019,Non-hate
@user Another Woman Has Come Forward With A Very Detailed Rape Allegation Against…,Negative,-0.7165,Non-hate
"250 million africans and 60 million ""refugees"" can't just go to Germany and Europe. If they try to come anyway, it would be a declaration of war against entire Europe! Don't think about to cheat us and to play the ""rascist card"" forever!",Negative,-0.7256,Hate
"When you do finally give up and start buying them cats at least you won't have to drink alone, loser",Negative,-0.6597,Non-hate
Yes I have a job And I'm pretty damn sure u dont make remotely close to what I make a week working 25 hours than what u make working 80 hours so shut the fuck up. I clearly said on the thread I had time yesterday....whore,Positive,0.5325,Hate
"News in Numbers: India to US is the busiest route for migration of skilled labourers, World Bank report says",Neutral,0.0,Non-hate
"Luigi Fugazy was a ‘padrone’ to the South Village Italian immigrant community at the turn of the 20th century. Learn how his beneficence helped thousands of his fellow countrymen, and how he was mourned when he died on this day in 1930:",Negative,-0.2732,Non-hate
How to Pronounce Audi Cunt ↺RT❤ #slit #box #muff #clit #Audi #slut #gash #puss #twat #AudiCunt #a,Negative,-0.802,Non-hate
@user @user #ThisIsAmerica. The arms industry is king. It would be great if it was limited to the domestic market only.,Positive,0.4939,Non-hate
The fag stays away and so does that SLUT bitch he proffered as 'bait'....they are both fakes!,Negative,-0.9412,Hate
Italy allows two migrant rescue ships to dock after other European countries offer to take them Â…,Positive,0.5106,Non-hate
Remember that male jogger who pushed that woman into a bus? He probably had very rich lawyers and is lying low in the Caribbean. Cunt.,Negative,-0.5868,Non-hate
"DOJ website lists cases of immigration fraud, check it out! via @user  Oh my...",Negative,-0.6239,Non-hate
Watching kids grow up is fun... When they're not yours,Positive,0.5106,Non-hate
"Happy World Day of Social Justice! Social justice is a driving value in our work, and we believe the Scriptures are full of God’s commands to his people to love, welcome, and seek justice for refugees and other immigrants.",Positive,0.9744,Non-hate
@user Fuck you slut bitch hoe! He aint giving a shit what you think,Negative,-0.8886,Hate
When you regret asking her 'what that mouth do?',Negative,-0.4215,Non-hate
Who makes the sandwiches at a feminist rally?,Neutral,0.0,Hate
"Uh. Hi. I'm an anarchist, and my mother is an immigrant who because of her immigration doesn't have the same job opportunies and nowhere near the money for a trust fund. Also my dad was a farmer who taught himself because he couldn't go to school. Keep your B.S. off my TL thanks.",Positive,0.7351,Non-hate
Italy's Voters Aren't Anti-Immigration—But Their Government Is,Neutral,0.0,Non-hate
N18 Million To Be Paid To Women Maltreated And Tagged HO's,Neutral,0.0,Non-hate
When I go out for just one drink,Neutral,0.0,Non-hate
@user It kinda sounds like you run a house of skank over there. Mags stinks 😷 and dogs getting into the Halloween candy.,Positive,0.0571,Hate
'I'm not like most girls',Negative,-0.2755,Non-hate
Detained #Immigrant CHILD DIES. #Resist #FBR,Negative,-0.4019,Non-hate
@user David it is about immigration letting Turkey Have Visas and other Islamic countries come here will tear this nation apart,Neutral,0.0,Hate
,Neutral,0.0,Non-hate
@user Please DO NOT listen to lame duck @user immigration/The Wall is way more important than tax 2.0! Stick to your instinct #BuildThatWall #BuildTheDamnWall #DeportThemAll,Positive,0.7199,Hate
US lashes out at UN 'hypocrisy' over migrant family breakups,Neutral,0.0,Non-hate
Check your balls at the door. Stephen Colbert weighs in on the weird #Trump #CabinetMeeting. Even @user,Negative,-0.1779,Non-hate
President of German Evangelical Church highlights plight of refugee children while in Malta,Neutral,0.0,Non-hate
Bitch stop playing with me and drop my shit off ! What u do after that ain't no problem because I know they gone send u back lil whore 😂😂,Negative,-0.8915,Hate
"Sessions rescinds DOJ guidance on refugees, asylum seekers' right to work #USA #WithRefugees @user @user @user @user @user @user",Neutral,0.0,Non-hate
@user How long will Merkel hang onto power a heart of a country welcomed Migrants and that heart has been torn apart immigration will go,Positive,0.8689,Non-hate
"Home Office misled court about treatment of child refugees from Calais, judges find",Neutral,0.0,Non-hate
I like girls with gag reflexes... Cause I enjoy holding their heads down and watching them struggle through it,Positive,0.25,Hate
@user That bitch is the Godmother of PERVERSION! Crooked Hillary is like the Ugly Old Slut of the wild west that opens the Whorehouse!,Negative,-0.9339,Hate
