Tweet,Sentiment,Sentiment Score,Original Label
@user -Since they have for years sent their best &amp; brightest to the US illegally NOW is the time to #sendThemBack to help in their homelands. We have a MORAL OBLIGATION to do so before situations worsen! #MAGA @user @user @user #BuildTheWall,Positive,0.8238,Hate
"#Migrant and refugee arrival rates in Spain have increased 50% this year. More than 1.600 people arrived just in June, counting the 629 that arrived yesterday with the #Aquarius.",Positive,0.2732,Non-hate
True @user @user just only vote banks #votebank,Positive,0.4215,Non-hate
South Koreans Stand Against Islamic Immigration!!! via @user,Neutral,0.0,Hate
DEPORT RAPEFUGEE'S!!! 🤬🤬🤬🤬🤬🤬🤬🤬,Neutral,0.0,Hate
@user Europe being bullied again by Islamic countries Â£2billion for what ? short time fixes 75 million immigrants no thanks .,Negative,-0.7584,Hate
@user @user 'Women are sacred' plays into the Madonna/whore dichotomy. It only protects women seen as sa…,Positive,0.5106,Non-hate
〝 Bitch fuck shit cunt who─ 〞 Okayyy..,Negative,-0.9337,Hate
THIS IS FUCKING CHICHARRÓN YOU BITCH,Negative,-0.6204,Non-hate
"@user yes, chaque chose a son temp. not all men for today are trash except the stupid ones",Negative,-0.1779,Non-hate
"of OpenBordersðŸ‘‰Greek police arrest 8 migrants (6 Afghans, 2 Pakistani) for killing migrant.What awaits Europe? Why expose Europeans to multicult madness? Afghans?  Many come from violent cultures, bringing “tribal clashes” w-them.#Visegrad #V4",Negative,-0.9376,Hate
"To fight loneliness, Irish pensioners are teaching English to migrants",Negative,-0.6597,Non-hate
Only reason I'm getting married is so I can have someone to split the bills with #WomanShutUp,Neutral,0.0,Hate
#Women have all the privileges. #Men have all the responsibilities. #ObviousChild End feminism today!,Positive,0.4389,Hate
@user IT'S 'NICE' OF 'YOU' TO 'ADMIT' THAT '#Labour VOTERS' DO NOT HAVE ANY 'ID'I 'WONDER' WHY 'THAT' COULD 'BE'#refugeesNOTwelcome #Brexit #IllegalImmigration,Positive,0.7241,Hate
What's the polite way to say 'don't eat too much today cause I'm not tryin to get shit dick when I fuck you in the ass later',Negative,-0.9313,Hate
"@user @user @user What about the women who rape men and boys? Oh, wait, that doesn't exist because rape laws are gynocentric...#FeministLogic",Negative,-0.2411,Hate
We want to help immigrants reach their homes Many illegals dont have means to go back. By deporting them &amp; providing them a way to get home we're helping thousands of them get back to their extended families. If u are against deportation u are for separating families. #LibTactics,Positive,0.6486,Non-hate
Before you call a woman a bitch make sure you aren’t a flea,Negative,-0.3612,Non-hate
NRC MEANS SECURITY.WE WON'T COMPROMISE WITH OUR NATIONAL SEVURITY.POLITICS WIRH ILLEGAL IMMIGRANTS WON'T BE EVIDENCE AND PROOF AND STAY AT ASSSM.BANGLADEDHIS MUST GO HOME.,Negative,-0.5574,Hate
"Please help me get this message to Congress by sharing it#EnoughIsEnough#WakeUpAmericaI am a proud LEGAL Hispanic immigrant! Loving our USA doesn't make us ""white supremacists"". It means WE LOVE EVERY AMERICAN!#DontTakeRaceBaitersBait#Walkaway#DrainTheSwamp#RedNationRising",Positive,0.9664,Non-hate
So I guess that you and Trump will welcome the Christian refugees! You know Hispanics &amp; the people of Mexico believe in Christ! Most are Catholics and firmly believe in Christ! Why not accept them Mucky Mek!👎🏾🤓👎🏻👎🏿😛,Negative,-0.372,Non-hate
"@user @user @user #EndBirthrightCitizenship #NoAnchorBabies! Birthright citizenship should NOT apply 2 #Illegals, tourists, or temporary guest workers!! How stupid do we have 2 be 2 grant #AmericanCitizenship 2 babies born in th",Negative,-0.4168,Hate
You can't be a HOE &; try to come back to someone. Bitch it don't work like that👌🏽👐🏽,Positive,0.0575,Hate
@user Good bitch I’m happy u got dumped u a hoe stupid bitch u ugly u gonna b alone forever stupid hoe,Negative,-0.9413,Hate
Doing the job illegal aliens won't do.https://t.co/U9mbwPidXP#ThereIsMoreOfThemOutThere #MoreOfThisPlease #TheICEManCometh #StopTheInvasion,Negative,-0.5574,Non-hate
Loool I tried using my card abroad n the cunt hoe sket worker was like 'ur card declined maybe u dnt have enough' I…,Negative,-0.1779,Hate
"IF there were no Muslim migrants in Sweden, crime rates would drop by 90% via @user",Negative,-0.7783,Hate
@user @user @user Reunification is the wrong word - never should done this - because always more illigal refugees will come. They have to brought back to the border without food with or without children quick.,Negative,-0.4767,Hate
i wan no bitch till iknow she gone stay down fa me.. kus all these hoes doin dicks & ian goin for it,Positive,0.4717,Hate
Venezuelan migrants bring Trinidad's flawed refugee policy to light,Negative,-0.4767,Non-hate
I gotta stop drinking and meme'ing 🙃🙃🙃🙃,Negative,-0.296,Non-hate
@user Oh yeah the good ol' Madonna -Whore dichotomy: where only chaste women had value and then only as pr…,Positive,0.296,Non-hate
Texas 'rape insurance' bill is about economic violence against women,Negative,-0.8689,Non-hate
"@user @user Yeah, you can get one free 600MB ram one.",Positive,0.6705,Non-hate
"If you didn't fuck the bitch at the same time, are you really Eskimo brothers?",Positive,0.7115,Non-hate
Dude next door: “So what you wanna do about the tp situation?” Me: “ummm you buy your own and I buy mine....” Me to Me: “this kunt 😑”,Neutral,0.0,Non-hate
Media silence on this too.,Neutral,0.0,Non-hate
After we've had sex once,Neutral,0.0,Non-hate
Not all men cheat. Not all women cheat. It’s equal now move tf and get over it 🙄,Positive,0.6072,Non-hate
@user Get the navy's of countries to block immigrant boats coming over and be honest with Migrants there is no room Merkel out,Negative,-0.2023,Hate
"Dudes, We love all the RTs/Likes &; enjoy a few comments here/there. But cock pix &; writing novels under our pix/vids gets you blocked! 😠",Negative,-0.68,Non-hate
@user rin is a big abusive whore and a bitch but shinji is allowed to commit incestual rape for over a decade ❤,Negative,-0.6808,Hate
When someone spends money copyrighting their shitty memes that no one would steal if you asked them to,Negative,-0.8402,Non-hate
"@user In 2018: it's time to let diversityâ„¢ be someone else's strength.Remigration 2018:  Easy come, easy GO!!   country was my home, now its a hotel, and they think I'm going to be a waiter.  #WhiteGenocide",Positive,0.7494,Hate
"#Dobbs #Budget #Congress #PresidentTrump #Appropriations #BuildThatWall..if as much of the wall is secured, away from Congress, more can be extracted in negotiations for DACA: limiting chain migration, visa lottery, etc., as well as merit-based immigration principles (RAISEact)",Positive,0.5859,Hate
"#BuildThatWall #ReleaseFisaReports, #BuildThatWall, @user please now Mr President, it will shut the Dems up! @user I am tired of the abuse you and #FLOTUS. #ReleaseTheUnredactedFisaReports now! You are our President, you can do it!",Negative,-0.7701,Hate
"Street Interview whit Italians ""Send all migrants back to where they came from. They block streets to pray..."" - Free Speech Time - @user",Positive,0.4019,Hate
Police night-time swoop on boat heading for Kent beach find ‘˜illegal migrants’,Neutral,0.0,Non-hate
@user @user Islam has been at war with infidels 1400 years... do you believe in the rape and murder taught in your Qur'an? if you do not its time to say so. Stop the lies.,Negative,-0.9601,Non-hate
@user Motlante you power hungry kunt you wanna be relevant shut up we know that,Neutral,0.0,Non-hate
"2 cents. Yawl thinking this woman lied on Nelly is still apart of the problem. Now, yes, sometimes people do lie about rape.",Negative,-0.8074,Hate
One man can teach you that not all men are the same ❤️😍🔐,Positive,0.4588,Non-hate
@user And the only one digging a hole of ignorance is you... sad. I hope you are not teaching your child hate .. but I am sure you are,Negative,-0.0644,Non-hate
[NEW POST] The German Government Pays for 3 Week Vacation for Refugees to Go Home,Neutral,0.0,Non-hate
November 6 IS CLOSE#VoteRed if you support & grieve for victims such as Kate Steinle & Mollie TibbettsVote Dem if you support the illegal aliens who killed them in cold blood#POTUS #MAGA #KAG #GetOutTheVote #RedWave #BuildTheWall #NoDACA #AmericaFirst #ICE #Trump,Negative,-0.8225,Hate
"#ABVPThugs beat up teachers and students merely got exercising their freedom of expression. ABVP DUSU President brought GUNS into DUSU. And like true goons, won't let @user launch a magazine! #ABVPGoonsWithGuns #SendThemHome",Positive,0.8687,Non-hate
no u told me im a cunt bc i didnt report my rape to police when i was 6.,Negative,-0.1685,Non-hate
"@user @user Mr. President, PLEASE pass an Executavie Order making it illegal for non-citizens to vote, and please have ICE agents at every voting station to deport these criminals.#BuildThatWall",Positive,0.186,Hate
@user @user @user @user Dumb f**k! Not a single illegal voted for the guy who will #BuildThatWall!,Negative,-0.2406,Hate
Books to Help Kids Understand What It’s Like to Be a #Refugee #WithRefugees @user @user @user @user @user @user,Positive,0.6369,Non-hate
"US government will take Palestine refugees the endless hope to go back home. Back to their homeland. New US politics will make Palestine refugees officially ""stateless"".",Positive,0.4404,Non-hate
Y'all say 'slut' and 'whore' like its a bad word... I say that shit cause I'm attracted to a bitch,Negative,-0.9403,Hate
"#Trump Compares Immigration in Japan, Other 'Successful' Countries To United States In TuckerÂ…",Positive,0.765,Non-hate
Congress must not aid and abet the administration's shameful treatment of immigrants. It's time to demand a moral and compassionate system.,Negative,-0.128,Non-hate
#Philippines' Pres. Duterte named Iglesia ni Cristo's executive minister special envoy for Filipino #migrants' concerns @user @user @user @user,Positive,0.4019,Non-hate
"@user Hips pushed forward, cock immediately entering her tight cunt and that obviously caused the Wookie to groan aloud.",Negative,-0.5859,Hate
@user Oh we created the Mexican refugees? Americans fight for their country. Others run..:(..,Negative,-0.1531,Hate
Rape and the sexual domination of women seems to be 'part and parcel' of the Muslim world. Just how big a piece of…,Negative,-0.7096,Non-hate
I tweeted about thenwoman who protested immigrant detention centers and WOOOOOOOOOOOHHHHH THE BOTS ARE OUT RODAY IM LAUGHING SO HARD. Please help,Positive,0.6288,Non-hate
"So far, over 400 people have decided to rally the support of their friends &amp; family to support refugees when they arrive in the U.S. Thank you!There is still plenty of time to join this campaign and help refugees rebuild their lives. Join here âž",Positive,0.9468,Non-hate
@user Love you😘 be nice if I could retweet ya but youre a pussy bitch on private😂,Positive,0.4678,Hate
"Canada's @user appointed to his cabinet immigrants from such cultures. One is in charge of immigration &amp; refugee affairs - license to flood Canada with own kind. The other, Education Minister, tried to sneak into new Education code female genital mutilation as a right!",Positive,0.5707,Hate
@user I know. It must be so hard waiving pom poms around at this hour #WomenSuck,Negative,-0.2183,Hate
Have fun fucking your whore you asshole in red lip stick with a smiley face lolol what a bad bitch,Negative,-0.7832,Hate
Book sheds amazing new light on the profound relationship between man and beast | Daily Mail Online,Positive,0.5859,Non-hate
@user So THIS doesnt matter as long as hysterical women dont interrupt the important white mens business matters?,Neutral,0.0274,Non-hate
@user No one will be thrown out of the UK simply we are not like that common sense Immigration has to be cut NHS etc is a proven point,Negative,-0.6608,Non-hate
@user @user So you just want money skank,Positive,0.144,Hate
@user Women lie all the time about rape. It shocks me that when Hollywood women get old unwanted rape and…,Negative,-0.9313,Hate
@user @user @user @user A very high wall must be build to protect USA from bad elements of illigal refugees.,Negative,-0.2263,Hate
What is the difference between a woman and a catfish? One is a bottom feeding scum sucker and one is a fish,Negative,-0.5267,Hate
@user @user How about that liberal whore Chelsea Handler? That bitch definitely sounds ignorant!,Negative,-0.8313,Hate
how can you openly break up a family by being a skank ass hoe,Negative,-0.5423,Non-hate
@user @user Good morning Maam. Is your AFSC 2t2? I noticed the parcel in the pic and was wondering. Im shipping to BMT real soon and would like to ask you a few questions if it is.,Positive,0.6597,Non-hate
Gelinzon Sandwich Maker Sweeps From the Kitchen Authority! Enter today!,Positive,0.2225,Non-hate
it's sad to see a fine girl be a hoe😪,Negative,-0.3182,Hate
When she posts about you thinking it will get you to text her...,Neutral,0.0,Non-hate
"Australia needs to be much more afraid of race baiters like Dutton, Turnbull and Cottrell et al than they do of incoming immigrants, refugees and asylum seekers.  #auspol",Positive,0.3612,Non-hate
@user People like @user and @user is the reason why Trump need to #buildthatwall!!!! #MAGA,Positive,0.5673,Hate
Stand with immigrant communities. Add your name against the citizenship question that will undermine accuracy of the census and underfund our communities. #SaveTheCensus.,Negative,-0.296,Non-hate
Immigration and Diversity: Systematic Raping and Killing of White Girls Across the West #SWRM #Perverts #Beasts #Paedophiles #Rapists via @user,Negative,-0.9601,Hate
"This would be amusing if it didn’t empower our enemies. Libprog cucks out to little brown people(whom, of course, are majorities in their OWN countries) #whitegenocide #stoptheinvasion",Negative,-0.1531,Hate
@user @user @user TO THE PINK PUSSY CAVE WE HAVE A VIRTUAL OVERLY HYSTERICAL FAKE SIGNAL. NANANANA SNOOWFLAKE.,Negative,-0.6874,Hate
We can't have a woman in the White House. What if she starts PMSing and drops bombs everywhere?/,Neutral,0.0,Hate
"As we watch the world be consumed with Muslim religion fanatics. We must protect our country, religion and for god sakes our children. We need to be diligent on not allowing more Muslim refugees in our Christian country. Muslim do not believe in Jesus as our son of God.",Positive,0.7003,Hate
I've done the same.. If I'm already getting pussy why would I wanna fuck my female friends? Not every hole is a goal honestly.. Honestly..,Positive,0.6808,Non-hate
Nothing pisses me off more than when skinny girls tweet shit like 'Fat Girl Problems' #WomenSuck,Negative,-0.4145,Hate
"Sister Patricia Fox, the Australian nun whose missionary visa was revoked by the Philippine government last month, has debunked allegations against her by the Bureau of Immigration in a 25-page document.",Neutral,0.0,Non-hate
"@user We need a moratorium on all immigration, legal or otherwise, esp from non-European countries",Positive,0.128,Non-hate
Hey guys thanks for following! Spread the word and make sure everyone knows #WomenSuck,Positive,0.6696,Hate
Especially old women who can't shut their pie hole.,Neutral,0.0,Hate
"@user @user Nah, the only worthless skank here is you. Good job outing yourself.",Negative,-0.1027,Hate
Behind the migrant and refugees labels are individual human beings. Read @user interview @user #destinationEurope #seacrossing #MigrantCrisis,Neutral,0.0,Non-hate
@user Turkey is a big place with a big population with respect we just do not need more migrants a country who want paid for this,Positive,0.5267,Hate
When the whole squads outfits are on point,Neutral,0.0,Non-hate
Murdered by an illegal immigrant.,Negative,-0.8402,Hate
lets get rid of womens sports and make men and women play side by side! #equality,Positive,0.4003,Non-hate
#refugeeswelcome #ExecutiveOrder,Neutral,0.0,Non-hate
About 3700 refugeemedicinedoctors are allowed to work in Germany in hospitals. Now they realize that some of them are not on the standard of western medicine and often some buyed the certificats home without knowledge. So some patients died.,Negative,-0.5945,Hate
India for Indians.Modiji make the EASTERN BORDER TOTALLY SEALED LIKE WEASTERN BORDER so that not a single infiltrator can come to our land.Those who are talking on behalf of these immigrants must not get support from all of us.Hindus and nationalist   careful,Positive,0.5499,Hate
"@user Entire West must unite to isolate Rogue PAK,creator of terror in the world.Stop selling Arms to Muslim Countries.",Negative,-0.6369,Non-hate
"@user @user what a bitch u are. why call her a beast? I get u support trumps pussy grabbing, teen pageant ogling, serial marrying, but why r u a bitch",Negative,-0.775,Hate
"@user ah, describing women as hysterical, how innovative, original, striking",Positive,0.6249,Non-hate
Watch: Muslim migrants attack Swedish woman in front of her children - Free Speech Time - @user,Positive,0.0516,Hate
"And @user is the difference between FAKE news and news, similar to ILLEGAL immigrant and immigrant?",Negative,-0.8468,Non-hate
"#YesAllMen because cars need to be built, repaired, and driven correctly by someone.",Neutral,0.0,Non-hate
Stan her instead of that colombian immigrant,Neutral,0.0,Non-hate
Heavy snow in the Alps. Many turists have to wait and there are accidents. Illigal refugees which like to stroll over the Alps have heavy problems - nobody can rescue them.,Positive,0.2023,Non-hate
#METOo 74% women admit to moral sex... Whore#,Negative,-0.5423,Hate
@user @user Shut the fuck up ! #BuildThatWall,Negative,-0.5848,Hate
Sitting on steps is always massive turn on for those watching. Good girl #stephapproves #slut,Negative,-0.2263,Non-hate
@user unblock my account 'AryanFascist101'. Im a nazi/fascist human supporter. (This is from backup account),Positive,0.2732,Non-hate
Anti-immigrant zealot Kris Kobach is in a tight race with the current governor of Kansas. via @user,Negative,-0.4404,Non-hate
"@user @user What have how many followers i have anything to do with this u dumb beach, just be quiet and stay in the kitchen i obly use twitter for news",Negative,-0.5106,Non-hate
"200.000 foreigners wait to come to foolish Germany to stay in familiywelfare. 34.000 have made a paper to the goverment. But only 1000 will allowed to come, says the law. Germany will destroyed by all kind of refugees and the goverment do less.",Negative,-0.705,Hate
So the economic migration crisis will now get rapidly worse into 2021. And anyone opining that a province like Ontario can absorb a million people into the social infrastructure is not understanding the macro events underway and the system collapse that would trigger.,Negative,-0.836,Hate
if thor hadn’t have survived the snap he would’ve made his into a record of immigrant song i don’t make the rules,Positive,0.5106,Non-hate
"Only if I can hire you to whore you out, and breed your cummy hole after. Black pimp, white bitch ♠️😏",Negative,-0.8442,Hate
"Germany Navy rescued 22.000 refugees in the middlesea. Germany has not enough refugees, it wants more! by state duty. The citiziens will give the answer in elections.",Positive,0.4753,Non-hate
@user if I get one more email from your ass ima blow that bitch up,Negative,-0.8074,Hate
"EU doesnt want to reduce refugees! Now the socialist goverment wants to take off the fence of NATO in the enclave CEUTA. 60.000 refugees want to take over to Spain from Maroc. Spain people hate them, but the goverment take all.",Negative,-0.3824,Hate
"@user @user @user @user You cunt, compare 25 million that rubius have versus the 5 million that David have",Negative,-0.4939,Non-hate
Watch: Muslim refugee in Denmark say they have a right to target Jews - Free Speech Time - @user,Positive,0.5106,Non-hate
#Refugee athletes shine at world championships in Finland via @user #WithRefugees @user @user @user @user,Positive,0.4939,Non-hate
Sure... And I wear condoms 👌🏼,Positive,0.8143,Non-hate
THE RAPING OF EUROPE BY MUSLIM RAPEFUGEES FROM HELL !!! SWEEDEN IT'S BEING BETRAYED BY FEMINAZI GOVERNMENT SODOMITES !!! Swedish dentist fired for reporting on refugees patients via @user,Negative,-0.9731,Hate
Remember Kate Steinle today.It is the third anniversary of her deathWe must not forget.#KateSteinle#IllegalAliens#OpenBorders#BuildThatWall#MondayMorning#ImmigrationReform#ImmigrationIsAWeapon,Neutral,0.0,Hate
For Burkha it is Nuclear Science to distinguish between Immigrant who  entered a country legally complying with the country's requirement and illegal one who broke the law &amp; cheated.Illegals can never be good  &amp; loyal citizens,Negative,-0.6492,Hate
Another memory that is to be shared.  Remember that the Syrian war by Assad and his allies are killing thousands of innocent children and their parents.,Negative,-0.6705,Non-hate
"Sudanese refugees often experience extra challenges when they come to Amman. One such refugee, a volunteer at our community center named Assem, shares his powerful story about life in Darfur and his experiences in Jordan.",Positive,0.6486,Non-hate
FFS!! That sounds as good as his grammar 🌚,Negative,-0.4968,Non-hate
MEC Panyaza Lesufi will visit a Mamelodi school to receive a report on the alleged rape of a 17-year-old girl pupil.,Negative,-0.6908,Non-hate
@user @user i don’t want a loyal bitch i want a skank hoe who will suck another niggas dick in my be…,Negative,-0.8271,Hate
@user fuck your life jump off the rmpire state building and impale your self with everybodyd hate towards you you stupid cunt,Negative,-0.93,Non-hate
There is a special place in hell for #SarahHuckabeeSanders. @user @user #AsylumSeekers #immigration,Negative,-0.4404,Non-hate
Looks like another Fallston kid couldn't handle their alcohol and fucked something up again.... I'm sure it was a girl. #WomenSuck,Negative,-0.1531,Hate
"In Libya, helping migrants requires difficult compromises",Negative,-0.0772,Non-hate
Ever been so hungover that your stomach feels like it's eating itself,Positive,0.3612,Non-hate
@user Fuck you cunt hoe no you won’t ily😘,Negative,-0.1779,Hate
@user @user @user Stupidity must be your strong suite Because you just showed how stupid your parent's are.. To raise trash like you is disgusting.UNAMERICAN. #ALWAYSCRYINGBLACK #MAGA#BuildThatWall #BackTheBlue,Negative,-0.128,Hate
@user >THE 'COUNTRY' FORMERLY KNOWN AS '#France' IS 'SO FAR GONE' THAT THEY DON'T EVEN CALL '#Terrorism' '#Terrorism' ANYMORE'#ParisAttack' IS THE 'NEW OFFICIAL PERMANENT HASHTAG' OF '#Paris'#refugeesNOTwelcome #Brexit #MAGA,Negative,-0.2349,Hate
Immigrant Experiences: Why Immigrants Come to the United States and What They Find When They Get Here,Positive,0.4215,Non-hate
"The Trump administration today demanded repeal of protections for unaccompanied immigrant children, calling them ‘loopholes.’ They are not low they are great but every once in awhile a genius comes along and gives me an idea that i use.....Special shout out to Candace Owens, told",Positive,0.3626,Non-hate
"@user I actually would love to go on a head to head debate with you to to show you not all Men are like this, you know with facts!",Positive,0.7901,Non-hate
@user Do you know your dragon Jordan??:Wake up Jordan Peterson:,Neutral,0.0,Non-hate
#Illegals are not immunized therefore bringing more illness into our country. #BuildThatWall,Negative,-0.4576,Hate
@user @user jayceejuice is a whore does she have sex talk with you too? Does she send you picks also she's a fucking slut,Negative,-0.8553,Hate
I’m pretty sure rape is “overly sexual” why don’t you shut the fuck up and stop being such an ignorant little cunt,Negative,-0.8722,Hate
@user Gl on the potential next game. You guys got yourself in a hole. All we can do is support. The rest is up to you guys. Hope is not lost.,Positive,0.8343,Non-hate
Johnny Castle loves always wet warm fuck hole of Rilynn Rae with tiny bottom and trimmed cunt,Negative,-0.2732,Non-hate
An invading army? They are in camo. Hunt every last one of them down and deport! #BuildThatWall #MAGA,Neutral,0.0,Hate
Polish MP Smokes BBC Host Over Poland's Decision Not To Take Immigrants via @user MUST DO WHAT THEY DO LET'S GET RID OF THAT FILTH,Neutral,0.0,Hate
What the refugees are doing to a city in the U.S.--destroying it.,Neutral,0.0,Hate
